Hospital,Hospital type,Control type,Cost To Charge Ratio,Fiscal Year Begin Date,Total Bad Debt expense,Urban (1) and Rural (2) Indicator,FTE Employees on Payroll,Total Salaries,Total Days Title XVIII,Total Costs,Medicaid charges,HVBP payment adjustment amount,HAC reduction adjustment amount,"ADJUSTED SALARIES, Subtotal Salaries",REIMBURSEMENT SETTLEMENT: Interim payments,NUMBER OF BEDS: ICU,Total discharges,BED DAYS: Total Hospital,Total Charges,REIMBURSEMENT SETTLEMENT: Subtotal,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,"Donations, Land Improvements",Fiscal Year End Date,Cost of Uncompensated Care,State,IPPS Payment amount (unadjusted),NUMBER OF BEDS: Adults & Pediatrics,NUMBER OF BEDS: Total Hospital,Net Revenue from Medicaid,Total Liabilities,Number of Interns & Residents,Total Days,IPPS Interim payment,Total cost of charity care,FFY
ST VINCENT HEALTHCARE (270049),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.332689,2014-01-01 00:00:00,19071437.0,1.0,9.8,136075311.0,18452.0,278126314.0,70587608.0,56239.0,,82673271.0,24527719.0,43.0,11280.0,88330.0,835994087.0,25064954.0,,,2014-12-31,13180357.0,MT,51643258.0,199.0,242.0,15181114.0,26546567.0,1758.25,49339.0,46835346.0,6832061.0,2014
ST VINCENT INFIRMARY MEDICAL CENTER (040007),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.227873,2014-07-01 00:00:00,22885714.0,1.0,4.75,123194415.0,47560.0,332800486.0,151648949.0,-291879.0,,109454228.0,29486087.0,19.0,21379.0,157680.0,1460463164.0,30258217.0,,,2015-06-30,13503419.0,AR,107728288.0,329.0,432.0,26920619.0,231889000.0,1702.26,112267.0,95824636.0,8288383.0,2014
ST VINCENT MEDICAL CENTER (360112),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.180402,2014-01-01 00:00:00,35381429.0,1.0,172.26,137633513.0,22682.0,364406067.0,575544217.0,2102.0,178635.0,111167598.0,21710426.0,84.0,17094.0,121973.0,2019964069.0,22060705.0,,,2014-12-31,15196127.0,OH,83673182.0,178.0,334.0,83170173.0,111683880.0,2291.38,82826.0,75302314.0,8497379.0,2014
ST VINCENT NORTH (040137),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.168414,2014-07-01 00:00:00,4384673.0,1.0,,7604571.0,2083.0,20961885.0,18262976.0,694.0,,8630225.0,2577206.0,8.0,1308.0,21170.0,124466151.0,2632257.0,,,2015-06-30,1713618.0,AR,4337122.0,50.0,58.0,1373294.0,38872440.0,120.28,4017.0,3519109.0,975178.0,2014
ST VINCENT REHABILITATION HOSPITAL (043031),Rehabilitation,Proprietary-Partnership,0.548867,2014-01-01 00:00:00,,1.0,,9765232.0,14971.0,19545613.0,,,,9723601.0,,,1601.0,21900.0,35610837.0,,,,2014-12-31,-11875.0,AR,,60.0,60.0,,17393903.0,161.31,18941.0,,,2014
ST VINCENT SALEM (151314),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,0.317571,2014-07-01 00:00:00,1476921.0,2.0,,5944607.0,616.0,15647210.0,9617543.0,,,,2927154.0,,202.0,9125.0,49271533.0,1984032.0,,,2015-06-30,1061006.0,IN,,25.0,25.0,1315288.0,2843838.0,108.59,809.0,,862138.0,2014
ST VINCENT SETON SPECIALITY HOSPITAL (152020),General Long Term,Voluntary Nonprofit-Church,,2014-07-01 00:00:00,,1.0,,16823399.0,13615.0,40531762.0,,,,,3369.0,,603.0,27010.0,121046984.0,3452.0,,,2015-06-30,,IN,,74.0,74.0,,11144963.0,250.51,22085.0,,,2014
ST VINCENT SETON SPECIALTY HOSP-LAF (152021),General Long Term,Voluntary Nonprofit-Church,,2014-07-01 00:00:00,,1.0,,1348783.0,1289.0,3275024.0,,,,,112.0,,73.0,3335.0,8680026.0,134.0,,,2014-10-22,,IN,,29.0,29.0,,1009212.0,80.39,1649.0,,,2014
ST VINCENTS BIRMINGHAM (010056),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.189454,2014-07-01 00:00:00,13420782.0,1.0,1.0,100312887.0,34511.0,334413397.0,63858372.0,180746.0,,101403413.0,24793736.0,47.0,20084.0,161330.0,1765144917.0,25336795.0,,,2015-06-30,10133360.0,AL,64004836.0,350.0,442.0,8119329.0,220616574.0,1803.95,109077.0,53796600.0,7481383.0,2014
ST. AGNES HOSPITAL (210011),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.550903,2014-07-01 00:00:00,5524631.0,1.0,67.37,197768386.0,33683.0,266333578.0,86142861.0,,,127872947.0,43643590.0,42.0,16450.0,105120.0,483449460.0,17142229.0,,,2015-06-30,11172734.0,MD,99305540.0,234.0,288.0,80974290.0,152596000.0,2455.2,75168.0,91005798.0,8129198.0,2014
ST. AGNES HOSPITAL (520088),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.32414,2014-07-01 00:00:00,7392055.0,1.0,,117886035.0,6880.0,156988684.0,55424630.0,12989.0,,61744240.0,10313935.0,12.0,5800.0,45625.0,484323519.0,10636239.0,,,2015-06-30,3305433.0,WI,19055088.0,113.0,125.0,7525481.0,205112247.0,1726.71,21438.0,17054737.0,885618.0,2014
ST. AGNES MEDICAL CENTER (050093),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.228679,2014-07-01 00:00:00,7394628.0,1.0,,169949115.0,40653.0,383563706.0,448089380.0,-358697.0,866171.0,167143124.0,33421753.0,27.0,19358.0,159140.0,1677301796.0,33025122.0,,,2015-06-30,8979466.0,CA,114282355.0,391.0,436.0,92641696.0,174682540.0,2085.85,90864.0,101117884.0,6816246.0,2014
ST. ALEXIUS HOSPITAL (260210),General Short Term (Acute Care Hospitals),Proprietary-Corporation,0.326415,2014-01-01 00:00:00,9914974.0,1.0,1.13,30823046.0,11476.0,58508624.0,53275987.0,-48432.0,,27701449.0,3990653.0,12.0,3617.0,48545.0,179246305.0,3471731.0,,,2014-12-31,5741464.0,MO,15926605.0,121.0,133.0,12771813.0,54070236.0,555.06,29115.0,12814505.0,2462611.0,2014
ST. ALEXIUS MEDICAL CENTER (140290),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.204093,2014-07-01 00:00:00,14754000.0,1.0,,98337105.0,26900.0,302131219.0,271037921.0,34481.0,,105855899.0,15663904.0,51.0,16709.0,107310.0,1480360997.0,15443799.0,,,2015-06-30,11251117.0,IL,55960972.0,243.0,294.0,55315309.0,78749477.0,1479.35,82875.0,49675495.0,8074299.0,2014
ST. ALPHONSUS REGIONAL MED CENTER (130007),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.343524,2014-07-01 00:00:00,17942300.0,1.0,25.21,213619057.0,19376.0,421441575.0,148554780.0,-48495.0,420917.0,133478608.0,24889516.0,42.0,16461.0,127020.0,1226818938.0,24381778.0,,,2015-06-30,15540869.0,ID,55974474.0,282.0,348.0,50457660.0,289786747.0,3119.76,72601.0,50421442.0,9374631.0,2014
ST. ANNS HOSPITAL (360012),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.276814,2014-07-01 00:00:00,14241570.0,1.0,12.87,93288949.0,14632.0,214880554.0,146839427.0,-69426.0,262248.0,92282147.0,10486326.0,12.0,16365.0,109135.0,776263839.0,10485071.0,,,2015-06-30,8880385.0,OH,35629777.0,230.0,283.0,28580978.0,19345835.0,1576.86,66606.0,31642366.0,4883045.0,2014
ST. ANTHONY HOSPITAL (381319),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,0.425259,2014-07-01 00:00:00,143317.0,2.0,,21691250.0,1861.0,50177556.0,,,,,4228452.0,5.0,1445.0,9125.0,117992871.0,3463704.0,,,2015-06-30,1166908.0,OR,,20.0,25.0,,9610154.0,257.14,5058.0,,1132512.0,2014
ST. ANTHONY REGIONAL HOSPITAL (160005),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.475341,2014-07-01 00:00:00,1275580.0,2.0,,27953095.0,4778.0,57962338.0,13081530.0,-4811.0,,19888780.0,5601985.0,6.0,1569.0,21535.0,121938479.0,5742670.0,,,2015-06-30,1211311.0,IA,5819075.0,53.0,59.0,5201323.0,21348840.0,402.23,8804.0,7629312.0,610616.0,2014
ST. ANTHONYS HOSPITAL (100067),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.178544,2014-01-01 00:00:00,20815424.0,1.0,,92309934.0,35396.0,207621951.0,134577297.0,-69397.0,138097.0,91350254.0,12224428.0,18.0,17423.0,112420.0,1162863849.0,12366568.0,,,2014-12-31,24489824.0,FL,53811224.0,280.0,308.0,18172903.0,21987554.0,1566.0,87334.0,48511620.0,20611625.0,2014
ST. ANTHONYS MEMORIAL HOSPITAL (140032),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.297493,2014-07-01 00:00:00,5172199.0,2.0,,34959459.0,11409.0,96095355.0,60667919.0,58000.0,,31606544.0,11440776.0,10.0,5516.0,48545.0,323017530.0,11389450.0,,,2015-06-30,3837422.0,IL,22986124.0,123.0,133.0,8539294.0,56607411.0,664.87,20229.0,20195676.0,2256585.0,2014
ST. BARANBAS BEHAVIORAL HEALTH (314022),Psychiatric,Voluntary Nonprofit-Other,0.430449,2014-01-01 00:00:00,,1.0,,8263389.0,8906.0,9722648.0,,,,7925697.0,184881.0,,1122.0,14600.0,22587219.0,188654.0,,,2014-12-31,-105712.0,NJ,,40.0,40.0,,20240935.0,120.0,12477.0,,,2014
ST. BARNABAS HOSPITAL (330399),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.364363,2014-01-01 00:00:00,9478965.0,1.0,272.06,159713845.0,8440.0,301927498.0,441132878.0,-7691.0,,128343052.0,5784620.0,26.0,14906.0,122640.0,828643819.0,6029910.0,,,2014-12-31,34083754.0,NY,51639570.0,295.0,336.0,164989981.0,245849314.0,2221.98,68974.0,50273049.0,30631264.0,2014
ST. BERNARD HOSPITAL (140103),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.425926,2014-01-01 00:00:00,2391985.0,1.0,4.01,42592451.0,7248.0,75622811.0,113178776.0,-39046.0,,38749385.0,1306173.0,10.0,5917.0,57670.0,177549198.0,1256013.0,,,2014-12-31,4359465.0,IL,16537643.0,148.0,158.0,25523956.0,31329870.0,717.59,27720.0,18504675.0,3396385.0,2014
ST. BERNARD PARISH HOSPITAL (190308),General Short Term (Acute Care Hospitals),Governmental-Hospital District,0.32714,2014-01-01 00:00:00,7203901.0,1.0,,14256245.0,3278.0,34963664.0,12885311.0,5043.0,,14193224.0,1922610.0,8.0,2281.0,14600.0,106876784.0,1209327.0,,,2014-12-31,5057359.0,LA,5846528.0,32.0,40.0,7985057.0,70074860.0,254.54,10042.0,9752659.0,2700302.0,2014
ST. BERNARDINE MEDICAL CENTER (050129),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.193468,2014-07-01 00:00:00,7488997.0,1.0,3.39,132213933.0,13429.0,304767091.0,619899879.0,-106682.0,,132713308.0,7169938.0,47.0,15011.0,117895.0,1575287099.0,6982585.0,,,2015-06-30,3240765.0,CA,44275892.0,256.0,323.0,88651972.0,232861765.0,1413.72,74088.0,39064990.0,1626439.0,2014
ST. CATHERINE HOSPITAL (150008),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.290102,2014-07-01 00:00:00,9603185.0,1.0,,53236932.0,12570.0,118038739.0,111011202.0,157850.0,,48624693.0,7772732.0,10.0,6639.0,58765.0,406887713.0,7672302.0,,,2015-06-30,11477428.0,IN,26817755.0,151.0,161.0,23760281.0,19782248.0,807.8,30625.0,24050268.0,8598600.0,2014
ST. CATHERINE HOSPITAL (170023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.411684,2014-07-01 00:00:00,1303102.0,2.0,,36347011.0,5287.0,73362511.0,11814669.0,-19666.0,,23475462.0,4501371.0,8.0,3300.0,32640.0,178200816.0,4602478.0,,,2015-06-30,5611107.0,KS,12897088.0,65.0,80.0,1777296.0,21839355.0,530.93,12419.0,12836096.0,5078184.0,2014
ST. CATHERINE OF SIENA MEDICAL CENTE (330401),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.234026,2014-01-01 00:00:00,3901987.0,1.0,,123357591.0,26112.0,219020128.0,104234943.0,-125312.0,,78732810.0,10918154.0,12.0,9888.0,97090.0,935878693.0,11219349.0,,,2014-12-31,2483780.0,NY,41174191.0,236.0,266.0,23460638.0,236021000.0,1263.46,54963.0,36145391.0,1566933.0,2014
ST. CATHERINES REHABILITATION HOSP (103026),Rehabilitation,Voluntary Nonprofit-Church,,2013-10-01 00:00:00,,1.0,,18352745.0,9613.0,39603814.0,,,,,112160.0,,1160.0,21900.0,73168468.0,114417.0,,,2014-09-30,,FL,,60.0,60.0,,34284207.0,114.02,16096.0,,,2014
ST. CHARLES MED CTR-REDMOND (380040),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.405313,2014-01-01 00:00:00,2110076.0,2.0,,30983945.0,2533.0,53345589.0,38385195.0,-7957.0,,21893500.0,3358064.0,6.0,2330.0,17520.0,131615793.0,3394399.0,,,2014-12-31,2465949.0,OR,9800673.0,42.0,48.0,15984911.0,,347.21,7299.0,10049057.0,1612369.0,2014
ST. CHARLES PARISH HOSPITAL (190079),General Short Term (Acute Care Hospitals),Governmental-Hospital District,0.374311,2014-08-01 00:00:00,14102276.0,1.0,,15730043.0,1470.0,35214750.0,12452645.0,5682.0,,13104154.0,1128999.0,8.0,854.0,14235.0,94078934.0,1151997.0,,,2015-07-31,6505240.0,LA,2205386.0,31.0,39.0,4187446.0,80019927.0,299.34,4391.0,1834454.0,1229324.0,2014
ST. CLAIR MEMORIAL HOSPITAL (390228),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.268779,2014-07-01 00:00:00,2443487.0,1.0,,92853228.0,15060.0,236306024.0,9058487.0,31741.0,,95227756.0,8949201.0,12.0,16371.0,105482.0,879182253.0,8988921.0,,,2015-06-30,3900878.0,PA,27691676.0,250.0,289.0,766966.0,115156236.0,1671.36,63491.0,24046104.0,3184410.0,2014
ST. CLAIRE MEDICAL CENTER (180018),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.300942,2014-07-01 00:00:00,5659281.0,2.0,10.82,64213637.0,6643.0,102961454.0,89492147.0,12909.0,,37635164.0,10190552.0,10.0,4272.0,33215.0,342130764.0,9945201.0,,,2015-06-30,1870152.0,KY,16799540.0,81.0,91.0,22265502.0,39785706.0,874.79,15087.0,15129777.0,98427.0,2014
ST. CLARE HOSPITAL (520057),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.325526,2014-01-01 00:00:00,2652349.0,2.0,4.5,20619940.0,3425.0,51625580.0,23986697.0,47744.0,,17064448.0,5119512.0,6.0,2307.0,16425.0,158591288.0,5243859.0,,,2014-12-31,2323694.0,WI,8546157.0,39.0,45.0,6322224.0,19276697.0,307.83,7535.0,8594873.0,1452433.0,2014
ST. CLOUD HOSPITAL (240036),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.332506,2014-07-01 00:00:00,8160864.0,1.0,15.11,280096750.0,46800.0,573324570.0,254141381.0,326124.0,1193271.0,241700006.0,51266220.0,42.0,25677.0,173375.0,1724252440.0,52157963.0,,,2015-06-30,6296218.0,MN,154895077.0,403.0,475.0,90378484.0,475730713.0,3997.3,113959.0,142308746.0,3571537.0,2014
ST. CLOUD REGIONAL MEDICAL CENTER (100302),General Short Term (Acute Care Hospitals),Proprietary-Corporation,0.136894,2014-01-01 00:00:00,14610462.0,1.0,,16957283.0,7077.0,45037598.0,50188164.0,-35335.0,25859.0,18363585.0,2430041.0,8.0,3784.0,30660.0,328996273.0,2430331.0,,,2014-12-31,4943933.0,FL,10924803.0,76.0,84.0,3056401.0,10688251.0,264.25,17149.0,9350500.0,2901935.0,2014
ST. DAVIDS MEDICAL CENTER (450431),General Short Term (Acute Care Hospitals),Proprietary-Corporation,0.159602,2014-01-01 00:00:00,19737671.0,1.0,,154434024.0,37918.0,423904736.0,298285796.0,366383.0,,147814324.0,39983316.0,36.0,24111.0,170213.0,2656005339.0,40804477.0,,,2014-12-31,30009075.0,TX,104742958.0,368.0,469.0,38930982.0,-604495076.0,2367.51,128289.0,98313463.0,26251911.0,2014
ST. DOMINIC-JACKSON MEMORIAL HOSP (250048),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.280686,2014-01-01 00:00:00,19095160.0,1.0,,169614633.0,57177.0,318249553.0,112023380.0,-144247.0,,137776296.0,32109243.0,76.0,21479.0,195275.0,1133828404.0,32816930.0,,,2014-12-31,25719554.0,MS,89434366.0,459.0,535.0,58804624.0,34914209.0,2721.97,123662.0,79687104.0,20236368.0,2014
ST. ELIZABETH CENTRAL (150003),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.301524,2014-01-01 00:00:00,5951732.0,1.0,,19674878.0,3062.0,35934454.0,16544948.0,,,11881130.0,2285474.0,9.0,1211.0,25662.0,119176231.0,2324296.0,,,2014-09-30,5989037.0,IN,8317649.0,85.0,94.0,2838682.0,49498431.0,350.29,5362.0,7122746.0,4179092.0,2014
ST. ELIZABETH EAST (150109),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.251551,2014-01-01 00:00:00,5597545.0,1.0,,59092828.0,13855.0,207765680.0,97499370.0,-67317.0,,60131842.0,12841417.0,17.0,8582.0,59501.0,825937392.0,12924724.0,,,2014-12-31,13907046.0,IN,42018998.0,138.0,169.0,19327111.0,39077000.0,1107.42,35685.0,38140852.0,12420937.0,2014
ST. ELIZABETH FLORENCE (180045),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.28099,2014-01-01 00:00:00,15579383.0,1.0,,39345135.0,13420.0,107286153.0,86680745.0,31203.0,68803.0,37513896.0,4829923.0,18.0,9264.0,55845.0,381815087.0,4770376.0,,,2014-12-31,8390797.0,KY,26062116.0,135.0,153.0,17513447.0,33101364.0,654.34,35240.0,22754974.0,3947877.0,2014
ST. ELIZABETH HEALTH CENTER (360064),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.217064,2014-01-01 00:00:00,20369761.0,1.0,59.75,88692682.0,25989.0,254681520.0,241748057.0,-118663.0,,82807377.0,13462372.0,20.0,16666.0,125195.0,1173302199.0,13647084.0,,,2014-12-31,13326394.0,OH,61530370.0,295.0,345.0,44168820.0,76083935.0,1672.43,82345.0,54910292.0,8730069.0,2014
ST. ELIZABETH HOSP. OF WABASHA  INC. (241335),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,0.688921,2014-07-01 00:00:00,122650.0,1.0,,11873000.0,879.0,24052165.0,3288692.0,,,,1900349.0,,309.0,6205.0,34912807.0,1956730.0,,,2015-06-30,253225.0,MN,,17.0,17.0,1031793.0,4432594.0,170.95,1631.0,,223789.0,2014
ST. ELIZABETH HOSPITAL (140187),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.218581,2014-07-01 00:00:00,17167876.0,1.0,12.5,55012373.0,14646.0,136370835.0,145890429.0,157944.0,253510.0,53802618.0,10544848.0,24.0,10061.0,83950.0,623892597.0,10569116.0,,,2015-06-30,6414892.0,IL,33394883.0,206.0,230.0,21967682.0,169764999.0,1081.89,39611.0,29387824.0,2534065.0,2014
ST. ELIZABETH HOSPITAL (520009),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.383487,2014-07-01 00:00:00,9245382.0,1.0,4.82,56106334.0,5884.0,158884853.0,61000612.0,58682.0,,56599955.0,7130794.0,29.0,8357.0,73214.0,414316051.0,7059439.0,,,2015-06-30,4611371.0,WI,17716873.0,161.0,190.0,24953610.0,126799006.0,939.4,38245.0,16116612.0,1094326.0,2014
ST. ELIZABETH MEDICAL CENTER (330245),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.368098,2014-01-01 00:00:00,9374420.0,1.0,27.04,97911341.0,21704.0,180445215.0,88609302.0,-90066.0,,82281159.0,12809959.0,58.0,9187.0,64605.0,490210218.0,12979935.0,,,2014-12-31,4017167.0,NY,42464903.0,119.0,177.0,24307608.0,123421044.0,1678.29,47223.0,36819687.0,572111.0,2014
ST. ELIZABETHS HOSPITAL (094001),Psychiatric,Governmental-City,1.093063,2013-10-01 00:00:00,,1.0,24.07,56920211.0,766.0,84231230.0,,,,46706577.0,361833.0,,208.0,37230.0,77059835.0,1389785.0,,,2014-09-30,,DC,,102.0,102.0,,,117.31,30111.0,,,2014
ST. FRANCES CABRINI HOSPITAL (190019),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.209422,2014-07-01 00:00:00,26916701.0,1.0,,68678865.0,24132.0,205291757.0,122443662.0,-30423.0,342912.0,67484999.0,19958769.0,46.0,11405.0,100740.0,980279561.0,20378975.0,,7820.0,2015-06-30,25265375.0,LA,45198507.0,230.0,276.0,11906586.0,129678113.0,1414.75,58910.0,39934538.0,19230135.0,2014
ST. FRANCIS BARTLETT MED CTR (440228),General Short Term (Acute Care Hospitals),Proprietary-Corporation,0.126499,2014-06-01 00:00:00,17897920.0,1.0,,34812676.0,13706.0,97025108.0,101294369.0,-99650.0,,36212638.0,5822991.0,32.0,6955.0,56940.0,767003265.0,5948079.0,,,2015-05-31,7865667.0,TN,23506135.0,114.0,156.0,9484324.0,8963102.0,488.0,35065.0,21180171.0,5380900.0,2014
ST. FRANCIS HOSPITAL  INC. (110129),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.325251,2014-01-01 00:00:00,29077572.0,1.0,,82143570.0,33214.0,252115865.0,56075337.0,-175517.0,,82272556.0,27877984.0,28.0,15418.0,113880.0,775142052.0,28189392.0,,,2014-12-31,16530164.0,GA,57197927.0,284.0,312.0,19626368.0,237542574.0,1613.67,81575.0,50321027.0,7041380.0,2014
ST. FRANCIS HOSPITAL  WILMINGTON (080003),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.299513,2014-07-01 00:00:00,6727905.0,1.0,17.56,57018369.0,7615.0,116757298.0,127663795.0,-16019.0,,46486951.0,6713934.0,26.0,5215.0,53908.0,389823432.0,6745629.0,,,2015-06-30,4991857.0,DE,17278583.0,154.0,180.0,37516182.0,138870265.0,796.92,20278.0,14825818.0,2947076.0,2014
ST. FRANCIS HOSPITAL & HEALTH SVCS. (260050),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.493201,2014-01-01 00:00:00,3820705.0,2.0,,25765068.0,2070.0,47437851.0,11159427.0,8579.0,,12534520.0,2747817.0,,1027.0,15695.0,96183651.0,2804319.0,,,2014-12-31,5178178.0,MO,3941572.0,43.0,43.0,6372895.0,14217579.0,244.77,4205.0,4379492.0,3320475.0,2014
ST. FRANCIS HOSPITAL (141350),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,0.281517,2014-07-01 00:00:00,1817224.0,2.0,,10615137.0,3149.0,26972478.0,26026275.0,,,10393047.0,2933590.0,,1368.0,9125.0,95811234.0,1414168.0,,,2015-06-30,1295918.0,IL,,25.0,25.0,6238012.0,25202714.0,198.0,4990.0,,815808.0,2014
ST. FRANCIS HOSPITAL (231337),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,0.307197,2013-10-01 00:00:00,6592249.0,2.0,,28393035.0,2489.0,54742222.0,27699081.0,,,,3997711.0,8.0,1716.0,9125.0,178198900.0,2948860.0,,,2014-09-30,3324545.0,MI,,17.0,25.0,6885254.0,60261391.0,427.11,5526.0,,1623163.0,2014
ST. FRANCIS HOSPITAL (330182),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.196427,2014-01-01 00:00:00,2732796.0,1.0,1.46,240309017.0,59289.0,414218682.0,65818745.0,182044.0,,171556913.0,52492425.0,37.0,15756.0,111690.0,2108767921.0,53518461.0,,,2014-12-31,5802380.0,NY,142697101.0,288.0,363.0,10152615.0,294105000.0,2671.08,98456.0,132214237.0,5256887.0,2014
ST. FRANCIS HOSPITAL (440183),General Short Term (Acute Care Hospitals),Proprietary-Corporation,0.123842,2014-06-01 00:00:00,30935282.0,1.0,19.9,81578311.0,26274.0,228119357.0,288034831.0,50737.0,,81893171.0,13088845.0,,15258.0,128322.0,1842022588.0,13475375.0,,,2015-05-31,16727246.0,TN,53021525.0,304.0,353.0,27222779.0,131376315.0,1084.0,79757.0,48743486.0,12283462.0,2014
ST. FRANCIS HOSPITAL (520078),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.325946,2014-07-01 00:00:00,11471740.0,1.0,0.16,67239044.0,14022.0,179935092.0,133720661.0,-31901.0,189599.0,67407351.0,14157103.0,20.0,8001.0,62050.0,552040093.0,14459657.0,,,2015-06-30,7350286.0,WI,26482892.0,150.0,170.0,39456747.0,145254135.0,1136.21,42199.0,23233743.0,3573923.0,2014
ST. FRANCIS MEDICAL CENTER (050104),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.243883,2014-07-01 00:00:00,26035196.0,1.0,,150940762.0,9771.0,366102215.0,741132963.0,-88487.0,,157506912.0,4956351.0,36.0,19268.0,123735.0,1501136589.0,4691474.0,,,2015-06-30,22594506.0,CA,43599508.0,274.0,339.0,120405185.0,245626950.0,1762.98,93406.0,37089180.0,16093764.0,2014
ST. FRANCIS MEDICAL CENTER (190125),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.223167,2014-07-01 00:00:00,17963839.0,1.0,,101134758.0,25336.0,192897941.0,151968891.0,48695.0,,74786478.0,12974383.0,61.0,11659.0,183230.0,864363973.0,13257120.0,,,2015-06-30,10439507.0,LA,51129924.0,395.0,502.0,20763698.0,231267367.0,1497.13,65460.0,46628954.0,6102590.0,2014
ST. FRANCIS MEDICAL CENTER (241377),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,0.560922,2014-07-01 00:00:00,1494830.0,2.0,,10588220.0,2245.0,26784081.0,7292285.0,,,,3070542.0,,680.0,9125.0,47750092.0,2300178.0,,,2015-06-30,907544.0,MN,,25.0,25.0,5057234.0,11752535.0,91.31,3630.0,,78409.0,2014
ST. FRANCIS MEDICAL CENTER (310021),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.133044,2014-07-01 00:00:00,2170462.0,1.0,29.63,43377457.0,8675.0,103778365.0,198238816.0,-26627.0,,36863347.0,9052178.0,12.0,4989.0,72635.0,780027533.0,9204441.0,,,2015-06-30,7766238.0,NJ,23850392.0,175.0,199.0,36407907.0,89404165.0,668.0,25712.0,21058307.0,7058982.0,2014
ST. FRANCIS MEDICAL CENTER (490136),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.234059,2014-09-01 00:00:00,14899050.0,1.0,21.79,77999248.0,14151.0,207565151.0,73992578.0,-113150.0,,72875072.0,12658232.0,10.0,9435.0,47450.0,886808326.0,12767792.0,,,2015-08-31,9693339.0,VA,39545482.0,120.0,130.0,12717259.0,106808605.0,1315.82,38909.0,35393923.0,6183715.0,2014
