Hospital,Hospital type,Control type,Total cost of charity care,HVBP payment adjustment amount,Total Days Title XVIII,Urban (1) and Rural (2) Indicator,Fiscal Year End Date,"ADJUSTED SALARIES, Subtotal Salaries",NUMBER OF BEDS: Adults & Pediatrics,"Donations, Land Improvements",Total Liabilities,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Salaries,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),IPPS Payment amount (unadjusted),REIMBURSEMENT SETTLEMENT: Interim payments,Net Revenue from Medicaid,Total Bad Debt expense,BALANCE SHEET: Total Assets (G_C1THRU4_36),BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),BED DAYS: Total Hospital,Total Costs,NUMBER OF BEDS: ICU,Cost of Uncompensated Care,Cost To Charge Ratio,Number of Interns & Residents,Fiscal Year Begin Date,BALANCE SHEET: Inventory (G_C1THRU4_7),FTE Employees on Payroll,REIMBURSEMENT SETTLEMENT: Subtotal,Total Inpatient Days,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),IPPS Interim payment,Medicaid charges,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),Total Charges,BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),HAC reduction adjustment amount,NUMBER OF BEDS: Total Hospital,State,Total discharges,Report_Period_Begin_Yr,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
TAWAS ST. JOSEPH HOSPITAL (230100),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,247328.0,,3238.0,2.0,2011-06-30,16067425.0,45.0,,27970626.0,46855302.0,,7118247.0,24985414.0,3122113.0,7721102.0,7134809.0,4640923.0,2602549.0,55064785.0,1516159.0,17885.0,44226740.0,4.0,1317183.0,0.489872,385.11,2010-07-01 00:00:00,1393904.0,,6916295.0,5702.0,,2830561.0,759838.0,689750.0,7355867.0,11568231.0,9152285.0,90282329.0,13528757.0,,49.0,MI,1907.0,2010,27094159.0,5666952.456432,1516159.0,0.06663307815196666,-9169083.0,-0.19568933735610114,1.2857498482421303,2.1135703776505648,0.9930297445424414,0.212996121095545,1.0323489280475544,0.5079585074199418,0.4920414925800582,-8.341938676402075,27094159.0,0.8509122845026998,3.4633855867172425,non-profit
TAYLOR HARDIN SECURE MEDICAL (014011),Psychiatric,Governmental-State,,,,1.0,2011-09-30,5690890.0,24.0,,3490198.0,3030.0,,67956.0,7084363.0,-1150282.0,,,,,8465415.0,410215.0,8760.0,5029893.0,,,100.091398,165.0,2010-10-01 00:00:00,-3973.0,,,8617.0,,233084.0,,,,,406242.0,50253.0,,,24.0,AL,72.0,2010,4975217.0,,410215.0,-379.6310231023102,-15535386.0,-5127.190099009901,5.978015186297016,6.036479486726705,,6.036479486726705,0.7015167378628913,0.4122890608434436,0.5877109391565564,,4975217.0,0.00035792692974886644,inf,govt
TAYLOR REGIONAL HOSPITAL (180087),General Short Term (Acute Care Hospitals),Governmental-Hospital District,5254199.0,,7545.0,2.0,2011-06-30,20170043.0,82.0,43826.0,14358311.0,63191433.0,,8355712.0,27790605.0,1892389.0,11607509.0,6685377.0,6391349.0,8535726.0,61910550.0,4117669.0,32850.0,46999991.0,8.0,7456321.0,0.26821,508.35,2010-07-01 00:00:00,1164228.0,,6504419.0,13083.0,15611141.0,4334081.0,,1476113.0,9710720.0,25238774.0,31634728.0,175235967.0,36768974.0,,90.0,KY,3066.0,2010,47552239.0,6769291.57454,19728810.0,0.0299469233432323,61712.0,0.0009765880764248534,3.7860002833989492,6.76157627261447,3.4700079418725776,0.49279690348350924,0.3019481585294017,0.23192026237854452,0.7680797376214554,,47552239.0,1.0206892524779703,1.7186074596479086,govt
TAYLORVILLE MEMORIAL HOSPITAL (141339),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,500946.0,,4630.0,2.0,2011-09-30,,25.0,,22251666.0,32766661.0,,3557862.0,11985148.0,1581202.0,,4380081.0,2222899.0,2165146.0,42836319.0,2933196.0,9125.0,27897568.0,,1187261.0,0.448041,248.15,2010-10-01 00:00:00,642828.0,,3564967.0,5747.0,3962260.0,2403338.0,796170.0,185082.0,,8530877.0,13764450.0,62265720.0,6276006.0,,25.0,IL,1411.0,2010,20584653.0,3822182.6619570004,6895456.0,0.04825642747059275,-1007722.0,-0.030754491585212176,3.8687419579511517,3.7020721995400607,3.636043219214236,0.824426579783027,1.080983293718869,0.5194579394181839,0.4805420605818161,1.7529120665184572,20584653.0,0.7649270937589199,5.220941630712272,non-profit
TCHD D/B/A JPS HEALTH NETWORK (450039),General Short Term (Acute Care Hospitals),Governmental-Hospital District,,,16186.0,1.0,2011-09-30,227311369.0,333.0,,127365145.0,327323423.0,,69339077.0,239055098.0,96579820.0,38918725.0,14720102.0,,,765036002.0,75905450.0,165148.0,514851663.0,36.0,-731650.0,0.280325,3861.0,2010-10-01 00:00:00,10011131.0,157.88,14147679.0,130530.0,110276435.0,39608436.0,,5087733.0,38093836.0,,285553729.0,1836623228.0,249837468.0,,439.0,TX,26599.0,2010,637670857.0,,186181885.0,0.29505929980452394,-328921580.0,-1.0048825011829354,4.118222239964342,6.288219743680753,3.900468202078894,1.0946994578540468,0.19973493159026398,0.16648255071269183,0.8335174492873082,,637670857.0,0.427853620148977,1.3101454542438766,govt
TECHE SPECIALTY HOSPITAL (190304),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,,,2.0,2011-05-31,1087844.0,2.0,,1138028.0,4855279.0,,660119.0,1862557.0,106471.0,,,,,1543803.0,71421.0,730.0,4479848.0,,,0.464078,,2010-06-01 00:00:00,,,,,,130144.0,,84205.0,,,949215.0,9653212.0,793589.0,,2.0,LA,,2010,405775.0,,71421.0,0.0219289148986083,103597.0,0.02133698187066078,1.4379452795632304,1.3103849457446308,,0.10819412863438259,2.804578892243238,0.7371588214299364,0.26284117857006367,,405775.0,3.145012025498072,6.118127897438095,for-profit
TEHACHAPI VALLEY HOSITAL DIST. (051301),General Short Term (Critical Access Hospitals),Governmental-Hospital District,163914.0,,527.0,1.0,2011-06-30,,25.0,,18014230.0,19755799.0,,4520818.0,8584962.0,3881482.0,,1251805.0,4232613.0,1563983.0,32506377.0,8333896.0,9125.0,16749375.0,,857788.0,0.463956,163.7,2010-07-01 00:00:00,281174.0,,1167409.0,6958.0,428501.0,361010.0,24086.0,294625.0,,,12762457.0,37723477.0,9675948.0,,25.0,CA,206.0,2010,14492147.0,,8762397.0,0.19647304571179328,2256772.0,0.1142333954703629,2.8230415380579355,4.078541759478042,2.695675428650302,1.8434486856139751,1.2430338996699384,0.5541752622877659,0.44582473771223413,108.68479614713942,14492147.0,0.6077514882695171,2.0417429899375232,govt
TELECARE HERITAGE PHF (054146),Psychiatric,Proprietary-Corporation,,,739.0,1.0,2011-06-30,3305330.0,26.0,,7481949.0,7800605.0,,7481949.0,3305330.0,-39237.0,,,,,2803751.0,,9490.0,7468039.0,,,0.617669,54.91,2010-07-01 00:00:00,,,,7458.0,,349485.0,,51625.0,,,851851.0,12090686.0,1877895.0,,26.0,CA,1273.0,2010,-4678198.0,,0.0,-0.0050299944683777735,-41607.0,-0.005333817056497541,0.11385415751965162,0.2509900829315998,,0.0,-1.59932285892987,2.668549739260013,-1.6685497392600128,,-4678198.0,2.7822031985008655,4.1539090311226134,for-profit
TEMPE ST. LUKES HOSPITAL (030037),General Short Term (Acute Care Hospitals),Proprietary-Other,181725.0,,6676.0,1.0,2011-05-31,47433648.0,217.0,,198947329.0,330053437.0,,17005586.0,49057864.0,163157147.0,21224903.0,3095052.0,30027373.0,20635722.0,127389093.0,-1228336.0,77829.0,127619992.0,40.0,3591786.0,0.166081,775.5,2010-06-01 00:00:00,10001974.0,,3081652.0,34126.0,23848935.0,8299404.0,,1205457.0,19284492.0,241753488.0,34312767.0,768420232.0,,,257.0,AZ,8739.0,2010,-71558236.0,40150661.040528,23848935.0,0.49433554906443833,161476219.0,0.48924265254659355,2.017735054822574,1.4024177114508138,1.3586909618992253,0.0,-2.7802156693745217,1.5617296921958617,-0.5617296921958617,,-71558236.0,2.590908132142836,inf,for-profit
TEMPLE UNIVERSITY HOSPITAL (390027),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,16258638.0,,26237.0,1.0,2011-06-30,251608353.0,478.0,,410798096.0,785031218.0,,110427648.0,275684282.0,19862110.0,103436128.0,15354981.0,204610116.0,11082305.0,589702828.0,62405035.0,216930.0,646214513.0,39.0,17263545.0,0.111476,3971.67,2010-07-01 00:00:00,10518414.0,412.34,14972091.0,144141.0,,30693723.0,,3489135.0,94397730.0,2456843873.0,326356601.0,5796887087.0,601386100.0,,596.0,PA,28506.0,2010,178904732.0,273879127.58654803,62405035.0,0.02530104477959754,-1941982.0,-0.0024737640433555343,2.9553885001698124,6.0110954731191955,2.8285402945465252,0.5651214721153891,2.2961835129101003,0.6966188332405284,0.3033811667594716,,178904732.0,1.331231903130707,1.3053697416684555,non-profit
TERRE HAUTE REGIONAL HOSPITAL (150046),General Short Term (Acute Care Hospitals),Proprietary-Corporation,214363.0,,14076.0,1.0,2011-08-31,33736589.0,156.0,,-155048120.0,120964208.0,,8179005.0,35926817.0,22968014.0,25627085.0,9882490.0,6976507.0,6524738.0,64633536.0,51853.0,62780.0,95301443.0,16.0,1363625.0,0.208628,612.99,2010-09-01 00:00:00,4771245.0,,9513597.0,24747.0,,5866583.0,,303522.0,23983336.0,66456361.0,19578966.0,456801417.0,24548552.0,,172.0,IN,5267.0,2010,64633536.0,13864657.682708,51853.0,0.18987446270057007,22393907.0,0.18512837284893396,2.393807804250028,3.007750331488977,1.773345168513774,0.006339768712697938,0.0,0.0,1.0,,64633536.0,1.8715393816609385,4.927549616775767,for-profit
TERRELL STATE HOSPITAL (454006),Psychiatric,Governmental-State,,,3721.0,1.0,2011-08-31,,94.0,,-3395077.0,1151428.0,,-3395077.0,34785101.0,-110645753.0,,3002.0,,,-98345702.0,59213.0,34310.0,52489540.0,,,,1.0,2010-09-01 00:00:00,19654.0,,3002.0,27231.0,545500.0,608514.0,,,,,-110016210.0,3159115.0,671.0,,94.0,TX,139.0,2010,0.0,,604713.0,-96.0943741163147,-59689658.0,-51.83967907676381,,inf,,inf,,,,,0.0,inf,1715.9880774962742,govt
TETON MEDICAL CENTER (271307),General Short Term (Critical Access Hospitals),Governmental-Hospital District,13452.0,,741.0,2.0,2011-06-30,,10.0,,1746782.0,6853656.0,,643716.0,3710504.0,514199.0,,711867.0,1089208.0,170872.0,3634747.0,946709.0,3650.0,6501809.0,,174013.0,0.939658,63.35,2010-07-01 00:00:00,75386.0,,736651.0,1025.0,,213140.0,24022.0,,,1158281.0,1770455.0,7113643.0,1081086.0,,10.0,MT,212.0,2010,1887965.0,1088388.007898,946709.0,0.07502550463577395,176459.0,0.025746696361766627,2.7503666213050475,3.1501391918175097,,1.4706935977977866,0.9252194823526919,0.48057870327700936,0.5194212967229906,16.218424777287485,1887965.0,1.8855936878137598,6.339602954806556,govt
TETON VALLEY HOSPITAL (131313),General Short Term (Critical Access Hospitals),Governmental-County,20630.0,,413.0,2.0,2011-09-30,,13.0,,2367290.0,11749674.0,,1677313.0,6277174.0,1192323.0,,1182953.0,4456283.0,1480677.0,8277640.0,1861588.0,4745.0,11087474.0,,1105477.0,0.748278,91.93,2010-10-01 00:00:00,493333.0,,982465.0,528.0,,514190.0,69371.0,19931.0,,4632738.0,5133510.0,14817319.0,5183763.0,,13.0,ID,124.0,2010,5910350.0,3466575.925164,1861588.0,0.10147711332246324,-427499.0,-0.036383903076800256,3.060555781777164,4.200379416364149,2.754552072272736,1.1098632157504293,0.4005329633608839,0.28598610231901844,0.7140138976809816,1.2496720531634256,5910350.0,1.4194473303985193,2.266630245248481,govt
TEWKSBURY HOSPITAL (222003),General Long Term,Governmental-State,,,506.0,1.0,2011-06-30,35872021.0,540.0,,,,,,36450889.0,-53238590.0,,327021.0,,,,,197100.0,86568725.0,,,0.873086,890.15,2010-07-01 00:00:00,,,327021.0,119467.0,,458630.0,,,,,,99152629.0,,,540.0,MA,698.0,2010,,,0.0,,,,,,,,,,,,,,,govt
TEXAS CENTER FOR INFECTIOUS DESEASE (452033),General Long Term,Governmental-State,,,73.0,1.0,2011-08-31,,72.0,,492671.0,169730.0,,492671.0,5765775.0,-25539037.0,,682.0,,,96266669.0,314.0,26280.0,12550699.0,,-795157.0,49.843722,,2010-09-01 00:00:00,,,681.0,14285.0,,197307.0,,,,,37816881.0,251801.0,2718.0,,72.0,TX,73.0,2010,95773998.0,,314.0,-150.46860896718317,-12696548.0,-74.80438343251046,76.75889386629211,0.006154208386529753,,0.000637342161401828,0.00514409975868398,0.005117773421660616,0.9948822265783394,,95773998.0,0.0017631232259630797,62.44665194996321,govt
TEXAS CHILDRENS HOSPITAL (453304),Childrens,Voluntary Nonprofit-Other,,,717.0,1.0,2011-09-30,,316.0,,1022214348.0,948949791.0,,179466315.0,395254366.0,20908805.0,,613465.0,,,3292622683.0,13497113.0,172725.0,724749558.0,164.0,,,5852.68,2010-10-01 00:00:00,8935215.0,334.84,625660.0,138283.0,3267666.0,80701727.0,,18251879.0,,,208038763.0,2019035622.0,199817023.0,,480.0,TX,21637.0,2010,2270408335.0,,16764779.0,0.022033626223750335,-77247213.0,-0.08140284526391765,1.159207860260573,1.2068103253805595,1.0077192981869607,0.07520694343113915,0.4502337012429969,0.31045596365406564,0.6895440363459344,,2270408335.0,0.28820483923028356,4.749093829708393,non-profit
TEXAS HEALTH CLEBURNE (450148),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2931255.0,,5653.0,1.0,2011-09-30,22133631.0,102.0,,36782408.0,64307357.0,,5870856.0,22127162.0,-252738.0,9767626.0,1902470.0,6635990.0,13053231.0,31102547.0,68908.0,39785.0,49269635.0,7.0,6158598.0,0.24994,372.74,2010-10-01 00:00:00,1011275.0,,1883727.0,15438.0,,2555447.0,619597.0,152126.0,8772193.0,32697950.0,6349829.0,197126037.0,5071369.0,,109.0,TX,3950.0,2010,-5679861.0,8172525.623,68908.0,-0.00393015685592552,-3981721.0,-0.06191703695737332,1.081584865988878,0.8755583512864222,0.8834193855206123,0.011737300318726945,-6.475934534313428,1.1826172306724592,-0.18261723067245908,-2.301938195310823,-5679861.0,2.067591345493345,12.680472866399585,non-profit
TEXAS HEALTH FORT WORTH (450135),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,19287707.0,,56239.0,1.0,2011-09-30,211105075.0,436.0,,-375838479.0,649411664.0,,-376782541.0,215455834.0,41912943.0,118917540.0,14724666.0,34314559.0,57751354.0,317589397.0,-2412011.0,218392.0,521002072.0,120.0,34298677.0,0.267657,3527.51,2010-10-01 00:00:00,8572122.0,2.75,14619952.0,177118.0,,36541115.0,,1515584.0,110295980.0,194166402.0,76587047.0,1946526887.0,106228951.0,,598.0,TX,33145.0,2010,317589397.0,51969996.660114,0.0,0.06453986788879111,-12624701.0,-0.019440212887830113,inf,inf,inf,,0.0,0.0,1.0,,317589397.0,2.0448153185668225,6.113320878034464,non-profit
TEXAS HEALTH H-E-B (450639),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,6859224.0,,16924.0,1.0,2011-09-30,82950804.0,169.0,,-147785398.0,231289373.0,,-148285285.0,87721506.0,10213928.0,30847660.0,7205510.0,17670416.0,26026467.0,98171435.0,39346.0,74095.0,185780533.0,34.0,13874251.0,0.272102,1295.3,2010-10-01 00:00:00,3998260.0,,7152492.0,51073.0,,12343175.0,1997761.0,599060.0,27842752.0,46113745.0,25812529.0,682761746.0,35042433.0,,203.0,TX,11518.0,2010,98171435.0,12547642.24199,39346.0,0.04416081840474357,-5379553.0,-0.023258971781639097,inf,inf,inf,inf,0.0,0.0,1.0,3.4857132559900808,98171435.0,2.3559742505546546,6.600265826291228,non-profit
TEXAS HEALTH HARRIS METHODIST AZLE (450419),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2482221.0,,2500.0,1.0,2011-09-30,12502532.0,25.0,,18295335.0,38435757.0,,18056035.0,12693056.0,2449667.0,4938973.0,1369237.0,2370623.0,9238835.0,10737716.0,-8878.0,11315.0,26005899.0,6.0,4732150.0,0.246281,198.69,2010-10-01 00:00:00,457598.0,,1317011.0,5727.0,,1785281.0,,75268.0,4899466.0,11940407.0,4994625.0,105594607.0,5830647.0,,31.0,TX,1855.0,2010,-7557619.0,2940695.376367,0.0,0.06373406409037292,-327319.0,-0.008516002429716682,0.27661803934252455,0.32291956678196515,0.24710624453264518,0.0,-2.4207802748458214,1.7038386003131392,-0.7038386003131393,,-7557619.0,3.5795095530557894,6.592022634880829,non-profit
TEXAS HEALTH HARRIS METHODIST STEPHE (450351),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1138052.0,,3870.0,2.0,2011-09-30,13274750.0,49.0,,-18895525.0,43775992.0,,-19106881.0,13304933.0,6994569.0,7161216.0,3124383.0,3589074.0,4210647.0,20003427.0,11592.0,19710.0,32295732.0,5.0,2339244.0,0.296521,219.96,2010-10-01 00:00:00,624921.0,,3096360.0,7302.0,,2032749.0,365927.0,181398.0,6698373.0,11524270.0,4075510.0,108915524.0,5856053.0,,54.0,TX,2058.0,2010,20003427.0,3417188.0646699998,11592.0,0.15978093654622377,3408227.0,0.07785607691083277,inf,inf,inf,inf,0.0,0.0,1.0,14.86902032372577,20003427.0,2.1884246134424865,7.475340814026103,non-profit
TEXAS HEALTH PRESBYTERIAN HOSPITAL D (450743),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1593327.0,,16603.0,1.0,2011-04-30,46925097.0,178.0,,97680230.0,163794294.0,,14307359.0,47196451.0,34277149.0,27395291.0,4271458.0,60347614.0,30173650.0,114900235.0,134645.0,75920.0,132624502.0,20.0,9293959.0,0.257,810.7,2010-05-01 00:00:00,2657174.0,,4265643.0,45040.0,,6861090.0,2904846.0,367649.0,25314369.0,60347614.0,23220792.0,516049463.0,15682599.0,,198.0,TX,11136.0,2010,17220005.0,15509336.798,134645.0,0.20926949384451696,23778781.0,0.14517466035782664,1.6229963894804065,1.1055320552171788,1.4115791041519263,0.009410891276300539,5.67248557709478,0.8501308113077402,0.14986918869225985,10.547846942660644,17220005.0,1.4255348912036603,10.4443334934471,non-profit
TEXAS HEALTH SOUTHWEST FORT WORTH (450779),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3211068.0,,12089.0,1.0,2011-09-30,49174856.0,196.0,,23622517.0,156585959.0,,11834342.0,48272780.0,21384895.0,20674849.0,3316466.0,8117644.0,13914036.0,85149127.0,19902.0,81030.0,113694675.0,18.0,6693140.0,0.253518,772.57,2010-10-01 00:00:00,2432656.0,,3300929.0,43293.0,,7694262.0,2213206.0,461533.0,17805313.0,37956926.0,16480868.0,448468593.0,13307206.0,,222.0,TX,9933.0,2010,61526610.0,9622763.965668,19902.0,0.1365696843865803,13710853.0,0.0875611905918078,1.392630701394298,1.1261384874630123,1.1480721953109012,0.0016817158064216836,0.3839398432645647,0.27742524007321884,0.7225747599267812,9.671542097753214,61526610.0,1.8389614141317032,11.767004959568522,non-profit
TEXAS REGIONAL MEDICAL CENTER (670060),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,,8437.0,1.0,2011-10-31,23033162.0,62.0,,79160810.0,67428609.0,,19777798.0,23033162.0,-3871828.0,17854847.0,2928254.0,,,68835270.0,287689.0,25559.0,70183153.0,8.0,-39179.0,0.229065,420.47,2010-11-01 00:00:00,1639756.0,,2928146.0,20995.0,,5947076.0,,810197.0,14489939.0,,10477795.0,306389122.0,45685670.0,,70.0,TX,4633.0,2010,-10325540.0,,287689.0,-0.05742114597084451,-3953475.0,-0.058632011821569685,0.5297756100047134,2.3244933030461734,0.4059017085724103,0.014546058160771994,-7.66650557743227,1.1500036245953564,-0.15000362459535643,,-10325540.0,0.9795648219292232,1.4759247046174435,for-profit
TEXAS SPEC HOSPITAL AT HOUSTON (452043),General Long Term,Proprietary-Other,,,5017.0,1.0,2011-05-31,2418996.0,59.0,,5606921.0,9027878.0,,737966.0,2624484.0,507636.0,,557.0,,,5970989.0,1000.0,21535.0,7319152.0,,-113734.0,0.583965,45.0,2010-06-01 00:00:00,26249.0,,560.0,5536.0,,132442.0,,-17243.0,,,1917615.0,12533541.0,2242913.0,,59.0,TX,221.0,2010,364068.0,,1000.0,0.056229824993204384,507021.0,0.05616170267254387,2.598514023681308,3.040672605512991,2.5629446343056457,0.0013550759791101487,15.400752057307976,0.9390271862835453,0.06097281371645468,,364068.0,1.511956896922771,4.02506829288519,for-profit
THAYER COUNTY HEALTH SERVICES (281304),General Short Term (Critical Access Hospitals),Governmental-County,7397.0,,980.0,2.0,2011-06-30,,19.0,,6438892.0,13869014.0,,1712388.0,7285638.0,126801.0,,2532819.0,756982.0,395301.0,15651520.0,2690926.0,6935.0,13485958.0,,327039.0,0.808603,101.81,2010-07-01 00:00:00,403759.0,,2543210.0,1324.0,104661.0,1177413.0,197654.0,185463.0,,983268.0,6280023.0,16678098.0,2418700.0,,19.0,NE,313.0,2010,9212628.0,795073.454604,2795587.0,0.009142755209562843,-1230520.0,-0.08872440391220313,3.6674065690719626,3.0450382740360245,3.3233128239627936,1.5714464245252828,0.6989202212441444,0.4113908425507555,0.5886091574492446,-0.26868669493154707,9212628.0,0.886112914272863,5.734077810394013,govt
THE AROOSTOOK MEDICAL CENTER (200018),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,689742.0,,5451.0,2.0,2011-09-24,31382744.0,78.0,,34686323.0,101124539.0,,20550724.0,51232108.0,3450840.0,11935180.0,12699427.0,6564815.0,4434773.0,72008375.0,6271544.0,30576.0,76961680.0,6.0,2549874.0,0.433807,,2010-09-26 00:00:00,1922720.0,,11109595.0,9053.0,,3280868.0,511014.0,1975376.0,12779581.0,28356832.0,22691626.0,177409831.0,32548019.0,,84.0,ME,2017.0,2010,37322052.0,12301392.219424,6271544.0,0.034124654946511054,1052153.0,0.01040452703571781,1.1041764757290302,1.8889632793472386,0.914494788602095,0.3051738712465799,0.9293787758508026,0.48169845521441085,0.5183015447855892,8.479260842168708,37322052.0,1.404344133581684,3.106933758395557,non-profit
THE BLOOMSBURG HOSPITAL (390003),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,309679.0,,2857.0,2.0,2011-06-30,13517380.0,40.0,,28652930.0,39814703.0,,8542351.0,15531256.0,-1429284.0,5173636.0,1767705.0,2338479.0,3236882.0,22894022.0,411204.0,18980.0,34075102.0,12.0,947222.0,0.213288,307.4,2010-07-01 00:00:00,547049.0,,1685278.0,7612.0,,2327884.0,,196204.0,4638188.0,16991688.0,5192335.0,159761213.0,17610775.0,,52.0,PA,2523.0,2010,-5758908.0,3624123.150144,411204.0,-0.035898396630008766,-1886427.0,-0.0473801600378634,0.6078344240361934,2.1097211997025176,0.5208264094978069,0.048137099494038584,-4.97541026875234,1.2515463643740712,-0.2515463643740711,,-5758908.0,1.7390873041006076,2.260814927224952,non-profit
THE CENTERS (104068),Psychiatric,Voluntary Nonprofit-Other,,,2509.0,1.0,2011-06-30,16740678.0,15.0,,8564443.0,30827502.0,,3281548.0,18696748.0,638149.0,,,,,20551675.0,3728633.0,5475.0,26364926.0,,-130698.0,0.830791,532.81,2010-07-01 00:00:00,298921.0,,,4649.0,,606832.0,,441306.0,,,9438701.0,31734736.0,4969841.0,,15.0,FL,881.0,2010,11987232.0,,3728633.0,0.020700639318748566,-409200.0,-0.013273861761488167,2.8762952728407445,2.6507227686445543,2.6507227686445543,1.1362421028124532,0.7144637727875793,0.4167272497253873,0.5832727502746127,,11987232.0,1.4999994890927382,6.202915143562943,non-profit
THE CHAMBERSBURG HOSPITAL (390151),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2782668.0,,21446.0,2.0,2011-06-30,88696796.0,179.0,,231040702.0,263007865.0,,40071100.0,93141462.0,46464070.0,43261590.0,13029893.0,11724413.0,19648081.0,433623566.0,23517684.0,71905.0,203081899.0,,9270299.0,0.342818,1470.1,2010-07-01 00:00:00,2136482.0,0.73,12818522.0,43948.0,,9833521.0,1241522.0,3022859.0,39547202.0,57206170.0,56369030.0,592390493.0,190636571.0,,197.0,PA,11516.0,2010,202582864.0,19611304.78706,23517684.0,0.17666418454824537,25318193.0,0.09626401476625043,1.406725295786739,5.344356780822089,1.2779706322012623,0.5868988872279524,1.1404750502490675,0.5328139891732729,0.46718601082672706,28.313404031503268,202582864.0,0.606534989382934,1.379629646192073,non-profit
THE CHESTER COUNTY HOSPITAL (390179),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,24949496.0,,22679.0,1.0,2011-06-30,89640100.0,187.0,,63351329.0,232238840.0,,22985287.0,94869700.0,6482681.0,37793941.0,14556477.0,5569665.0,,153744101.0,10387882.0,79935.0,206623381.0,20.0,24893995.0,0.28642,1418.67,2010-07-01 00:00:00,3916995.0,,14502012.0,64594.0,3056219.0,9507004.0,2615322.0,1337854.0,33086762.0,18018245.0,50688834.0,721400849.0,32542891.0,,219.0,PA,16647.0,2010,90392772.0,5160785.7329,13444101.0,0.027913853686144834,-3929303.0,-0.01691923280360856,2.2052730514089296,2.000714283010693,1.9766551098535337,0.4519361450653194,0.700845074205712,0.41205697381521,0.58794302618479,2.132701441734517,90392772.0,1.5105544764933778,7.136392399802464,non-profit
THE CHILDRENS HOME OF PITTSBURGH (393304),Childrens,Voluntary Nonprofit-Other,,,,,2011-06-30,,,,,,,,,,,,,,,,,,,,,,2010-07-01 00:00:00,,,,,,,,,,,,,,,,PA,,2010,,,0.0,,,,,,,,,,,,,,,non-profit
THE CHILDRENS INSTITUTE (393308),Childrens,Voluntary Nonprofit-Other,,,1380.0,1.0,2011-06-30,,72.0,,43547824.0,18306283.0,,4952880.0,20708819.0,1871935.0,,36.0,,,155600600.0,3560070.0,23480.0,23579881.0,,,,412.37,2010-07-01 00:00:00,46709.0,,-18.0,12469.0,,1608637.0,,467064.0,,,9617872.0,32939625.0,4236608.0,,72.0,PA,419.0,2010,112052776.0,,3560070.0,0.10225642201641917,-23802109.0,-1.3002152867406234,1.9418746264799471,1.5741705835796547,1.8381424544911245,0.7187878567621263,0.3886367259656289,0.27986925500287274,0.7201307449971273,,112052776.0,0.11764918001601536,4.320976356556944,non-profit
