Hospital,Hospital type,Control type,Medicaid charges,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),Cost of Uncompensated Care,"Donations, Land Improvements",IPPS Payment amount (unadjusted),BALANCE SHEET: Temporary Investments (G_C1THRU4_2),STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Cost To Charge Ratio,State,Total Costs,BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),REIMBURSEMENT SETTLEMENT: Subtotal,REIMBURSEMENT SETTLEMENT: Interim payments,HVBP payment adjustment amount,NUMBER OF BEDS: ICU,Net Revenue from Medicaid,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),Fiscal Year End Date,FTE Employees on Payroll,Number of Interns & Residents,Total Liabilities,Total discharges,Fiscal Year Begin Date,Total cost of charity care,NUMBER OF BEDS: Total Hospital,BED DAYS: Total Hospital,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),BALANCE SHEET: Inventory (G_C1THRU4_7),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",Total Charges,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),IPPS Interim payment,Total Inpatient Days,NUMBER OF BEDS: Adults & Pediatrics,"ADJUSTED SALARIES, Subtotal Salaries",REIMBURSEMENT SETTLEMENT: Payment to cost ratio,HAC reduction adjustment amount,Total Salaries,Total Bad Debt expense,BALANCE SHEET: Total Assets (G_C1THRU4_36),BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Urban (1) and Rural (2) Indicator,Total Days Title XVIII,Beginning FFY,Financial Indicators: Ratio of Charity Care to Total Operating Expense,Financial Indicators: Total Net Assets,Financial Indicators: Medicaid Costs,Financial Indicators: Medicaid Shortfall,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
WAHIAWA GENERAL HOSPITAL (120004),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,1198405.0,,,1735634.0,,-578319.0,,HI,25738575.0,12795858.0,782690.0,760749.0,,5.0,,7469683.0,4391469.0,2024-04-01,0.43,198.46,13866318.0,462.0,2023-07-01 00:00:00,,66.0,18216.0,578635.0,2484.0,742099.0,59066994.0,15792925.0,1566018.0,3648.0,61.0,10788033.0,,,10838291.0,,7780075.0,13965619.0,1.0,674.0,2023,,-6086243.0,,,4391469.0,-0.036618865726266665,-13337710.0,-0.8445370316138398,0.5837578847780274,1.4346117313899545,0.5383432670165611,0.3431945712432883,-2.278305023312411,1.7822859034135274,-0.7822859034135276,-10.510312456974061,-6086243.0,2.029919377383894,1.1308431799550023,non-profit
WAKE MED CARY HOSPITAL (340173),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,32136565.0,425291244.0,11921560.0,,NC,315778624.0,370086498.0,13238839.0,13266203.0,,26.0,,1065749735.0,56679735.0,2023-09-30,,1204.97,1226066092.0,13968.0,2022-10-01 00:00:00,,222.0,81030.0,,37740543.0,16979019.0,1460406469.0,358443288.0,27560636.0,68249.0,196.0,110495684.0,,,107950899.0,,2285147523.0,282727071.0,1.0,18298.0,2023,,1059081431.0,,,481970979.0,0.03325926415450134,11921560.0,0.03325926415450134,2.8797314702359125,2.0662684376018494,,0.15315266919032533,1.157669331282988,0.5365369542489709,0.4634630457510292,,1059081431.0,0.15685783276233584,1.2678067463868714,non-profit
WAKEMED RALEIGH CAMPUS (340069),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,117478265.0,425291244.0,82593385.0,,NC,1170479230.0,370086498.0,39293674.0,39160174.0,,38.0,,1065749735.0,56679735.0,2023-09-30,71.53,7838.0,1226066092.0,36785.0,2022-10-01 00:00:00,,617.0,216313.0,,37740543.0,53843381.0,5104779962.0,1315403308.0,105571646.0,206107.0,435.0,374050206.0,,,397170543.0,,2285147523.0,282727071.0,1.0,35708.0,2023,,1059081431.0,,,481970979.0,0.06278940040494409,82593385.0,0.06278940040494409,2.8797314702359125,2.0662684376018494,,0.15315266919032533,1.157669331282988,0.5365369542489709,0.4634630457510292,,1059081431.0,0.5756316801258874,4.652555212868172,non-profit
WALDEN BEHAVIORAL CARE (224038),Psychiatric,Proprietary-Corporation,,,,,,,6929986.0,,MA,19080806.0,34404090.0,,,,,,9266913.0,448548.0,2023-12-31,,300.48,34404090.0,477.0,2023-01-01 00:00:00,,51.0,18615.0,202917.0,,24639.0,46203500.0,49510048.0,,14687.0,51.0,,,,28780230.0,,107835694.0,8548902.0,1.0,642.0,2023,,73431604.0,,,448548.0,0.13997130441077335,7088173.0,0.14316635281791687,0.26935498075955505,0.2615226852388771,,0.013037635932239451,0.4685188410156477,0.31904176366686154,0.6809582363331385,,73431604.0,0.4591248608276217,5.791392625626075,for-profit
WALDO COUNTY GENERAL HOSPITAL (201312),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,136712.0,,,,,15824993.0,,ME,100501271.0,18863880.0,8671136.0,10139098.0,,4.0,,17575795.0,659907.0,2023-09-30,,520.5,20564714.0,1015.0,2022-10-01 00:00:00,,25.0,9125.0,316944.0,1388032.0,4535434.0,215630713.0,127480854.0,,7508.0,21.0,,,,52430143.0,,89026226.0,17304576.0,2.0,2131.0,2023,,68461512.0,,,659907.0,0.1241362330377862,957987.0,0.00751475197993261,0.9317168578256435,0.9523217386879052,0.841333755303787,0.034982569863675976,0.3003835790246642,0.23099613365616553,0.7690038663438344,40.18243460705717,68461512.0,1.4319471882364192,7.366886885873424,non-profit
WALKER BAPTIST MEDICAL CENTER (010089),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,119141.0,,,12222097.0,,19949683.0,,AL,87296401.0,12715892.0,5658113.0,5565235.0,21.0,12.0,,21533062.0,1924666.0,2023-12-31,,353.25,16524427.0,5702.0,2023-01-01 00:00:00,,207.0,75555.0,766876.0,2194529.0,3618773.0,1290349654.0,118146783.0,10455286.0,22446.0,195.0,29889003.0,,,31196739.0,,45106945.0,39699673.0,1.0,3984.0,2023,,28582518.0,,,1924666.0,0.1688550673444913,18589036.0,0.15733848631324984,1.69339767906176,3.273410862564734,1.4605076073310468,0.15135910245226997,0.578130555187615,0.3663388642258969,0.6336611357741031,186.3993839232506,28582518.0,2.6192592515409765,2.9760140089818874,for-profit
WALTER KNOX MEMORIAL HOSPITAL (131318),General Short Term (Critical Access Hospitals),Governmental-County,,54802.0,,,,,2648697.0,,ID,21916921.0,2355498.0,2003315.0,2120167.0,,,,10506005.0,4734558.0,2023-09-30,,119.11,2640813.0,162.0,2022-10-01 00:00:00,,13.0,4745.0,12168.0,286655.0,775430.0,31025706.0,21903390.0,,659.0,13.0,,,,12638450.0,,17641918.0,6523139.0,2.0,212.0,2023,,15001105.0,,,4734558.0,0.12092634975681847,-2413344.0,-0.11018130070276792,4.46020544275563,4.779327768480381,4.333343522261535,2.0100029802614987,0.17604123162927,0.14968967659865554,0.8503103234013445,-29.887850808364657,15001105.0,1.2415537811705053,3.357799059624515,govt
WALTER REUTHER PSYCHIATRIC HOSPITAL (234035),Psychiatric,Governmental-State,,,,,,,,,MI,67980391.0,,2783.0,2212.0,,,,,,2023-09-30,,377.0,,127.0,2022-10-01 00:00:00,,180.0,65700.0,,,238647.0,53792087.0,53792087.0,,41200.0,180.0,,,,26763720.0,,25006102.0,,1.0,202.0,2023,,,,,0.0,,-10072036.0,-0.18724010466446486,,,,,,,,,,2.1511584252515648,,govt
WALTHALL COUNTY GENERAL HOSPITAL (251324),General Short Term (Critical Access Hospitals),Governmental-County,,,,,,,-12730.0,,MS,11857648.0,9922127.0,693509.0,950901.0,,,,510878.0,500.0,2023-09-30,,65.09,9922127.0,121.0,2022-10-01 00:00:00,,25.0,9125.0,78230.0,155688.0,288397.0,27898372.0,11619702.0,,1556.0,25.0,,,,4439646.0,,1204024.0,5776033.0,2.0,1340.0,2023,,-8718103.0,,,500.0,-0.0010955530529096185,-75977.0,-0.006538635844533707,0.05148875840835337,0.5821869645490327,0.027913369784523016,5.0392420899268876e-05,-1.1381061912207278,8.240805000564773,-7.240805000564773,,-8718103.0,9.65072290917789,2.011709766893645,govt
WALTON REHABILITATION HOSPITAL  AN A (113030),Rehabilitation,Proprietary-Corporation,,3562.0,,,,,7944113.0,,GA,27422737.0,1890171.0,64.0,63.0,,,,14195663.0,9972340.0,2024-03-31,,198.34,1890171.0,1998.0,2023-04-01 00:00:00,,70.0,25620.0,88005.0,40593.0,1916614.0,54151975.0,38259084.0,,22527.0,70.0,14652538.0,,,15036256.0,,47064943.0,5180612.0,1.0,15322.0,2023,,45174772.0,,,9972340.0,0.20763991631373088,7857531.0,0.2053768720652068,7.5102533051242455,8.016709599290223,7.442218190840935,5.275893027667867,0.041841295845389107,0.0401609112752989,0.9598390887247011,2744.0047725996633,45174772.0,0.8128998265226838,7.385051032580707,for-profit
WAMEGO HOSPITAL ASSOCIATION (171337),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,,,,,,1310215.0,,KS,15190863.0,15362435.0,1839665.0,1964032.0,,,,2198895.0,80992.0,2023-09-30,,48.68,15362435.0,86.0,2022-10-01 00:00:00,,18.0,6570.0,-435.0,24948.0,338510.0,31307685.0,15659675.0,,1295.0,18.0,,,,6620456.0,,37375149.0,5616970.0,2.0,1014.0,2023,,22012714.0,,,80992.0,0.08366808378845665,1556838.0,0.09941700578077131,0.14313453563839326,0.3709022690738805,0.14153889015641075,0.005272080890822321,0.6978891834964103,0.4110334115323527,0.5889665884676473,,22012714.0,0.4189862895262304,2.787922135955862,non-profit
WAR MEMORIAL HOSPITAL (511309),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3820.0,,,,,2925425.0,,WV,31637278.0,4072888.0,2443599.0,2581472.0,,,,6361424.0,819153.0,2023-12-31,,111.27,4217650.0,503.0,2023-01-01 00:00:00,,25.0,9125.0,136194.0,266592.0,1776816.0,68324490.0,34449734.0,,3868.0,25.0,,,,12278797.0,,38574628.0,10291149.0,1.0,2034.0,2023,,34356978.0,,,819153.0,0.08491865278263107,1276111.0,0.037042695307894107,1.5618951466379631,2.7278682841266444,1.4630007012223267,0.2011233797737625,0.1227596327011066,0.10933741214562069,0.8906625878543794,799.1955497382199,34356978.0,0.8930671735836312,3.347510953344471,non-profit
WARD MEMORIAL HOSPITAL (451373),General Short Term (Critical Access Hospitals),Governmental-County,,,,,,,4132235.0,,TX,19121526.0,2129884.0,419197.0,530639.0,,,,17374334.0,13427657.0,2023-12-31,,85.61,2129884.0,226.0,2023-01-01 00:00:00,,19.0,6935.0,219277.0,378890.0,647699.0,68706197.0,16094996.0,,1672.0,19.0,,,,9534311.0,,24693624.0,9446453.0,2.0,857.0,2023,,22563740.0,,,13427657.0,0.2567403558223935,-4951243.0,-0.3076262336442954,8.157408572485638,10.739603659166415,7.876563700182733,6.304407657881837,0.09439410310524762,0.08625238644599108,0.9137476135540089,,22563740.0,0.6517875221555167,1.7038136959978523,govt
WARM SPRINGS MEDICAL CENTER (111316),General Short Term (Critical Access Hospitals),Proprietary-Other,,,,,,,2789623.0,,GA,16180898.0,2526817.0,275096.0,382143.0,,,,10616220.0,7738779.0,2023-12-31,,86.2,3563074.0,70.0,2023-01-01 00:00:00,,25.0,9125.0,263877.0,464078.0,179949.0,22860855.0,19575389.0,,5002.0,25.0,,,,6209963.0,,13331107.0,3514155.0,2.0,1396.0,2023,,9768033.0,,,7738779.0,0.14250664444011815,2012321.0,0.10279851909967153,4.201420205737099,4.4534028384327,3.9133285077629285,3.062659068701849,0.36476883319292636,0.2672751782728921,0.7327248217271078,,9768033.0,1.4683993609833002,5.570439835465425,for-profit
WARM SPRINGS REHAB VICTORIA (673056),Rehabilitation,Proprietary-Partnership,,,,,,,3094247.0,,TX,12560792.0,1357500.0,,,,,,2734536.0,98298.0,2023-12-31,,92.68,18506427.0,801.0,2023-01-01 00:00:00,,26.0,9490.0,-18996.0,29725.0,157752.0,42487142.0,16429804.0,,8426.0,26.0,,,,6531138.0,,19070629.0,2163933.0,1.0,5366.0,2023,,564202.0,,,98298.0,0.1883313398017408,2993842.0,0.1822201896017749,2.0143911602209945,1.6664685082872928,2.0064876611418048,0.0724110497237569,32.80106593028738,0.9704151341835657,0.029584865816434266,,564202.0,0.8615239696603609,7.59256594358513,for-profit
WARM SPRINGS SPECIALITY HOSPITAL (452062),General Long Term,Proprietary-Partnership,,,,,,,4149980.0,,TX,17757244.0,2007910.0,228565.0,223994.0,,,,3246638.0,-38229.0,2023-12-31,,89.79,8395292.0,251.0,2023-01-01 00:00:00,,25.0,9125.0,89062.0,42197.0,336368.0,64701137.0,22805702.0,,6598.0,25.0,,,,9788145.0,,10705061.0,3669857.0,1.0,3426.0,2023,,2309769.0,,,-38229.0,0.1819711579148057,4081285.0,0.17895897262886273,1.6169240653216528,1.8086607467466171,1.5515531074599958,-0.019039199964141818,3.634689010026544,0.7842357927712883,0.21576420722871173,,2309769.0,2.130366375306035,6.214329877158701,for-profit
WARNER HOSPITAL AND HEALTH SERVICES (141303),General Short Term (Critical Access Hospitals),Governmental-City,,49884.0,,,,16059880.0,2408200.0,,IL,19409486.0,1547325.0,1911767.0,2013339.0,,,,23677038.0,4019697.0,2024-04-30,,93.36,7525793.0,114.0,2023-05-01 00:00:00,,15.0,5490.0,579746.0,367477.0,979817.0,38670027.0,22676657.0,,194.0,15.0,,,,8238530.0,,36917024.0,5318160.0,2.0,57.0,2023,,29391231.0,,,20079577.0,0.1061973111821553,791526.0,0.03490488037985493,15.30191653337211,16.41396409933272,14.68974843681838,2.5978362658135814,0.25605572628108025,0.2038569793708182,0.7961430206291819,35.509241440141125,29391231.0,0.6142601581319231,4.264004279675677,govt
WARREN MEMORIAL HOSPITAL (281330),General Short Term (Critical Access Hospitals),Governmental-City-County,,168341.0,,,,,-996518.0,,NE,6275286.0,3399243.0,677842.0,618105.0,,,,1591435.0,-73354.0,2023-09-30,,43.27,5919810.0,15.0,2022-10-01 00:00:00,,15.0,5475.0,34417.0,46570.0,520019.0,3961418.0,5373851.0,,1336.0,15.0,,,,3126540.0,,5636528.0,2176110.0,2.0,460.0,2023,,-283282.0,,,-73354.0,-0.18543833835363133,-1723024.0,-0.32063114515084246,0.4681733550675842,0.6185953754997804,0.4443483446167279,-0.021579510496895927,-20.89723314576994,1.0502582440821726,-0.050258244082172575,-7.146238884169632,-283282.0,0.9533973751217061,2.4694758077486894,govt
WARREN MEMORIAL HOSPITAL (490033),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,2685043.0,,,10096385.0,36116615.0,5272018.0,,VA,94824810.0,-9520304.0,5649599.0,5589518.0,,,,56169156.0,2808217.0,2023-09-30,7.85,315.17,71269720.0,2123.0,2022-10-01 00:00:00,,36.0,13140.0,,1852665.0,10501237.0,229974379.0,106850217.0,10787334.0,6439.0,36.0,28669574.0,,,30176943.0,,175331661.0,18744825.0,1.0,2821.0,2023,,104061941.0,,,38924832.0,0.04934026479328535,4250797.0,0.039782764315771116,-5.899933027348706,-6.057543645665096,,-0.2949713580574738,0.6848778651937696,0.40648516984048877,0.5935148301595112,5.494151862744842,104061941.0,0.6094176966703122,5.700251509416599,non-profit
WASHAKIE MEDICAL CENTER (531306),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,,,,,,3685009.0,,WY,26076583.0,3197980.0,5161234.0,6315364.0,,,,6941208.0,137505.0,2023-12-31,,95.62,21071333.0,334.0,2023-01-01 00:00:00,,18.0,6570.0,190060.0,930279.0,1471315.0,48626854.0,31795209.0,,1539.0,18.0,,,,9417855.0,,28842235.0,8144752.0,2.0,1049.0,2023,,7770902.0,,,137505.0,0.11589824743721609,1857313.0,0.05841486998874579,2.1704976266268083,2.589840149094116,1.8201705451566301,0.042997454643243546,2.7115684897325947,0.7305721279921615,0.2694278720078385,,7770902.0,1.1023836744967925,3.903766376189232,non-profit
WASHINGTON COUNTY HOSPITAL (011300),General Short Term (Critical Access Hospitals),Governmental-County,,82954.0,,,,1569460.0,3810106.0,,AL,16339542.0,2128371.0,622825.0,714867.0,,,,8975746.0,5458887.0,2023-09-30,,87.64,5174141.0,189.0,2022-10-01 00:00:00,,15.0,5475.0,221586.0,-1728715.0,754105.0,23679761.0,18607819.0,,2326.0,15.0,,,,7189091.0,,25386000.0,3062610.0,2.0,1025.0,2023,,20211859.0,,,7028347.0,0.2047583330426849,356424.0,0.019154528534483274,4.217190518006494,4.741164486830538,4.925304375975805,2.5648192913735435,0.2559953045387859,0.20381867958717403,0.796181320412826,13.387286930105843,20211859.0,0.7329953123769006,6.075804297641554,govt
WASHINGTON COUNTY HOSPITAL (141308),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,409.0,,,,,5311043.0,,IL,17559049.0,1815824.0,2579403.0,2571381.0,,,,14364492.0,7988584.0,2024-04-30,,100.75,1820042.0,48.0,2023-05-01 00:00:00,,22.0,8052.0,278057.0,299371.0,628759.0,28066831.0,18024189.0,,6119.0,22.0,,,,7245770.0,,17278521.0,3381873.0,2.0,653.0,2023,,15458479.0,,,7988584.0,0.2946619678699552,1003722.0,0.05568749861644261,7.9107292336702235,6.2618717452792785,7.5927314541497415,4.399426376124558,0.11773745657641997,0.10533552032607421,0.8946644796739258,3991.39608801956,15458479.0,1.0431557770482787,5.329646914594369,govt
WASHINGTON COUNTY HOSPITAL (171351),General Short Term (Critical Access Hospitals),Governmental-County,,,,,,,319077.0,,KS,8323672.0,932926.0,1748977.0,1760854.0,,,,11483327.0,9210723.0,2023-12-31,,45.45,7131499.0,129.0,2023-01-01 00:00:00,,25.0,9125.0,,386129.0,525775.0,11647637.0,9022211.0,,1037.0,25.0,,,,3522023.0,,17156246.0,2200105.0,2.0,789.0,2023,,10024747.0,,,9210723.0,0.03536572132928392,142261.0,0.015767864440323996,12.308936614479604,12.231225198997562,,9.872940619084472,0.7113894245909648,0.4156794557504013,0.5843205442495987,,10024747.0,0.5258849167819114,4.100809279557112,govt
WASHINGTON REGIONAL MEDICAL CENTER (040004),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,6503844.0,,,58965822.0,,57819592.0,,AR,334794677.0,63088932.0,28119102.0,27295112.0,-13664.0,94.0,,93441786.0,7642135.0,2023-12-31,21.04,1889.24,217102898.0,15673.0,2023-01-01 00:00:00,,377.0,137605.0,5044652.0,5448406.0,18616314.0,1840666957.0,391093311.0,52704388.0,74907.0,283.0,149635821.0,,,147167031.0,,478009144.0,69802628.0,2.0,17440.0,2023,,260906246.0,,,7642135.0,0.14784091257444185,11149554.0,0.028508679863358748,1.4811121862072416,1.2275491206603402,1.3147904928870884,0.12113273688006004,0.8321107728482667,0.45418147482132687,0.5458185251786731,4.576657742713386,260906246.0,0.8181711917209684,5.602845081993188,non-profit
WATAUGA MEDICAL CENTER (340051),General Short Term (Acute Care Hospitals),Governmental-County,,,,,15260410.0,31716830.0,-9653967.0,,NC,116331469.0,14149083.0,15129557.0,14747687.0,,10.0,,69288932.0,13295519.0,2023-06-30,12.69,672.51,163662371.0,2973.0,2022-10-01 00:00:00,,121.0,28613.0,,3820898.0,10996772.0,404982072.0,131671678.0,13826503.0,12976.0,107.0,32478687.0,,,42372734.0,,341982332.0,18692825.0,2.0,4588.0,2023,,178319961.0,,,45012349.0,-0.07331847779748049,-12602464.0,-0.09571127361193042,4.897061668236733,4.502424220707448,,0.9396735463351229,0.9178017429019065,0.4785696677452916,0.5214303322547084,,178319961.0,0.3850247971289932,7.043968902506711,govt
WATERBURY HOSPITAL (070005),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,,,,44186231.0,,-46651064.0,,CT,283039894.0,21751968.0,10828238.0,10599142.0,86005.0,21.0,,51047644.0,3717.0,2023-12-31,45.08,1057.37,28479113.0,9518.0,2023-01-01 00:00:00,,235.0,85775.0,2692441.0,3694092.0,9946702.0,1244990050.0,236398687.0,40729776.0,46861.0,202.0,104036952.0,,,100576845.0,,99090884.0,167768675.0,1.0,12390.0,2023,,70611771.0,,,3717.0,-0.19734062228526675,-51565730.0,-0.21813035704381895,2.346805769482559,7.712975304119609,2.053198634716638,0.0001708810899317248,0.4033196249956682,0.2874039654343986,0.7125960345656014,,70611771.0,2.3856754270150624,1.4090752460195564,for-profit
WATSONVILLE COMMUNITY HOSPITAL (050194),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,17296248.0,,-6323258.0,,CA,129084250.0,17883333.0,6075899.0,6012621.0,3546.0,16.0,,24208216.0,3854875.0,2023-12-31,,475.57,32412055.0,3458.0,2023-01-01 00:00:00,,106.0,38690.0,1022807.0,3820564.0,-499.0,994585214.0,133564807.0,16040647.0,14557.0,90.0,67418143.0,,39867.0,67179437.0,,24920971.0,46185072.0,1.0,4460.0,2023,,-7491084.0,,,3854875.0,-0.04734224637482537,-11408684.0,-0.0854168418781154,1.3536747316621571,2.7981331556036,1.0828431702300685,0.2155568539712368,-4.326750974892286,1.3005935844153103,-0.3005935844153103,,-7491084.0,5.359534626479843,2.8919475756149087,non-profit
WAUKESHA COUNTY MENTAL HEALTH CENTER (524026),Psychiatric,Governmental-County,,,,,,,-5387017.0,,WI,6678277.0,20342013.0,,,,,,214830276.0,86702377.0,2023-12-31,,487.53,126946296.0,509.0,2023-01-01 00:00:00,,14.0,5110.0,291691.0,389490.0,195929.0,5220146.0,2449026.0,,3709.0,14.0,7433744.0,,,29076135.0,,214830276.0,907600.0,1.0,280.0,2023,,87883980.0,,,86702377.0,-2.1996569248346076,-5389383.0,-2.2006230231937103,10.560915284047848,4.306848933780546,10.527428873435486,4.262231913822885,1.4444759556861215,0.5909143644166802,0.40908563558331973,,87883980.0,0.01139981777987382,2.6983539003966506,govt
WAUKESHA MEMORIAL HOSPITAL (520008),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,6197870.0,,,39706521.0,,22002095.0,,WI,479114695.0,76639472.0,31382600.0,31008598.0,,39.0,,133718084.0,17189292.0,2023-09-30,18.13,1599.9,340985105.0,11895.0,2022-10-01 00:00:00,,265.0,98400.0,8392043.0,13065685.0,41993851.0,2040283129.0,540596374.0,35704755.0,51005.0,226.0,123021719.0,,,129730114.0,,615953907.0,93425986.0,1.0,12733.0,2023,,274968802.0,,,17189292.0,0.04069967180357003,2626072.0,0.004857731435690318,1.7447678136404698,1.4433199383210782,1.4647850914212979,0.2242877142994931,1.2400865207973666,0.5535886713679048,0.4464113286320952,7.199235059786669,274968802.0,0.8776571880726783,5.786359846392202,non-profit
WAUPUN MEMORIAL HOSPITAL (521327),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,,,,,,10582529.0,,WI,41492940.0,3214775.0,1349258.0,1491699.0,,,,7097756.0,300.0,2023-12-31,,197.99,3214775.0,767.0,2023-01-01 00:00:00,,25.0,9125.0,,31712.0,2740738.0,150215531.0,59349267.0,,2544.0,25.0,,,,19445672.0,,95837902.0,21008029.0,2.0,478.0,2023,,92623127.0,,,300.0,0.17830934626370365,9911771.0,0.16700747121274473,2.2078546710111904,6.534929816239083,,9.33191280882799e-05,0.034708124246334286,0.03354387912206175,0.9664561208779382,,92623127.0,0.6192671767793915,2.8250754509145053,non-profit
WAYNE COUNTY HOSPITAL (181321),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,189610.0,,,,23404.0,-477415.0,,KY,18293555.0,5066439.0,1041152.0,1061365.0,,,,11138223.0,619280.0,2023-10-31,,152.81,6670854.0,191.0,2022-11-01 00:00:00,,25.0,9125.0,153469.0,408136.0,488754.0,38856769.0,19884329.0,,2450.0,25.0,,,,9287819.0,,14215274.0,27602617.0,2.0,821.0,2023,,7544420.0,,,642684.0,-0.02400961078445242,-1682530.0,-0.08461588017377907,2.1984322716606277,5.574980967894807,2.0875841986847172,0.12223180817927543,0.8842103170290095,0.4692736840668706,0.5307263159331294,-6.2959548547017565,7544420.0,1.3988002623094005,0.7203783974541255,non-profit
WAYNE GENERAL HOSPITAL (250077),General Short Term (Acute Care Hospitals),Governmental-County,,,,,3016267.0,,-3272578.0,,MS,30684510.0,6012820.0,1444045.0,1411997.0,,6.0,,21019099.0,12036064.0,2023-09-30,0.5,305.07,9520229.0,1086.0,2022-10-01 00:00:00,,49.0,17885.0,491430.0,768504.0,1227746.0,64546473.0,30446136.0,3058156.0,7302.0,43.0,13192677.0,,,21420668.0,,35527927.0,13300438.0,2.0,3025.0,2023,,26007698.0,,,12036064.0,-0.10748746573292585,-6520012.0,-0.2141490795416535,3.4957139911056707,4.213746960660721,3.2861727109742183,2.0017336291457255,0.36605427362314036,0.2679646634040877,0.7320353365959122,,26007698.0,0.8569634811510393,2.289107772240283,govt
WAYNE HOSPITAL COMPANY (360044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,1706175.0,,,4130890.0,14090396.0,-5195830.0,,OH,68973595.0,9717798.0,5208983.0,5200081.0,,8.0,,64458572.0,3763743.0,2023-12-31,,342.16,55146075.0,1101.0,2023-01-01 00:00:00,,43.0,15695.0,2092207.0,887821.0,8640909.0,183098366.0,60747314.0,4174352.0,3127.0,35.0,24263291.0,,,20612448.0,,208670738.0,7907066.0,2.0,919.0,2023,,153524663.0,,,17854139.0,-0.08553184754802493,-14325313.0,-0.23581804785640398,6.633043000070592,2.650930282765705,6.326386286275965,0.38730409913850855,0.35920010454606893,0.2642731584147654,0.7357268415852346,-3.331665274664088,153524663.0,0.29111563308890964,7.682661811599903,non-profit
WEATHERFORD REGIONAL HOSPITAL (371323),General Short Term (Critical Access Hospitals),Governmental-City,,306736.0,,,,4047990.0,-889076.0,,OK,24131248.0,3065473.0,2877446.0,3031046.0,,,,9340790.0,823441.0,2023-09-30,,139.61,15222923.0,562.0,2022-10-01 00:00:00,,25.0,9125.0,509279.0,356762.0,1597517.0,55948915.0,24807029.0,,2555.0,25.0,,,,8741825.0,,19430878.0,9269018.0,2.0,1158.0,2023,,4207955.0,,,4871431.0,-0.0358396807614487,-1659110.0,-0.06688064096671956,3.047095831540516,4.612811464984359,2.764581191874794,0.2686179261732202,3.6176534682523935,0.7834397910377493,0.2165602089622507,-0.20080134056648064,4207955.0,1.2766808067036395,2.676338421179029,govt
WEATHERFORD REHABILITATION HOSPITAL (673062),Rehabilitation,Proprietary-Partnership,,,,,,,3688564.0,,TX,10923622.0,37377204.0,,,,,,53397090.0,2873.0,2023-12-31,,77.2,37449292.0,681.0,2023-01-01 00:00:00,,26.0,9490.0,40980.0,51720.0,181918.0,18883542.0,14028059.0,,7808.0,26.0,,,,5790324.0,,53791344.0,1242285.0,1.0,5730.0,2023,,16342052.0,,,2873.0,0.2629418653001103,3685135.0,0.26269742663614404,1.4286004378497654,0.03331329973210409,1.4261203165437415,7.686503249413734e-05,2.2915905542339483,0.6961955068458598,0.3038044931541402,,16342052.0,0.2607865495980171,11.292142302289733,for-profit
