Hospital,Hospital type,Control type,Number of Interns & Residents,"Donations, Land Improvements",Net Revenue from Medicaid,BED DAYS: Total Hospital,Total discharges,NUMBER OF BEDS: Adults & Pediatrics,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,Total cost of charity care,HVBP payment adjustment amount,Urban (1) and Rural (2) Indicator,Total Bad Debt expense,NUMBER OF BEDS: ICU,Cost To Charge Ratio,IPPS Payment amount (unadjusted),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,Total Days Title XVIII,FTE Employees on Payroll,Total Costs,State,Cost of Uncompensated Care,Fiscal Year End Date,Total Salaries,Total Days,Total Charges,Fiscal Year Begin Date,"ADJUSTED SALARIES, Subtotal Salaries",Total Liabilities,HAC reduction adjustment amount,REIMBURSEMENT SETTLEMENT: Interim payments,IPPS Interim payment,Medicaid charges,FFY
TACOMA GENERAL ALLENMORE HOSPITAL (500129),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2384.21,,68094200.0,139080.0,18739.0,220.0,37627232.0,380.0,30191086.0,-154.0,1.0,58407399.0,109.0,0.246742,87294034.0,,23604.0,21.32,583053670.0,WA,44356525.0,2012-12-31,225876410.0,84833.0,2363007469.0,2012-01-01 00:00:00,182053850.0,5951349.0,,38077687.0,82364273.0,381578863.0,2012
TAHLEQUAH CITY HOSPITAL (370089),General Short Term (Acute Care Hospitals),Governmental-City-County,539.78,,10693750.0,22995.0,3309.0,38.0,7337225.0,63.0,1300149.0,-46489.0,2.0,7386097.0,8.0,0.34715,13831860.0,,6251.0,7.11,56189009.0,OK,3726809.0,2013-06-30,27865000.0,12506.0,161858036.0,2012-07-01 00:00:00,19994963.0,33049206.0,,7757241.0,11615001.0,29288715.0,2012
TAHOE FOREST HOSPITAL (051328),General Short Term (Critical Access Hospitals),Governmental-Hospital District,319.26,,6974209.0,12775.0,1688.0,29.0,7665047.0,35.0,1282329.0,,2.0,3355632.0,6.0,0.532176,,,1911.0,,80433381.0,CA,2934350.0,2013-06-30,32451220.0,5842.0,151140467.0,2012-07-01 00:00:00,,158414379.0,,7166123.0,,16801897.0,2012
TAHOE PACIFIC HOSPITAL  INC. (292004),General Long Term,Proprietary-Corporation,111.1,,,16320.0,352.0,60.0,7188.0,60.0,,,1.0,,,,,,7168.0,,15226706.0,NV,,2013-05-30,7018868.0,10253.0,85878533.0,2012-09-01 00:00:00,,1328074.0,,7185.0,,,2012
TAKOMA REGIONAL HOSPITAL (440050),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,393.17,,4919154.0,26645.0,2003.0,65.0,2924854.0,73.0,2061742.0,6009.0,2.0,3650246.0,8.0,0.269595,4594082.0,,2466.0,,42106609.0,TN,3058381.0,2013-06-30,23988324.0,7438.0,156184696.0,2012-07-01 00:00:00,15688304.0,11031809.0,,3237233.0,3934892.0,25539904.0,2012
TALLAHASSEE MEMORIAL HOSPITAL (100135),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2852.73,,40110405.0,157746.0,26338.0,372.0,17518850.0,431.0,8932323.0,,1.0,75310027.0,20.0,0.260149,61773506.0,,27652.0,35.61,416172520.0,FL,28446322.0,2012-09-30,189648018.0,111190.0,1599745910.0,2011-10-01 00:00:00,151952093.0,380863324.0,,17571344.0,52786496.0,209942345.0,2012
TALLAHATCHIE CRITICAL ACCESS HOSPITA (251304),General Short Term (Critical Access Hospitals),Governmental-County,168.39,,284848.0,3294.0,282.0,9.0,2872773.0,9.0,102673.0,,2.0,774267.0,,0.750396,,,2070.0,,19957304.0,MS,627185.0,2012-09-30,8870672.0,2338.0,26595683.0,2011-10-01 00:00:00,5960589.0,9508765.0,,1565952.0,,990873.0,2012
TAMPA GENERAL HOSPITAL (100128),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,6080.08,,159127426.0,314394.0,38781.0,615.0,26057215.0,859.0,53771108.0,,1.0,48661315.0,87.0,0.185667,201924969.0,,68898.0,297.7,841958299.0,FL,62662794.0,2012-09-30,376818356.0,247197.0,4534783527.0,2011-10-01 00:00:00,293832108.0,783826302.0,,26083678.0,171917012.0,839209521.0,2012
TANNER MEDICAL CENTER (110011),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1249.78,,17834854.0,60225.0,7360.0,153.0,12968216.0,165.0,10594852.0,102175.0,1.0,11457828.0,12.0,0.293801,28382153.0,,12461.0,,152663422.0,GA,13784553.0,2013-06-30,88875946.0,30484.0,519614489.0,2012-07-01 00:00:00,69059893.0,190367652.0,,13383100.0,26390870.0,61039912.0,2012
TANNER MEDICAL CENTER-VILLA RICA (110015),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,314.06,,18245618.0,14600.0,2043.0,34.0,7587829.0,40.0,4747784.0,19076.0,1.0,8468627.0,6.0,0.302903,5915153.0,,2702.0,,68112464.0,GA,7231526.0,2013-06-30,25967942.0,8826.0,224865916.0,2012-07-01 00:00:00,19996212.0,2951006.0,,7676946.0,5405148.0,45327311.0,2012
TARZANA TREATMENT CENTER (054148),Psychiatric,Voluntary Nonprofit-Other,10.0,,,1098.0,163.0,3.0,,3.0,,,1.0,,,,,,757.0,,610340.0,CA,,2012-12-31,333801.0,826.0,737820.0,2012-01-01 00:00:00,,7591891.0,,,,,2012
TAUNTON STATE HOSPITAL (224001),Psychiatric,Governmental-State,267.43,,,38936.0,222.0,45.0,3256.0,45.0,,,1.0,,,0.810152,,,1086.0,,20401711.0,MA,,2013-06-30,16574939.0,25530.0,25182576.0,2012-07-01 00:00:00,16098672.0,,,3253.0,,,2012
TAWAS ST. JOSEPH HOSPITAL (230100),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,327.64,,4520019.0,17885.0,1520.0,45.0,6416953.0,49.0,515194.0,2629.0,2.0,3181805.0,4.0,0.486111,5976090.0,,2216.0,,40865760.0,MI,1901913.0,2013-06-30,22310951.0,4201.0,84066785.0,2012-07-01 00:00:00,14417758.0,27006121.0,,6673960.0,6228239.0,10814552.0,2012
TAYLOR HARDIN SECURE MEDICAL (014011),Psychiatric,Governmental-State,,,,,,,,,,,,,,,,,,,,AL,,2012-09-30,,,,2011-10-01 00:00:00,,,,,,,2012
TAYLOR REGIONAL HOSPITAL (110135),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,323.0,,2796087.0,20075.0,1424.0,49.0,1681988.0,55.0,316659.0,81.0,2.0,3674818.0,6.0,0.31229,2877289.0,,2048.0,,18270414.0,GA,1431555.0,2013-03-31,15606782.0,5001.0,58504578.0,2012-04-01 00:00:00,9342166.0,11166621.0,,1854440.0,2994790.0,8161758.0,2012
TAYLOR REGIONAL HOSPITAL (180087),General Short Term (Acute Care Hospitals),Governmental-Hospital District,500.14,,6246693.0,32850.0,2869.0,82.0,6302382.0,90.0,567977.0,-26339.0,2.0,8547452.0,8.0,0.253423,10465560.0,,6968.0,,47912367.0,KY,2746512.0,2013-06-30,28477443.0,12810.0,189060730.0,2012-07-01 00:00:00,20956812.0,27131992.0,,6452298.0,9587064.0,28504782.0,2012
TAYLORVILLE MEMORIAL HOSPITAL (141339),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,249.35,,2415075.0,9150.0,1396.0,25.0,3381796.0,25.0,225893.0,,2.0,2235533.0,,0.424626,,,4358.0,,29162932.0,IL,902797.0,2012-09-30,12847037.0,5411.0,68679072.0,2011-10-01 00:00:00,,22060318.0,,4635033.0,,10542622.0,2012
TCHD D/B/A JPS HEALTH NETWORK (450039),General Short Term (Acute Care Hospitals),Governmental-Hospital District,4472.0,,194602062.0,152622.0,25699.0,341.0,13004349.0,417.0,84426502.0,,1.0,335284191.0,36.0,0.288805,38651608.0,,16089.0,170.35,503410970.0,TX,180650900.0,2012-09-30,246218439.0,122495.0,1743083783.0,2011-10-01 00:00:00,237031418.0,145515656.0,,14238425.0,37233275.0,414878203.0,2012
TECHE REGIONAL MEDICAL CENTER (190014),General Short Term (Acute Care Hospitals),Proprietary-Corporation,252.58,,5054092.0,51240.0,2730.0,130.0,2061704.0,140.0,108531.0,-229.0,2.0,14189420.0,10.0,0.164467,8632141.0,,5883.0,,34331547.0,LA,2321323.0,2012-12-31,14876252.0,12027.0,208744054.0,2012-01-01 00:00:00,14491559.0,30084344.0,,2239544.0,8496264.0,42967060.0,2012
TECHE SPECIALTY HOSPITAL (190304),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,,,730.0,16.0,2.0,,2.0,,,2.0,,,0.448088,16470.0,,10.0,,4201554.0,LA,,2013-05-31,1411168.0,29.0,9376637.0,2012-06-01 00:00:00,669854.0,501567.0,,,12378.0,,2012
TEHACHAPI VALLEY HOSITAL DIST. (051301),Critical Access Hospitals,Governmental-Hospital District,156.71,,3268000.0,9125.0,110.0,25.0,1240699.0,25.0,143861.0,,1.0,1544913.0,,0.46587,,,251.0,,18298511.0,CA,787895.0,2013-06-30,9777721.0,5432.0,39278157.0,2012-07-01 00:00:00,,15681725.0,,1329231.0,,10895000.0,2012
TELECARE HERITAGE PHF (054146),Psychiatric,Proprietary-Corporation,60.0,,,9490.0,1296.0,26.0,,26.0,,,1.0,,,0.482016,,,810.0,,8081548.0,CA,,2013-06-30,3525149.0,7784.0,16766143.0,2012-07-01 00:00:00,3525149.0,7477409.0,,,,,2012
TEMPE ST. LUKES HOSPITAL (030037),General Short Term (Acute Care Hospitals),Proprietary-Other,805.8,,35337668.0,66185.0,8381.0,143.0,5245209.0,181.0,465390.0,13378.0,1.0,39817505.0,30.0,0.157139,20296597.0,,5880.0,,134868870.0,AZ,6711836.0,2013-05-31,51237884.0,33019.0,858275942.0,2012-06-01 00:00:00,48901383.0,202984045.0,,5244957.0,19829902.0,252665338.0,2012
TEMPLE COMMUNITY HOSPITAL (050111),General Short Term (Acute Care Hospitals),Proprietary-Corporation,242.9,,13291119.0,54900.0,2602.0,138.0,1723681.0,150.0,,,1.0,,12.0,0.273101,15833618.0,,8095.0,,47495386.0,CA,-220690.0,2012-12-31,13495249.0,11949.0,173911444.0,2012-01-01 00:00:00,13084951.0,14293877.0,,2004326.0,16088022.0,35830169.0,2012
TEMPLE UNIVERSITY HOSPITAL (390027),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4025.56,,182314576.0,211850.0,26149.0,469.0,16762984.0,590.0,13294896.0,8933.0,1.0,9581853.0,39.0,0.112549,118627118.0,,27883.0,410.08,672908440.0,PA,14108639.0,2013-06-30,297875352.0,148630.0,5978828556.0,2012-07-01 00:00:00,264953542.0,442811049.0,,17428393.0,106399793.0,2323937007.0,2012
TEN BROECK HOSPITAL - KMI (184008),Psychiatric,Proprietary-Corporation,155.3,,,21228.0,1724.0,58.0,297259.0,58.0,,,1.0,,,,,,2802.0,,12738119.0,KY,,2012-12-31,7722691.0,18711.0,47577886.0,2012-01-01 00:00:00,,28582178.0,,318723.0,,,2012
TEN LAKES HOSPITAL LLC (364042),Psychiatric,Proprietary-Corporation,33.58,,,5124.0,371.0,14.0,248749.0,14.0,,,2.0,,,,,,3273.0,,3034870.0,OH,,2012-12-31,1337092.0,4356.0,9977372.0,2012-01-01 00:00:00,,-1005766.0,,248749.0,,,2012
TERENCE CARDINAL COOKE HEALTH CARE (332022),Other,Voluntary Nonprofit-Other,93.99,,,18300.0,5.0,50.0,381615.0,50.0,,,1.0,,,0.5901,,,,,101773708.0,NY,,2012-12-31,46986251.0,18265.0,172468595.0,2012-01-01 00:00:00,23935399.0,45372840.0,,388560.0,,,2012
TERRE HAUTE REGIONAL HOSPITAL (150046),General Short Term (Acute Care Hospitals),Proprietary-Corporation,575.47,,16749098.0,63145.0,5098.0,155.0,9245693.0,173.0,314771.0,39510.0,1.0,8236349.0,18.0,0.178115,23423300.0,,12657.0,,90778559.0,IN,1699404.0,2013-08-31,34210129.0,22426.0,509662648.0,2012-09-01 00:00:00,32058077.0,-178073865.0,,9434636.0,22035288.0,80733239.0,2012
TERREBONNE GENERAL MEDICAL CENTER (190008),General Short Term (Acute Care Hospitals),Governmental-Hospital District,1268.17,,6910058.0,64240.0,9413.0,148.0,16595275.0,176.0,765352.0,33888.0,1.0,12570926.0,28.0,0.274872,43144614.0,,26185.0,,147575636.0,LA,3813904.0,2013-03-31,65874728.0,50520.0,536888725.0,2012-04-01 00:00:00,58080563.0,75552745.0,,16592725.0,40623776.0,57334887.0,2012
TERRELL STATE HOSPITAL (454006),Psychiatric,Governmental-State,,,,23360.0,161.0,64.0,3779.0,64.0,,,1.0,,,,,,4412.0,,52851831.0,TX,,2013-08-31,35084087.0,22226.0,3334208.0,2012-09-01 00:00:00,,-13243661.0,,3739.0,,,2012
TETON MEDICAL CENTER (271307),General Short Term (Critical Access Hospitals),Governmental-Hospital District,67.18,,213769.0,3650.0,161.0,10.0,848661.0,10.0,22236.0,,2.0,196050.0,,0.943879,,,631.0,,6826867.0,MT,207283.0,2013-06-30,4179170.0,895.0,7232781.0,2012-07-01 00:00:00,,1265279.0,,813139.0,,245634.0,2012
TETON VALLEY HOSPITAL (131313),General Short Term (Critical Access Hospitals),Governmental-County,94.24,,1039294.0,4758.0,108.0,13.0,1220332.0,13.0,86121.0,,2.0,995089.0,,0.711696,,,353.0,,11875792.0,ID,787392.0,2012-09-30,6329858.0,479.0,16686603.0,2011-10-01 00:00:00,,2115651.0,,1156863.0,,1617914.0,2012
TEWKSBURY HOSPITAL (222003),General Long Term,Governmental-State,953.89,,,197100.0,722.0,540.0,283875.0,540.0,,,1.0,,,0.867341,,,570.0,,91061021.0,MA,,2013-06-30,39178626.0,128304.0,104990487.0,2012-07-01 00:00:00,38552217.0,,,282608.0,,,2012
TEXAS CENTER FOR INFECTIOUS DESEASE (452033),General Long Term,Governmental-State,158.0,,,27375.0,5.0,75.0,613.0,75.0,,,1.0,,,,,,158.0,,13676720.0,TX,,2013-08-31,6329250.0,26758.0,2357326.0,2012-09-01 00:00:00,,-1159835.0,,608.0,,,2012
TEXAS CHILDRENS HOSPITAL (453304),Childrens,Voluntary Nonprofit-Other,6679.58,,,195338.0,25874.0,383.0,1608987.0,589.0,,,1.0,,206.0,,,,1052.0,339.14,874998388.0,TX,,2012-09-30,465594235.0,158800.0,2351121879.0,2011-10-01 00:00:00,,990086902.0,,1434431.0,,,2012
TEXAS COUNTY MEMORIAL HOSPITAL (260024),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,281.82,,2452372.0,17202.0,1657.0,43.0,2037808.0,47.0,116237.0,,2.0,6453380.0,4.0,0.419611,4615606.0,,4888.0,,23447519.0,MO,2709464.0,2012-12-31,15836895.0,7666.0,55879199.0,2012-01-01 00:00:00,9429601.0,16654823.0,,2125514.0,4674680.0,10318861.0,2012
TEXAS GENERAL HOSPITAL (670083),General Short Term (Acute Care Hospitals),Proprietary-Corporation,37.7,,,6273.0,93.0,31.0,285111.0,41.0,,,1.0,,10.0,0.092894,549302.0,,97.0,,8108075.0,TX,,2012-12-31,3319957.0,291.0,87283188.0,2012-08-01 00:00:00,2440271.0,22845633.0,,948294.0,1007999.0,15684074.0,2012
TEXAS HEALTH CLEBURNE (450148),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,370.76,,3595849.0,39894.0,4195.0,102.0,2072042.0,109.0,3213823.0,,1.0,9827103.0,7.0,0.244715,9496886.0,,5125.0,,51668608.0,TX,5567890.0,2012-09-30,22634282.0,14229.0,211138315.0,2011-10-01 00:00:00,22354816.0,37287375.0,,2085433.0,8579358.0,26651809.0,2012
TEXAS HEALTH DALLAS (450462),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2714.13,,60983593.0,193242.0,24744.0,401.0,27517271.0,523.0,12906957.0,-41681.0,1.0,,122.0,0.279145,90985650.0,,44084.0,37.53,452913424.0,TX,12530337.0,2012-12-31,188301253.0,138026.0,1622504497.0,2012-01-01 00:00:00,170409909.0,-586363873.0,,27565872.0,84712875.0,178009891.0,2012
TEXAS HEALTH DENTON (450743),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,882.51,,7540050.0,75920.0,11859.0,178.0,4904265.0,208.0,5712928.0,-18190.0,1.0,19178304.0,20.0,0.227383,27809230.0,,17128.0,,137524475.0,TX,10039016.0,2013-04-30,55977261.0,50032.0,604814774.0,2012-05-01 00:00:00,62482685.0,78234564.0,,4907212.0,24989663.0,72582779.0,2012
TEXAS HEALTH FORT WORTH (450135),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3697.23,,34163443.0,237473.0,34947.0,468.0,15772206.0,635.0,20687811.0,,1.0,51219335.0,122.0,0.257257,119109512.0,,57433.0,2.72,547011641.0,TX,33359662.0,2012-09-30,230063109.0,183668.0,2126324532.0,2011-10-01 00:00:00,227142465.0,-398602495.0,,15873332.0,114023593.0,218589161.0,2012
TEXAS HEALTH H-E-B (450639),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1309.27,,17054480.0,74298.0,12663.0,179.0,7712835.0,213.0,6356611.0,,1.0,,34.0,0.259954,35049603.0,,18447.0,,196457561.0,TX,6236597.0,2012-09-30,90174995.0,58072.0,755740770.0,2011-10-01 00:00:00,86638335.0,-157692538.0,,7727317.0,31209187.0,55010338.0,2012
TEXAS HEALTH HARRIS METHODIST AZLE (450419),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,205.59,,1751333.0,11346.0,1619.0,25.0,1314934.0,31.0,2101919.0,,1.0,6873090.0,6.0,0.23088,4012133.0,,2095.0,,24912227.0,TX,3703722.0,2012-09-30,13288507.0,4921.0,107901419.0,2011-10-01 00:00:00,12650533.0,17967074.0,,1324154.0,3945624.0,11930874.0,2012
TEXAS HEALTH HARRIS METHODIST STEPHE (450351),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,227.05,,4491497.0,19764.0,1943.0,49.0,3147754.0,54.0,1777424.0,,2.0,3678371.0,5.0,0.296018,6449113.0,,3302.0,,34319166.0,TX,2810829.0,2012-09-30,14334193.0,6826.0,115935920.0,2011-10-01 00:00:00,14275029.0,-23193236.0,,3202410.0,6113409.0,13557156.0,2012
TEXAS HEALTH HEART & VASCULAR HOSP (670071),General Short Term (Acute Care Hospitals),Proprietary-Corporation,121.62,,356349.0,17568.0,1264.0,28.0,3707765.0,48.0,1465681.0,,1.0,1457000.0,,0.294593,5659176.0,,2202.0,,41747188.0,TX,1891726.0,2012-12-31,226084.0,5471.0,141711522.0,2012-01-01 00:00:00,7813040.0,27510063.0,,3712260.0,4980002.0,2842977.0,2012
TEXAS HEALTH HOSPITAL ALLEN (450840),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,370.66,,4024903.0,26718.0,4169.0,59.0,2595760.0,73.0,2807471.0,224.0,1.0,11556605.0,14.0,0.264002,8083998.0,,3700.0,,64271649.0,TX,5816312.0,2012-12-31,27217335.0,15234.0,243450980.0,2012-01-01 00:00:00,26911645.0,42197512.0,,2640147.0,7308720.0,24786498.0,2012
TEXAS HEALTH PRESBYTERIAN HOSP-WNJ (450469),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,643.98,,4685324.0,53056.0,6245.0,125.0,6060926.0,145.0,1456920.0,-7260.0,1.0,23551503.0,20.0,0.226175,29747757.0,,16255.0,,87983842.0,TX,6586757.0,2012-12-31,34873344.0,28819.0,389007449.0,2012-01-01 00:00:00,32679658.0,67490556.0,,6109556.0,27141265.0,41000610.0,2012
TEXAS HEALTH PRESBYTERIAN HOSPITAL P (450771),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1260.39,,10408654.0,123708.0,15338.0,267.0,5360081.0,338.0,5705843.0,8083.0,1.0,20054349.0,71.0,0.296345,35609014.0,,16822.0,,248670673.0,TX,11539206.0,2012-12-31,92734238.0,81126.0,839125190.0,2012-01-01 00:00:00,93224145.0,-251830411.0,,5402451.0,32646353.0,39732371.0,2012
TEXAS HEALTH SOUTHWEST FORT WORTH (450779),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,832.11,,8816349.0,81252.0,10560.0,196.0,3935750.0,222.0,4011182.0,,1.0,12812558.0,18.0,0.249301,22750517.0,,12617.0,,126162119.0,TX,7146918.0,2012-09-30,53178930.0,45162.0,506063004.0,2011-10-01 00:00:00,54079942.0,5128162.0,,3958104.0,19785268.0,49747685.0,2012
TEXAS HEALTH SPECIALTY HOSPITAL FORT (452018),General Long Term,Voluntary Nonprofit-Other,39.14,,,5475.0,97.0,15.0,,15.0,,,1.0,,,0.517114,,,533.0,,9108337.0,TX,,2013-03-31,2792030.0,3084.0,17613780.0,2012-04-01 00:00:00,2792030.0,1866938.0,,,,,2012
TEXAS INSTITUTE  FOR SURGERY AT PRES (450889),General Short Term (Acute Care Hospitals),Proprietary-Other,141.18,,,3294.0,140.0,9.0,3587194.0,9.0,114288.0,-18.0,1.0,1602310.0,,0.283313,1586374.0,,138.0,,39694487.0,TX,560282.0,2012-12-31,9333839.0,276.0,140108450.0,2012-01-01 00:00:00,9371818.0,7360948.0,,3596517.0,1526244.0,,2012
TEXAS NEURO REHAB CENTER (452038),General Long Term,Proprietary-Corporation,,,,17202.0,475.0,47.0,,47.0,,,1.0,,,,,,5700.0,,22271343.0,TX,,2012-12-31,14941634.0,15369.0,56478466.0,2012-01-01 00:00:00,,37792519.0,,,,,2012
TEXAS ORTHOPEDIC HOSPITA (450804),General Short Term (Acute Care Hospitals),Proprietary-Partnership,351.65,,2261706.0,17934.0,2820.0,46.0,4788547.0,49.0,10742.0,15675.0,1.0,2514479.0,3.0,0.15232,11944451.0,,2782.0,,65925588.0,TX,372046.0,2012-12-31,21890127.0,8010.0,432809752.0,2012-01-01 00:00:00,21668251.0,13474675.0,,4827020.0,11010038.0,17650062.0,2012
TEXAS REGIONAL MEDICAL CENTER (670060),General Short Term (Acute Care Hospitals),Proprietary-Corporation,428.0,,2316876.0,25620.0,4616.0,62.0,3880319.0,70.0,921409.0,463.0,1.0,7862903.0,8.0,0.215818,16875443.0,,7757.0,,71394401.0,TX,2521245.0,2012-10-31,23853288.0,19926.0,330809062.0,2011-11-01 00:00:00,24609729.0,81903888.0,,3921953.0,15345218.0,39176694.0,2012
TEXAS REHAB HOSPITAL OF FT. WORTH (673048),Rehabilitation,Proprietary-Partnership,142.0,,,18300.0,1112.0,50.0,90.0,50.0,,,1.0,,,,,,8739.0,,15572650.0,TX,,2012-12-31,8126558.0,16071.0,31003870.0,2012-01-01 00:00:00,,2037634.0,,89.0,,,2012
TEXAS SPEC HOSPITAL AT HOUSTON (452043),General Long Term,Proprietary-Other,51.0,,,21535.0,268.0,59.0,1083.0,59.0,,,1.0,,,0.52388,,,5491.0,,8284153.0,TX,-144535.0,2013-05-31,3320985.0,6279.0,15813063.0,2012-06-01 00:00:00,3052963.0,5562413.0,,1078.0,,,2012
TEXAS SPECIALTY HOSPITAL AT LUBBOCK (452116),General Long Term,Proprietary-Other,64.0,,,5624.0,196.0,37.0,972.0,37.0,,,1.0,,,0.427801,,,3641.0,,4456821.0,TX,-8644.0,2012-05-31,1432179.0,4765.0,10417970.0,2012-01-01 00:00:00,1409305.0,5622820.0,,972.0,,,2012
TEXAS SPECIALTY HOSPITAL AT LUBBOCK (452116),General Long Term,Proprietary-Other,62.0,,,13505.0,401.0,37.0,710.0,37.0,,,1.0,,,0.433832,,,8377.0,,10600899.0,TX,-140618.0,2013-05-31,3354101.0,10511.0,24435480.0,2012-06-01 00:00:00,3327416.0,784217.0,,709.0,,,2012
TEXAS SPINE AND JOINT HOSPITAL (450864),General Short Term (Acute Care Hospitals),Proprietary-Partnership,241.61,,758107.0,7320.0,1442.0,20.0,10849434.0,20.0,199635.0,14284.0,1.0,2592054.0,,0.149849,9559853.0,,1781.0,,48639165.0,TX,536299.0,2012-12-31,13238876.0,3352.0,324588499.0,2012-01-01 00:00:00,13098784.0,12378243.0,,10922300.0,8858397.0,14964061.0,2012
TEXAS STAR RECOVERY (454111),Psychiatric,Proprietary-Corporation,,,,10248.0,768.0,28.0,,28.0,,,1.0,,,0.307183,,,3839.0,,4443946.0,TX,-7167.0,2012-12-31,14941634.0,9123.0,14466780.0,2012-01-01 00:00:00,,37792519.0,,,,,2012
TEXOMA MEDICAL CENTER (450324),General Short Term (Acute Care Hospitals),Proprietary-Corporation,961.19,,9622437.0,73932.0,9699.0,170.0,14809388.0,202.0,5260323.0,26256.0,1.0,16126650.0,32.0,0.21565,43940554.0,,21164.0,,151796595.0,TX,8554039.0,2012-12-31,58185399.0,47872.0,703901858.0,2012-01-01 00:00:00,54216379.0,184638684.0,,15020732.0,41115786.0,66080363.0,2012
THAYER COUNTY HEALTH SERVICES (281304),General Short Term (Critical Access Hospitals),Governmental-County,94.56,,801761.0,6935.0,337.0,19.0,2366064.0,19.0,66485.0,,2.0,725000.0,,0.744976,,,1349.0,,14328339.0,NE,606593.0,2013-06-30,7729002.0,1726.0,19233294.0,2012-07-01 00:00:00,,7754995.0,,2489436.0,,1156319.0,2012
THE ARBOUR HOSPITAL (224013),Psychiatric,Proprietary-Corporation,273.96,,,43188.0,3889.0,118.0,1187111.0,118.0,,,1.0,,,,,,9077.0,,24637663.0,MA,,2012-12-31,14276224.0,40719.0,47250160.0,2012-01-01 00:00:00,,6078295.0,,1187110.0,,,2012
THE AROOSTOOK MEDICAL CENTER (200018),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,89.79,,7404217.0,30576.0,1985.0,78.0,10797913.0,84.0,1185725.0,9987.0,2.0,6352027.0,6.0,0.435487,11502347.0,,5132.0,,80425770.0,ME,3800447.0,2013-09-28,56455152.0,8612.0,184680010.0,2012-09-30 00:00:00,32565751.0,37245342.0,,11796689.0,10582859.0,25580874.0,2012
THE BELLEVUE HOSPITAL (360107),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,321.6,,2863559.0,18300.0,1452.0,40.0,2881564.0,50.0,237401.0,1016.0,2.0,254660.0,10.0,0.372788,3762900.0,,2204.0,,36283722.0,OH,271127.0,2012-12-31,16297976.0,5836.0,97330654.0,2012-01-01 00:00:00,16203328.0,33756208.0,,3132031.0,3400376.0,14247403.0,2012
THE BLOOMSBURG HOSPITAL (390003),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,332.6,,1844715.0,18980.0,1862.0,40.0,1334506.0,52.0,102364.0,-3670.0,2.0,3083057.0,12.0,0.232771,3572867.0,,2113.0,,32733838.0,PA,817930.0,2013-06-30,16382342.0,6199.0,140626910.0,2012-07-01 00:00:00,13342439.0,37751498.0,,1416971.0,3066600.0,16634006.0,2012
THE BROOK - DUPONT (184007),Psychiatric,Proprietary-Corporation,142.54,,,24888.0,2011.0,68.0,85235.0,68.0,,,1.0,,,,,,4313.0,,11354247.0,KY,,2012-12-31,6642828.0,20975.0,39001060.0,2012-01-01 00:00:00,,22658573.0,,90359.0,,,2012
THE BROOKLYN HOSPITAL CENTER (330056),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2285.5,,118275140.0,110898.0,16479.0,232.0,6781173.0,303.0,8177275.0,968.0,1.0,16264765.0,12.0,0.361143,72652840.0,,22918.0,237.16,277826989.0,NY,13940774.0,2012-12-31,165133191.0,97678.0,769299979.0,2012-01-01 00:00:00,136949145.0,175971000.0,,6417461.0,68748630.0,307982462.0,2012
THE CENTER FOR SPINAL SURGERY (440218),General Short Term (Acute Care Hospitals),Proprietary-Partnership,85.28,,154068.0,8418.0,1145.0,23.0,1290192.0,23.0,58400.0,,1.0,836519.0,,0.175681,5527812.0,,475.0,,21093051.0,TN,205360.0,2012-12-31,5179675.0,1521.0,120064476.0,2012-01-01 00:00:00,5428175.0,6204017.0,,1290196.0,5142888.0,715419.0,2012
