Hospital,Hospital type,Control type,NUMBER OF BEDS: Adults & Pediatrics,REIMBURSEMENT SETTLEMENT: Interim payments,HVBP payment adjustment amount,BED DAYS: Total Hospital,REIMBURSEMENT SETTLEMENT: Subtotal,Total Days Title XVIII,"ADJUSTED SALARIES, Subtotal Salaries",REIMBURSEMENT SETTLEMENT: Payment to cost ratio,"Donations, Land Improvements",Total cost of charity care,Total Salaries,Total Bad Debt expense,Total Charges,Cost To Charge Ratio,Net Revenue from Medicaid,Total Liabilities,Medicaid charges,Total Costs,Total discharges,IPPS Payment amount (unadjusted),State,Number of Interns & Residents,Total Days,NUMBER OF BEDS: Total Hospital,Cost of Uncompensated Care,Fiscal Year Begin Date,NUMBER OF BEDS: ICU,FTE Employees on Payroll,Urban (1) and Rural (2) Indicator,HAC reduction adjustment amount,IPPS Interim payment,Fiscal Year End Date,FFY
ST ANTHONYS COMMUNITY HOSPITAL (330205),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,52.0,8598123.0,,21900.0,8704332.0,3295.0,22198750.0,,,703443.0,21475837.0,5322298.0,564224215.0,0.119018,7667333.0,34745143.0,102323683.0,67152828.0,1727.0,7795490.0,NY,254.2,7962.0,60.0,1369471.0,2022-01-01 00:00:00,8.0,,1.0,,6889891.0,2022-12-31,2022
ST ANTHONYS SENIOR CARE HOSPITAL LLC (174023),Psychiatric,Proprietary-Corporation,20.0,,,7300.0,,2681.0,,,,,1559664.0,,4205449.0,,,6504471.0,,5122734.0,206.0,,KS,25.91,3351.0,20.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
ST ANTHONYS SENIOR CARE HOSPITAL LLC (174024),Psychiatric,Proprietary-Corporation,19.0,,,6935.0,,1782.0,,,,,1348624.0,,2679000.0,,,9149601.0,,5309705.0,143.0,,KS,24.82,2828.0,19.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
ST BERNARDS MEDICAL CENTER (040020),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,287.0,50781406.0,,140160.0,51790656.0,27372.0,151510184.0,,,10168324.0,177788134.0,11611798.0,1197171061.0,0.340672,22556429.0,126537509.0,116566211.0,407842729.0,20459.0,64778159.0,AR,2283.98,98571.0,384.0,14135975.0,2021-10-01 00:00:00,97.0,14.04,1.0,,59437232.0,2022-09-30,2022
ST CHARLES HOSPITAL (330246),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,145.0,13476553.0,,60958.0,13725562.0,10166.0,86035072.0,,,3039070.0,111598942.0,5376218.0,916799064.0,0.236677,19720934.0,153757000.0,176272343.0,216985155.0,8070.0,26366917.0,NY,1136.34,42152.0,167.0,4339571.0,2022-01-01 00:00:00,16.0,7.17,1.0,,23501234.0,2022-12-31,2022
ST CHARLES HOSPITAL (360081),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,109.0,878900.0,,7375.0,773164.0,843.0,6701346.0,,,1463917.0,8425809.0,1472943.0,148489710.0,0.168164,5341478.0,34872050.0,38547463.0,24970641.0,787.0,2307023.0,OH,589.48,3950.0,125.0,1726624.0,2022-01-01 00:00:00,16.0,10.25,1.0,,2230724.0,2022-02-28,2022
ST CHARLES MADRAS (381324),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,24.0,2255286.0,,8941.0,2277719.0,1296.0,,,,1033422.0,17057775.0,2266695.0,80725369.0,0.463924,15158096.0,,34396551.0,37450401.0,753.0,,OR,148.96,3877.0,24.0,2047954.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
ST CHARLES MEDICAL CENTER (380047),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,258.0,58700841.0,,109500.0,59419577.0,28327.0,205793331.0,,,7949612.0,254097848.0,22589867.0,3781137204.0,0.190343,93810410.0,,334153587.0,719714078.0,18469.0,114252567.0,OR,2210.53,84381.0,300.0,12493715.0,2022-01-01 00:00:00,42.0,0.3,1.0,821925.0,109375899.0,2022-12-31,2022
ST ELIZABETH - GRANT COUNTY (181311),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,15.0,2313730.0,,5475.0,2127637.0,172.0,,,,432482.0,9571490.0,1917315.0,78305997.0,0.362433,8178153.0,7595922.0,21510932.0,28380659.0,99.0,,KY,113.02,467.0,15.0,1124293.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
ST ELIZABETH BOARDMAN HEALTH CTR (360276),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,188.0,13297618.0,,75190.0,13369189.0,12748.0,62256588.0,,,2235029.0,64062477.0,17182162.0,1273090923.0,0.16507,45395685.0,23831300.0,271000488.0,210149214.0,14858.0,32525863.0,OH,839.55,64525.0,206.0,5227865.0,2022-01-01 00:00:00,18.0,28.74,1.0,,28253857.0,2022-12-31,2022
ST ELIZABETH DEARBORN (150086),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,42.0,4919669.0,,18250.0,4819280.0,4931.0,31360084.0,,,1105996.0,31435751.0,4201500.0,229749559.0,0.368832,13822267.0,9992936.0,46493737.0,84738918.0,3809.0,11816642.0,IN,418.66,12759.0,50.0,2653405.0,2022-01-01 00:00:00,8.0,,1.0,,12347047.0,2022-12-31,2022
ST ELIZABETH FT THOMAS (180001),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,114.0,5320780.0,,46720.0,5268980.0,7937.0,48542871.0,,,1680341.0,52498948.0,6224162.0,394543978.0,0.321285,20203450.0,45547340.0,83834510.0,126760942.0,6732.0,16751662.0,KY,623.72,29049.0,128.0,3718001.0,2022-01-01 00:00:00,14.0,,1.0,124816.0,14906265.0,2022-12-31,2022
ST ELIZABETH HEALTHCARE (180035),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,363.0,57033405.0,,168596.0,57346676.0,33381.0,387114211.0,,,8761384.0,418096794.0,21406241.0,2760442257.0,0.297562,106679440.0,743493891.0,435252302.0,821403271.0,31258.0,87775855.0,KY,4395.38,138421.0,448.0,15288027.0,2022-01-01 00:00:00,52.0,31.49,1.0,657857.0,79449184.0,2022-12-31,2022
ST FRANCIS HOSPITAL & HEALTH CENTERS (150162),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,304.0,45018327.0,,182135.0,44820604.0,29772.0,179688457.0,,,20264639.0,203121121.0,9404610.0,3425940025.0,0.160322,64239032.0,153321389.0,533969325.0,549253133.0,17951.0,101816456.0,IN,2104.52,106600.0,499.0,21905170.0,2022-01-01 00:00:00,98.0,22.92,2.0,,89135416.0,2022-12-31,2022
ST FRANCIS HOSPITAL (510031),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,40.0,9932620.0,,14600.0,9863999.0,151.0,11625584.0,,,46953.0,12120240.0,2010535.0,223694126.0,0.241543,4436406.0,1440865.0,31730723.0,54031721.0,816.0,401451.0,WV,261.36,5916.0,40.0,566504.0,2021-10-01 00:00:00,,,1.0,,228455.0,2022-09-30,2022
ST FRANCIS MEDICAL CENTER (050104),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,289.0,2697850.0,,129210.0,2711286.0,10157.0,129081464.0,,,1391016.0,129559168.0,6634494.0,1765972469.0,0.191433,140280303.0,322253079.0,1059271893.0,338066266.0,16155.0,35442134.0,CA,1389.83,99753.0,354.0,2887847.0,2022-01-01 00:00:00,36.0,,1.0,,32416105.0,2022-12-31,2022
ST GEORGE REGIONAL HOSPITAL (460021),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,200.0,80412272.0,,92250.0,81354089.0,20093.0,175195103.0,,,15372161.0,176572565.0,22185049.0,1871113542.0,0.300979,66515188.0,24854176.0,204215050.0,563165716.0,17237.0,85591072.0,UT,1942.0,65414.0,256.0,22066956.0,2022-01-01 00:00:00,32.0,,2.0,,79240254.0,2022-12-31,2022
ST JOHN HOSPITAL (170009),General Short Term (Acute Care Hospitals),Proprietary-Corporation,16.0,1861130.0,,8030.0,1884580.0,1501.0,10699639.0,,,41248.0,12619188.0,5931075.0,160245386.0,0.194358,1099068.0,37789867.0,15869435.0,31144935.0,932.0,3283640.0,KS,145.42,3106.0,22.0,1212555.0,2022-01-01 00:00:00,6.0,,1.0,,2810588.0,2022-12-31,2022
ST JOHNS REHABILITATION HOSPITAL (103027),Rehabilitation,Voluntary Nonprofit-Church,26.0,35214.0,,9490.0,35439.0,2349.0,,,,,10943644.0,,38561179.0,,,19188547.0,,27030563.0,306.0,,FL,34.9,4204.0,26.0,,2021-10-01 00:00:00,,,1.0,,,2022-09-30,2022
ST JOSEPH HOSPITAL (200001),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,92.0,11742604.0,,36135.0,11577959.0,6529.0,57392799.0,,,817019.0,78956603.0,4730214.0,422929721.0,0.372782,15069868.0,43945000.0,67131580.0,157660407.0,3634.0,15455104.0,ME,857.43,21681.0,99.0,2562822.0,2022-01-01 00:00:00,7.0,,2.0,122726.0,13901562.0,2022-12-31,2022
ST JOSEPH MEDICAL CENTER (260085),General Short Term (Acute Care Hospitals),Proprietary-Corporation,217.0,10516430.0,,85045.0,10505522.0,6956.0,45553233.0,,,,49938103.0,13562272.0,768433117.0,0.17215,9099849.0,105928204.0,70377396.0,132285377.0,4373.0,18178528.0,MO,654.43,20782.0,233.0,2388204.0,2022-01-01 00:00:00,16.0,,1.0,,16662203.0,2022-12-31,2022
ST JOSEPH MEDICAL CENTER (450035),General Short Term (Acute Care Hospitals),Proprietary-Other,132.0,3359857.0,,70551.0,4028477.0,2488.0,82439439.0,,,21901532.0,92032716.0,25105444.0,1241992771.0,0.175033,52868405.0,528834937.0,348211727.0,217389987.0,9194.0,17042855.0,TX,983.05,43715.0,185.0,26321615.0,2021-11-01 00:00:00,24.0,40.25,1.0,,13934850.0,2022-10-31,2022
ST JOSEPHS HEALTH SERVICES (521304),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,25.0,4378540.0,,9125.0,4280861.0,606.0,,,,690417.0,10294208.0,1501408.0,49905695.0,0.636744,3312269.0,26336821.0,9181132.0,31777146.0,169.0,,WI,119.51,1541.0,25.0,1528002.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
ST LUKE COMMUNITY HOSPITAL (271325),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,25.0,3669712.0,,9125.0,3988369.0,1560.0,,,,249069.0,24966603.0,547266.0,57633903.0,0.720428,7679021.0,17186843.0,13456717.0,41521098.0,696.0,,MT,260.31,3508.0,25.0,609495.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
ST LUKES HOSPITAL (341322),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,19.0,2657744.0,,9125.0,3594428.0,2109.0,,,,1391177.0,17267825.0,3967369.0,124289395.0,0.308496,1928437.0,9343784.0,10369471.0,38342787.0,820.0,,NC,171.65,4436.0,25.0,2621411.0,2021-10-01 00:00:00,6.0,,2.0,,,2022-09-30,2022
ST LUKES HOSPITAL-CARBON CAMPUS (390335),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,28.0,3094740.0,,7640.0,2750568.0,3401.0,18437321.0,,,830756.0,18671079.0,102145.0,326907794.0,0.109043,2329323.0,113395025.0,52365901.0,35647132.0,1797.0,9136421.0,PA,203.0,8137.0,40.0,849903.0,2021-12-21 00:00:00,12.0,,1.0,,7423330.0,2022-06-30,2022
ST LUKES MAGIC VALLEY REG MED CTR (130002),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,125.0,27622701.0,,63747.0,27643163.0,9803.0,123970843.0,,,6605718.0,162333647.0,15603957.0,1110357134.0,0.345369,53888987.0,37488717.0,258279878.0,383482968.0,10536.0,29522038.0,ID,1866.63,37183.0,175.0,11998645.0,2021-10-01 00:00:00,30.0,,2.0,,26123938.0,2022-09-30,2022
ST MARTIN HOSPITAL (191302),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,25.0,1718180.0,,9125.0,1710922.0,3065.0,,,,22451.0,11074370.0,1639586.0,99695647.0,0.34667,24614996.0,43521925.0,21786637.0,34561477.0,302.0,,LA,142.0,5765.0,25.0,591240.0,2021-10-01 00:00:00,,,1.0,,,2022-09-30,2022
ST MARYS MEDICAL CENTER (260193),General Short Term (Acute Care Hospitals),Proprietary-Corporation,65.0,2688233.0,,26645.0,2625155.0,4177.0,25082557.0,,,,26470208.0,9804760.0,454148420.0,0.15411,5222556.0,58066924.0,49927915.0,69988705.0,3181.0,11396916.0,MO,366.98,14310.0,73.0,1539331.0,2022-01-01 00:00:00,8.0,2.99,1.0,,11314489.0,2022-12-31,2022
ST MARYS REGIONAL MEDICAL CENTER (290009),General Short Term (Acute Care Hospitals),Proprietary-Corporation,299.0,14818326.0,,129940.0,15005948.0,17522.0,107434402.0,,,2981614.0,94965924.0,106038720.0,1186421405.0,0.213691,23598145.0,141452075.0,208692997.0,253528025.0,9870.0,47959911.0,NV,1108.76,58988.0,356.0,25771964.0,2022-01-01 00:00:00,28.0,,1.0,,44208670.0,2022-12-31,2022
ST MARYS REGL MEDICAL CENTER (370026),General Short Term (Acute Care Hospitals),Proprietary-Corporation,131.0,12519138.0,,51830.0,12680186.0,5841.0,34376885.0,,,1350883.0,34953541.0,8255910.0,680531547.0,0.132138,7331124.0,-28056889.0,93237083.0,89923936.0,3969.0,15511494.0,OK,501.95,14866.0,142.0,2508142.0,2022-01-01 00:00:00,11.0,,1.0,,13284382.0,2022-12-31,2022
ST MICHAELS MEDICAL HOSPITAL LLC (670314),General Short Term (Acute Care Hospitals),Proprietary-Other,5.0,290315.0,,1825.0,279948.0,29.0,2902128.0,,,,2902128.0,,45651317.0,0.154334,,583180.0,156576.0,7045543.0,80.0,222193.0,TX,28.05,92.0,5.0,,2022-01-01 00:00:00,,,1.0,,72169.0,2022-12-31,2022
ST PATRICK HOSPITAL (270014),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,183.0,44707916.0,,75190.0,45269380.0,20398.0,93714015.0,,,4127201.0,96877365.0,4324336.0,809320116.0,0.380005,25093161.0,67758671.0,110704138.0,307545422.0,9526.0,69185933.0,MT,1178.53,51823.0,206.0,5763392.0,2022-01-01 00:00:00,23.0,18.31,1.0,,62810965.0,2022-12-31,2022
ST ROSE HOSPITAL (050002),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,138.0,3012907.0,,55845.0,2870098.0,5745.0,62452698.0,,,522103.0,62606037.0,6366375.0,494074847.0,0.228707,26954138.0,49080950.0,207422151.0,112998136.0,3991.0,20375839.0,CA,549.79,17842.0,153.0,2061899.0,2021-10-01 00:00:00,15.0,,1.0,200604.0,18815344.0,2022-09-30,2022
ST THOMAS ASCENSION (444030),Psychiatric,Proprietary-Corporation,90.0,11921.0,,32850.0,12090.0,1156.0,,,,,7954738.0,,32190300.0,,,728339.0,,12817095.0,1602.0,,TN,91.67,12480.0,90.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
ST VINCENT GENERAL HOSPITAL (061319),General Short Term (Critical Access Hospitals),Governmental-Hospital District,8.0,1743736.0,,2920.0,1903503.0,289.0,,,,,10899515.0,40057.0,21434023.0,0.949782,,28179302.0,,20357642.0,134.0,,CO,78.63,605.0,8.0,14020.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
ST VINCENT HEALTHCARE (270049),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,177.0,39857398.0,,82490.0,40826991.0,17913.0,119011347.0,,,8255028.0,151766718.0,8590948.0,1273115896.0,0.339865,36750459.0,75442463.0,186596691.0,432687437.0,11072.0,63356402.0,MT,1400.51,58385.0,226.0,11179679.0,2022-01-01 00:00:00,49.0,10.04,1.0,,58352822.0,2022-12-31,2022
ST VINCENT MEDICAL CENTER (360112),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,349.0,34171768.0,,174204.0,35193028.0,23969.0,217684311.0,,,6563689.0,256702825.0,82143480.0,5289055879.0,0.130883,148136386.0,135042853.0,1323434683.0,692245878.0,26550.0,107799770.0,OH,3199.72,113804.0,483.0,17777960.0,2022-01-01 00:00:00,54.0,172.97,2.0,,96364479.0,2022-12-31,2022
ST. AGNES HOSPITAL (520088),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,65.0,14555552.0,,28105.0,14384819.0,6039.0,85196995.0,,,1935678.0,101530278.0,8242171.0,758588907.0,0.293666,7572752.0,-346938798.0,98453983.0,222771904.0,5815.0,18184514.0,WI,2274.24,27487.0,77.0,4405024.0,2022-01-01 00:00:00,12.0,,1.0,,16735651.0,2022-12-31,2022
ST. ALEXIUS HOSPITAL (260210),General Short Term (Acute Care Hospitals),Proprietary-Corporation,135.0,1486167.0,,53655.0,1396411.0,2561.0,25769256.0,,,3455403.0,29795607.0,26673388.0,210129453.0,0.264428,12191494.0,62107105.0,88511659.0,55564188.0,2143.0,7419547.0,MO,344.72,10284.0,147.0,10540547.0,2022-01-01 00:00:00,12.0,,1.0,47318.0,7056726.0,2022-12-31,2022
ST. ANTHONYS HOSPITAL (100067),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,370.0,26057515.0,,135928.0,25919468.0,24007.0,138045273.0,,,22104258.0,146781691.0,32532416.0,2139412610.0,0.181555,16229122.0,33750210.0,208510638.0,388420105.0,17946.0,58605436.0,FL,1806.85,79407.0,398.0,28630517.0,2022-01-01 00:00:00,28.0,,2.0,,51508705.0,2022-12-31,2022
ST. BARANBAS BEHAVIORAL HEALTH (314022),Psychiatric,Voluntary Nonprofit-Other,40.0,79238.0,,14600.0,79238.0,3841.0,8907161.0,,,,8907161.0,,18529106.0,,,11588021.0,,11542102.0,1005.0,,NJ,102.02,10341.0,40.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
ST. BERNARD HOSPITAL (140103),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,104.0,952523.0,,41610.0,860369.0,2873.0,37796751.0,,,5831303.0,42553603.0,2986536.0,146897637.0,0.771517,22562046.0,50720282.0,83495064.0,113333967.0,2080.0,7358503.0,IL,576.03,14328.0,114.0,8029457.0,2022-01-01 00:00:00,10.0,4.01,1.0,54213.0,6234013.0,2022-12-31,2022
ST. BERNARD PARISH HOSPITAL (190308),General Short Term (Acute Care Hospitals),Governmental-Hospital District,32.0,1156437.0,,14600.0,1171748.0,625.0,19972257.0,,,314345.0,8507015.0,2465353.0,135157725.0,0.313925,37371860.0,38896693.0,48808260.0,42429435.0,1118.0,1768053.0,LA,271.11,4117.0,40.0,1092973.0,2022-01-01 00:00:00,8.0,0.02,1.0,,1514887.0,2022-12-31,2022
ST. CATHERINE OF SIENA MEDICAL CENTE (330401),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,224.0,12581917.0,,92710.0,12693992.0,24217.0,88343440.0,,,2443119.0,126540094.0,6297165.0,1062716023.0,0.23598,25253188.0,221833000.0,136454018.0,250779327.0,9622.0,54523123.0,NY,1116.13,46104.0,254.0,3967722.0,2022-01-01 00:00:00,12.0,,1.0,,47387457.0,2022-12-31,2022
ST. CATHERINES REHABILITATION HOSP (103026),Rehabilitation,Voluntary Nonprofit-Church,60.0,2655.0,,21900.0,3461.0,6848.0,,,,,16646177.0,,56799730.0,,,31290553.0,,41012351.0,619.0,,FL,103.46,10676.0,60.0,,2021-10-01 00:00:00,,,1.0,,,2022-09-30,2022
ST. CHARLES MED CTR - PRINEVILLE (381313),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,16.0,3183761.0,,5840.0,3520932.0,1437.0,,,,720377.0,19420230.0,1325899.0,95346630.0,0.436364,9713354.0,,23060307.0,41605796.0,586.0,,OR,141.93,3159.0,16.0,1267362.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
ST. CHARLES SURGICAL HOSPITAL (190300),General Short Term (Acute Care Hospitals),Proprietary-Partnership,39.0,386191.0,,14235.0,390964.0,223.0,7420164.0,,,,6318902.0,,174478631.0,0.139915,,45420934.0,,24412214.0,618.0,778355.0,LA,80.98,1819.0,39.0,,2022-01-01 00:00:00,,,1.0,,637023.0,2022-12-31,2022
ST. CLARE HOSPITAL (520057),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,37.0,8100384.0,,15695.0,8212501.0,2747.0,19071555.0,,,631291.0,22684021.0,3890105.0,235747053.0,0.236261,4097551.0,-92131170.0,37456535.0,55697732.0,1536.0,7071247.0,WI,271.32,6128.0,43.0,1597013.0,2022-01-01 00:00:00,6.0,4.98,2.0,,7080212.0,2022-12-31,2022
ST. CLOUD REGIONAL MEDICAL CENTER (100302),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,76.0,2045343.0,,30660.0,2061352.0,6391.0,34205083.0,,,6772074.0,34240649.0,11689170.0,729188424.0,0.100468,4748693.0,21375717.0,103182472.0,73260397.0,5585.0,13792657.0,FL,399.91,23345.0,84.0,7978016.0,2021-10-01 00:00:00,8.0,,1.0,,12478691.0,2022-09-30,2022
ST. DAVIDS MEDICAL CENTER (450431),General Short Term (Acute Care Hospitals),Proprietary-Partnership,385.0,50447570.0,,191625.0,51101475.0,29092.0,191175578.0,,,34091815.0,200993238.0,19009025.0,6278120797.0,0.094337,64271083.0,-1988597721.0,559494227.0,592262203.0,27983.0,118520663.0,TX,2246.64,134420.0,525.0,36379998.0,2022-01-01 00:00:00,73.0,,1.0,,108570353.0,2022-12-31,2022
ST. DOMINIC-JACKSON MEMORIAL HOSP (250048),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,438.0,43119427.0,,191990.0,43705105.0,39873.0,177626842.0,,,15592594.0,222892445.0,7576061.0,1662231893.0,0.274855,31806900.0,129168058.0,153983406.0,456873051.0,17308.0,87128984.0,MS,2516.0,117604.0,526.0,17750083.0,2022-01-01 00:00:00,88.0,,1.0,618980.0,76719356.0,2022-12-31,2022
ST. ELIZABETH FLORENCE (180045),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,116.0,8615558.0,,48910.0,8604692.0,12590.0,63099809.0,,,2365965.0,67631695.0,10409766.0,601161467.0,0.302797,26133744.0,46242854.0,116168870.0,182030017.0,8589.0,24311867.0,KY,791.26,39174.0,134.0,5585952.0,2022-01-01 00:00:00,18.0,,1.0,178954.0,21781494.0,2022-12-31,2022
ST. ELIZABETH HEALTH CENTER (360064),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,263.0,17358932.0,,124465.0,17318599.0,19924.0,115620052.0,,,4267878.0,127870446.0,31985764.0,2261878902.0,0.180728,66682565.0,136417276.0,499317453.0,408784531.0,18417.0,71411176.0,OH,1726.71,89701.0,341.0,10322747.0,2022-01-01 00:00:00,58.0,89.27,2.0,,65737641.0,2022-12-31,2022
ST. ELIZABETH HOSP. OF WABASHA  INC. (241335),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,14.0,3057784.0,,5110.0,3840463.0,950.0,,,,259798.0,19352492.0,2409.0,44953105.0,0.954069,2525238.0,6148367.0,3923172.0,42888348.0,110.0,,MN,179.17,1844.0,14.0,262096.0,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
ST. ELIZABETH MEDICAL CENTER (330245),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,119.0,12091112.0,,64605.0,12062259.0,14305.0,77165397.0,,,609009.0,99745562.0,10013968.0,849806465.0,0.242614,29958420.0,130813596.0,167417810.0,206174952.0,7623.0,40026164.0,NY,1160.15,44204.0,177.0,3074525.0,2022-01-01 00:00:00,49.0,25.11,2.0,277325.0,35839772.0,2022-12-31,2022
ST. ELIZABETHS HOSPITAL (094001),Psychiatric,Governmental-City,292.0,277826.0,,106580.0,2488471.0,50.0,79596010.0,,,,81780605.0,,106100605.0,,,,,108867694.0,2352.0,,DC,1112.0,71119.0,292.0,,2021-10-01 00:00:00,,21.82,1.0,,,2022-09-30,2022
ST. FRANCIS HOSPITAL  INC. (110129),General Short Term (Acute Care Hospitals),Proprietary-Corporation,280.0,14666556.0,,113880.0,14519418.0,12443.0,86299946.0,,,6415700.0,118452637.0,25957088.0,1044881483.0,0.204509,14889821.0,319284023.0,92681841.0,213687165.0,11243.0,30381223.0,GA,1430.14,58984.0,312.0,11859171.0,2022-01-01 00:00:00,32.0,14.22,1.0,222948.0,26783233.0,2022-12-31,2022
ST. FRANCIS HOSPITAL (231337),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,16.0,4213421.0,,9125.0,2718332.0,1732.0,,,,2091166.0,32776272.0,2517232.0,337190326.0,0.266095,6244228.0,8729658.0,53504905.0,89724632.0,1864.0,,MI,342.01,5815.0,25.0,2839338.0,2021-10-01 00:00:00,9.0,,2.0,,,2022-09-30,2022
ST. FRANCIS HOSPITAL (330182),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,284.0,103054965.0,,132860.0,104374791.0,56962.0,241019624.0,,,8510448.0,332838693.0,9689964.0,4075355147.0,0.159982,10669140.0,605470000.0,230408462.0,651982949.0,19480.0,197739040.0,NY,2921.59,101487.0,364.0,10266206.0,2022-01-01 00:00:00,40.0,10.07,1.0,,181402019.0,2022-12-31,2022
ST. FRANCIS REGIONAL MEDICAL CENTER (240104),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,89.0,7922655.0,,32485.0,8036074.0,4794.0,55825888.0,,,2251894.0,66122476.0,6787625.0,440394033.0,0.378263,1526773.0,52581312.0,6555500.0,166584844.0,4670.0,12807136.0,MN,636.47,18592.0,89.0,4814199.0,2022-01-01 00:00:00,,,1.0,,10936759.0,2022-12-31,2022
ST. HELENA PARISH HOSPITAL (191300),General Short Term (Critical Access Hospitals),Governmental-Hospital District,25.0,885267.0,,9125.0,796757.0,284.0,,,,,8018065.0,249797.0,8546573.0,1.189962,1880845.0,4735253.0,2649854.0,10170097.0,10.0,,LA,110.97,1374.0,25.0,277847.0,2021-11-01 00:00:00,,,2.0,,,2022-10-31,2022
ST. JAMES BEHAVIORAL HEALTH HOSP (194088),Psychiatric,Proprietary-Corporation,32.0,803676.0,,11680.0,813709.0,815.0,5232122.0,,,,5232122.0,,17318200.0,,,1167843.0,,7730540.0,1550.0,,LA,86.45,9993.0,32.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
ST. JAMES PARISH HOSPITAL (191305),General Short Term (Critical Access Hospitals),Governmental-Hospital District,25.0,1789142.0,,9125.0,1599144.0,322.0,,,,47902.0,12263469.0,538717.0,52698996.0,0.506402,8826983.0,12093062.0,11233670.0,26686874.0,177.0,,LA,202.56,1549.0,25.0,314928.0,2022-04-01 00:00:00,,,2.0,,,2023-03-31,2022
ST. JOHN REHABILITATION HOSPITAL  (373034),Rehabilitation,Proprietary-Partnership,60.0,,,21900.0,,11338.0,13169383.0,,,,13486748.0,,53062615.0,0.453063,,23533788.0,,24040726.0,1754.0,,OK,179.22,21408.0,60.0,-9987.0,2021-10-01 00:00:00,,,1.0,,,2022-09-30,2022
ST. JOHNS RIVERSIDE HOSPITAL (330208),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,303.0,11915715.0,,116435.0,12242191.0,17219.0,133347405.0,,,1082632.0,144085331.0,15477112.0,913028296.0,0.300538,111080721.0,207155348.0,318720271.0,274399399.0,15782.0,46814164.0,NY,1733.0,90638.0,319.0,5751099.0,2022-01-01 00:00:00,16.0,54.15,2.0,,43034762.0,2022-12-31,2022
ST. JOSEPH HEALTH CENTER (260005),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,364.0,14462287.0,,140160.0,14450883.0,10652.0,75650551.0,,,4887387.0,85345954.0,17165764.0,758546713.0,0.31701,29564055.0,189279083.0,95437346.0,240466655.0,9285.0,23385428.0,MO,919.0,53572.0,384.0,10352366.0,2022-01-01 00:00:00,20.0,,1.0,157703.0,19703706.0,2022-12-31,2022
