Hospital,Hospital type,Control type,Total Days,State,REIMBURSEMENT SETTLEMENT: Subtotal,Total Days Title XVIII,Cost of Uncompensated Care,NUMBER OF BEDS: Total Hospital,"ADJUSTED SALARIES, Subtotal Salaries",IPPS Payment amount (unadjusted),Medicaid charges,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,Fiscal Year End Date,NUMBER OF BEDS: ICU,BED DAYS: Total Hospital,Fiscal Year Begin Date,Total Liabilities,Net Revenue from Medicaid,Total Salaries,Total Costs,Number of Interns & Residents,Urban (1) and Rural (2) Indicator,HVBP payment adjustment amount,FTE Employees on Payroll,Total discharges,Total Bad Debt expense,IPPS Interim payment,"Donations, Land Improvements",Cost To Charge Ratio,REIMBURSEMENT SETTLEMENT: Interim payments,Total Charges,Total cost of charity care,NUMBER OF BEDS: Adults & Pediatrics,HAC reduction adjustment amount,FFY
SAMARITAN ALBANY GENERAL HOSPITAL (380022),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,9524.0,OR,9123286.0,2249.0,4453417.0,67.0,41741791.0,6782062.0,58177561.0,,2016-12-31,11.0,24522.0,2016-01-01 00:00:00,21440650.0,17593881.0,73843081.0,119935616.0,,2.0,15479.0,77.51,2591.0,1681363.0,5935497.0,,0.4375,8960371.0,274138686.0,3730354.0,56.0,16716.0,2016
SAMARITAN BEHAVIORAL CENTER (234040),Psychiatric,Voluntary Nonprofit-Other,18242.0,MI,2420.0,6642.0,,55.0,5209940.0,,,,2016-12-31,,20130.0,2016-01-01 00:00:00,7287125.0,,5439289.0,9034287.0,100.9,1.0,,,1483.0,,,,,2371.0,27160853.0,,55.0,,2016
SAMARITAN HOSPITAL (330180),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,28685.0,NY,8534517.0,11259.0,3048807.0,149.0,54714525.0,21512789.0,97357709.0,,2017-06-30,12.0,54385.0,2016-07-01 00:00:00,66268643.0,22526355.0,76467457.0,142718316.0,,1.0,-93803.0,,6199.0,10735095.0,18099002.0,,0.261858,13137326.0,545021911.0,192664.0,137.0,,2016
SAMARITAN HOSPITAL (500033),General Short Term (Acute Care Hospitals),Governmental-Hospital District,9634.0,WA,3679701.0,3239.0,3464738.0,48.0,25286455.0,10005544.0,65219959.0,,2016-12-31,12.0,17568.0,2016-01-01 00:00:00,20927530.0,14562887.0,31883115.0,62879546.0,376.44,2.0,22789.0,,2900.0,3443615.0,10483107.0,,0.332166,3757868.0,189301517.0,2313484.0,36.0,,2016
SAMARITAN LEBANON COMM HOSPITAL (381323),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,6134.0,OR,7126356.0,1670.0,3779062.0,25.0,,,41913501.0,,2016-12-31,,9150.0,2016-01-01 00:00:00,17926455.0,21644191.0,50288847.0,81133836.0,627.48,2.0,,,1700.0,1512873.0,,,0.456164,7125034.0,177861031.0,3126650.0,25.0,,2016
SAMARITAN MEDICAL CENTER (330157),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,39669.0,NY,11120534.0,13815.0,4221120.0,167.0,75393696.0,33201207.0,108331784.0,,2016-12-31,10.0,61122.0,2016-01-01 00:00:00,124083013.0,23095179.0,96006975.0,176031969.0,1318.35,2.0,78894.0,11.25,7697.0,11072116.0,31269493.0,,0.361228,10814101.0,487314958.0,224591.0,145.0,80885.0,2016
SAMARITAN MEMORIAL HOSPITAL (261313),General Short Term (Critical Access Hospitals),Governmental-County,5391.0,MO,3865462.0,4513.0,1115713.0,25.0,,,3700681.0,,2016-12-31,,9150.0,2016-01-01 00:00:00,18547107.0,1350419.0,9391277.0,23291132.0,155.79,2.0,,,605.0,1911645.0,,,0.508342,3383254.0,45817856.0,162877.0,25.0,,2016
SAMARITAN PACIFIC COMM HOSPITAL (381314),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,4515.0,OR,11106427.0,1959.0,3929004.0,25.0,,,32334406.0,,2016-12-31,,9150.0,2016-01-01 00:00:00,8721479.0,18143779.0,39799481.0,66404999.0,440.88,2.0,,,1286.0,2900280.0,,,0.50025,10100683.0,132743668.0,2518575.0,25.0,,2016
SAME DAY SURGERY CENTER (430093),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,178.0,SD,1961077.0,33.0,98456.0,6.0,2666543.0,132775.0,3470895.0,,2017-06-30,,2190.0,2016-07-01 00:00:00,639539.0,806278.0,3183158.0,9884268.0,48.26,1.0,,,108.0,201762.0,110994.0,,0.288346,1921855.0,34279250.0,40279.0,6.0,,2016
SAMPSON REGIONAL MEDICAL CENTER (340024),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,14590.0,NC,4866384.0,7869.0,4298501.0,75.0,20674585.0,11089615.0,22476476.0,,2016-09-30,8.0,27450.0,2015-10-01 00:00:00,16684286.0,3822537.0,27153664.0,43560040.0,573.08,2.0,78412.0,7.39,3083.0,9581525.0,9583062.0,,0.267567,4769249.0,162800567.0,1650481.0,67.0,,2016
SAMUEL MAHELONA MEMORIAL HOSPITAL (121306),General Short Term (Critical Access Hospitals),Governmental-State,,HI,331019.0,,492663.0,5.0,,,2551408.0,,2017-06-30,,1825.0,2016-07-01 00:00:00,31663727.0,884288.0,8706509.0,16987926.0,77.55,2.0,,,,528960.0,,,0.929878,285116.0,18268991.0,6477.0,5.0,,2016
SAMUEL SIMMONDS MEMORIAL HOSPITAL (021312),General Short Term (Critical Access Hospitals),Governmental- Federal,797.0,AK,2199818.0,292.0,,20.0,,,,,2016-09-30,,7320.0,2015-10-01 00:00:00,,,20953075.0,42997929.0,439.0,2.0,,,202.0,,,,240.615045,1605158.0,82922.0,,20.0,,2016
SAN ANGELO COMMUNITY MEDICAL CENTER (450340),General Short Term (Acute Care Hospitals),Proprietary-Corporation,19330.0,TX,10512829.0,7546.0,4425262.0,131.0,31862342.0,17295043.0,62225421.0,,2017-08-31,18.0,47815.0,2016-09-01 00:00:00,105248354.0,3819100.0,48964295.0,86766170.0,512.16,1.0,13119.0,,4626.0,22275502.0,15904078.0,,0.116512,10297264.0,744696293.0,1609791.0,113.0,,2016
SAN ANTONIO BEHAVIORAL HEALTHCARE (454132),Psychiatric,Proprietary-Corporation,29912.0,TX,27357.0,2525.0,,108.0,,,,,2016-12-31,,39528.0,2016-01-01 00:00:00,9454040.0,,9363307.0,14805251.0,175.34,1.0,,,4245.0,,,,,26810.0,70320759.0,,108.0,,2016
SAN ANTONIO REGIONAL HOSPITAL (050099),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,61745.0,CA,11024680.0,14935.0,5007930.0,271.0,130115850.0,46849042.0,311867641.0,,2016-12-31,12.0,99186.0,2016-01-01 00:00:00,221660051.0,34323177.0,130991964.0,284733388.0,1711.2,1.0,-137204.0,,15895.0,11486939.0,41597886.0,,0.167323,11215194.0,1701698833.0,2742247.0,227.0,466805.0,2016
SAN ANTONIO STATE HOSPITAL (454011),Psychiatric,Governmental-State,91533.0,TX,2792.0,3283.0,,302.0,,,,,2017-08-31,,110532.0,2016-09-01 00:00:00,39403793.0,,36849847.0,70605553.0,831.8,1.0,,,905.0,,,,,2736.0,72353757.0,,302.0,,2016
SAN BERNARDINO - BALLARD REHAB HOSPI (053037),Rehabilitation,Proprietary-Corporation,14257.0,CA,10326.0,4878.0,-10594.0,60.0,11159710.0,,,,2017-06-30,,21900.0,2016-07-01 00:00:00,1223522.0,,11159710.0,21504184.0,166.84,1.0,,,1001.0,,,,0.53626,8746.0,40100292.0,,60.0,,2016
SAN DIEGO COUNTY PSYCHIATRIC HOSP. (054114),Psychiatric,Governmental-County,,CA,,,,,,,,,2017-06-30,,,2016-07-01 00:00:00,,,,,,,,,,,,,,,,,,,2016
SAN DIEGO REHAB HOSPITAL (052044),General Long Term,Proprietary-Corporation,24223.0,CA,101570.0,10652.0,97337.0,110.0,19375186.0,,,,2017-03-31,,40150.0,2016-04-01 00:00:00,8216398.0,,19375186.0,45600826.0,257.98,1.0,,,917.0,,,,0.19459,101632.0,234342553.0,,110.0,,2016
SAN DIMAS COMMUNITY HOSPITAL (050588),General Short Term (Acute Care Hospitals),Proprietary-Corporation,14436.0,CA,934261.0,5004.0,1162832.0,64.0,23338798.0,13915007.0,22063529.0,,2016-12-31,8.0,23424.0,2016-01-01 00:00:00,32604528.0,1258477.0,22141473.0,50268896.0,340.87,1.0,28898.0,,3800.0,4722000.0,12765514.0,,0.179343,958869.0,280294080.0,300261.0,56.0,,2016
SAN GABRIEL VALLEY MEDICAL CENTER (050132),General Short Term (Acute Care Hospitals),Proprietary-Corporation,40036.0,CA,5974484.0,12598.0,948027.0,187.0,65096524.0,31804248.0,373023464.0,,2017-06-30,31.0,68255.0,2016-07-01 00:00:00,40395143.0,34624371.0,70084937.0,158947902.0,740.0,1.0,131262.0,,8917.0,5083438.0,28771154.0,,0.155032,5828401.0,1025258888.0,105869.0,156.0,316643.0,2016
SAN GORGONIO MEMORIAL HOSPITAL (050054),General Short Term (Acute Care Hospitals),Governmental-Hospital District,14319.0,CA,3356296.0,3425.0,2199478.0,61.0,37271881.0,8002254.0,103622658.0,,2017-06-30,6.0,22265.0,2016-07-01 00:00:00,127825495.0,39516732.0,37417717.0,78774955.0,529.57,1.0,-22245.0,,3403.0,8178712.0,7193761.0,,0.245957,3465518.0,320278813.0,164045.0,55.0,,2016
SAN JACINTO METHODIST HOSPITAL (450424),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,50151.0,TX,10241050.0,18926.0,28879120.0,190.0,87490461.0,41000227.0,154495256.0,,2016-12-31,24.0,69633.0,2016-01-01 00:00:00,-43722986.0,20216261.0,92643073.0,223505201.0,1307.02,1.0,-6049.0,12.34,11286.0,22824162.0,37905075.0,,0.158585,9794441.0,1409374092.0,25009649.0,166.0,,2016
SAN JOAQUIN COMMUNITY HOSPITAL (050455),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,71092.0,CA,15772883.0,16261.0,7943051.0,254.0,125987650.0,51978596.0,403628987.0,,2016-12-31,39.0,92964.0,2016-01-01 00:00:00,122949535.0,53477748.0,125022323.0,299468661.0,1516.03,1.0,-257478.0,,18156.0,8303419.0,47010130.0,,0.169046,16191939.0,1771524543.0,6248778.0,211.0,394283.0,2016
SAN JOAQUIN GENERAL HOSPITAL (050167),General Short Term (Acute Care Hospitals),Governmental-County,47603.0,CA,4310720.0,5236.0,7022993.0,196.0,104780035.0,21789024.0,652496112.0,,2017-06-30,16.0,71540.0,2016-07-01 00:00:00,427048383.0,164867181.0,139044785.0,229312845.0,1443.15,1.0,-84335.0,58.65,9990.0,24324171.0,21453513.0,,0.194331,4599724.0,1180010282.0,2141638.0,155.0,163854.0,2016
SAN JOAQUIN VALLEY REHAB HOSPITAL (053032),Rehabilitation,Proprietary-Corporation,18208.0,CA,4994.0,13577.0,-8999.0,62.0,17020078.0,,,,2016-12-31,,22692.0,2016-01-01 00:00:00,1159838.0,,17020078.0,32658565.0,299.55,1.0,,,1667.0,,,,0.500326,4894.0,65274550.0,,62.0,,2016
SAN JOSE BEHAVIORAL HEALTH (054154),Psychiatric,Proprietary-Corporation,2788.0,CA,,971.0,,80.0,,,,,2016-12-31,,15520.0,2016-06-21 00:00:00,38465591.0,,3071385.0,6265862.0,42.06,1.0,,,265.0,,,,,,5576000.0,,80.0,,2016
SAN JUAN HEALTH SERVICES DISTRICT (461308),General Short Term (Critical Access Hospitals),Governmental-Hospital District,1063.0,UT,1096000.0,531.0,63941.0,21.0,,,2518252.0,,2016-12-31,1.0,7686.0,2016-01-01 00:00:00,3477214.0,837834.0,5807286.0,12816873.0,71.19,2.0,,,300.0,82721.0,,,0.77297,1061775.0,16581331.0,,20.0,,2016
SAN JUAN MUNICIPAL HOSPITAL (400015),General Short Term (Acute Care Hospitals),Governmental-City-County,36012.0,PR,136277.0,1518.0,235454.0,172.0,18225054.0,4672158.0,,,2017-06-30,30.0,62780.0,2016-07-01 00:00:00,,,34304757.0,81817347.0,1007.0,1.0,,144.0,5326.0,380250.0,5227337.0,,1.16025,128334.0,70517007.0,,142.0,,2016
SAN JUAN REGIONAL MEDICAL CENTER (320005),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,44281.0,NM,15349033.0,20994.0,10499171.0,184.0,88281095.0,57473291.0,192288631.0,,2017-06-30,10.0,67160.0,2016-07-01 00:00:00,109713593.0,57686589.0,143715723.0,210039119.0,1801.57,1.0,-64124.0,,9727.0,15353098.0,52065110.0,,0.31805,15028149.0,660397235.0,5601328.0,174.0,573951.0,2016
SAN JUAN REGIONAL REHAB HOSPITAL (323029),Rehabilitation,Voluntary Nonprofit-Other,2970.0,NM,,1685.0,,18.0,,,,,2017-06-30,,6570.0,2016-07-01 00:00:00,1245168.0,,2563439.0,4475904.0,36.01,1.0,,,187.0,,,,,,6914050.0,,18.0,,2016
SAN LEANDRO HOSPITAL (050773),General Short Term (Acute Care Hospitals),Governmental-County,12964.0,CA,5743810.0,6124.0,6429046.0,45.0,45649800.0,22117587.0,174684750.0,,2017-06-30,6.0,16425.0,2016-07-01 00:00:00,786984564.0,20468179.0,44847338.0,101169124.0,361.14,1.0,-78795.0,,3307.0,15628977.0,20457983.0,,0.235263,5742606.0,430025182.0,2666955.0,39.0,,2016
SAN LUCAS PONCE (400044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,91260.0,PR,1316632.0,9877.0,938044.0,325.0,31808286.0,19158543.0,,,2016-12-31,50.0,118950.0,2016-01-01 00:00:00,114650660.0,,31567655.0,103516184.0,1048.0,1.0,,92.0,16122.0,2137748.0,16268805.0,,0.532827,1055065.0,194277186.0,,275.0,,2016
SAN LUIS VALLEY REG MED CENTER (060008),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,6049.0,CO,6873571.0,2508.0,1276907.0,49.0,16245551.0,6193639.0,44019152.0,,2017-06-30,6.0,17885.0,2016-07-01 00:00:00,29371322.0,8416347.0,34779317.0,58842499.0,480.75,2.0,-24769.0,,1877.0,1673921.0,6753194.0,,0.390385,6734543.0,150729409.0,644762.0,43.0,,2016
SAN MATEO MEDICAL CENTER (050113),General Short Term (Acute Care Hospitals),Governmental-County,12679.0,CA,4341364.0,1367.0,7292459.0,69.0,70394631.0,4770730.0,190376433.0,,2017-06-30,7.0,25185.0,2016-07-01 00:00:00,295709038.0,84389490.0,123739666.0,193970322.0,662.6,1.0,1173.0,4.49,2543.0,3145119.0,4823844.0,,0.630281,4289834.0,307752218.0,5313878.0,62.0,,2016
SAN RAMON REG. MEDICAL CENTER (050689),General Short Term (Acute Care Hospitals),Proprietary-Corporation,20493.0,CA,9005985.0,6858.0,1753082.0,123.0,67966232.0,24851858.0,44237235.0,,2017-05-31,12.0,44895.0,2016-06-01 00:00:00,20230466.0,3447865.0,68378825.0,147868926.0,475.5,1.0,-97417.0,,5134.0,4653311.0,22460701.0,,0.166251,8825255.0,889431804.0,938001.0,109.0,171507.0,2016
SANDHILLS REGIONAL MEDICAL CENTER (340106),General Short Term (Acute Care Hospitals),Proprietary-Corporation,7133.0,NC,2059994.0,3167.0,1995418.0,64.0,9169533.0,5258048.0,33832519.0,,2016-09-30,6.0,23424.0,2015-10-01 00:00:00,1701832.0,1446110.0,8484448.0,24736387.0,161.72,2.0,54184.0,,1726.0,10720256.0,4381627.0,,0.162414,2041512.0,152304466.0,94280.0,58.0,,2016
SANFORD ABERDEEN MEDICAL CENTER (430097),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,5157.0,SD,6785998.0,2602.0,3815688.0,48.0,18146371.0,6136864.0,9528031.0,,2017-06-30,,17520.0,2016-07-01 00:00:00,38351370.0,2734090.0,29573566.0,57779764.0,386.22,2.0,31060.0,,1852.0,3967390.0,5365523.0,,0.565054,6557984.0,102255340.0,1593816.0,48.0,,2016
SANFORD BAGLEY MEDICAL CENTER (241328),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,676.0,MN,1471491.0,487.0,393067.0,25.0,,,3792839.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,281955.0,1825752.0,4884644.0,11483920.0,57.61,2.0,,,105.0,463791.0,,,0.595786,1664836.0,19275236.0,121031.0,25.0,,2016
SANFORD BEHAVIORAL HEALTH (244018),Psychiatric,Voluntary Nonprofit-Other,2059.0,MN,96.0,72.0,,16.0,,,,,2016-06-30,,4384.0,2016-04-26 00:00:00,,,4851024.0,6081092.0,56.08,2.0,,,1148.0,,,,,72.0,8468164.0,,16.0,,2016
SANFORD BEHAVIORAL HEALTH (244018),Psychiatric,Voluntary Nonprofit-Other,3714.0,MN,242.0,834.0,,16.0,,,,,2017-06-30,,5840.0,2016-07-01 00:00:00,,,5810834.0,8804437.0,56.08,2.0,,,506.0,,,,,248.0,11839620.0,,16.0,,2016
SANFORD BEMIDJI (240100),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,19126.0,MN,32120406.0,9930.0,4435945.0,89.0,58799555.0,26111569.0,99154621.0,,2017-06-30,10.0,32485.0,2016-07-01 00:00:00,60129047.0,29612696.0,115158555.0,188102827.0,1141.46,2.0,200953.0,,6312.0,6664573.0,24168905.0,,0.379082,31384192.0,496206666.0,1916508.0,79.0,262975.0,2016
SANFORD CHAMBERLAIN MEDICAL CENTER (431329),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,1874.0,SD,2067395.0,1142.0,1760211.0,25.0,,,8576510.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,2596336.0,2451929.0,9411686.0,18876258.0,113.84,2.0,,,370.0,1336186.0,,,0.584984,1833916.0,32268015.0,999540.0,25.0,,2016
SANFORD HEALTH BISMARCK (350015),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,46025.0,ND,36720532.0,19467.0,12353006.0,205.0,102637021.0,51141565.0,76233760.0,,2017-06-30,13.0,74141.0,2016-07-01 00:00:00,201574222.0,34652662.0,234615995.0,297062644.0,379.48,2.0,-26579.0,10.05,9645.0,19247223.0,46250292.0,,0.401589,36271315.0,739718704.0,4681942.0,172.0,,2016
SANFORD HILLSBORO MEDICAL CENTER (351329),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,1720.0,ND,783919.0,959.0,477266.0,16.0,,,427886.0,,2017-06-30,,5840.0,2016-07-01 00:00:00,11690862.0,252990.0,4546498.0,10692356.0,43.75,2.0,,,72.0,287492.0,,,0.919073,764098.0,11633845.0,226556.0,16.0,,2016
SANFORD HOSPITAL CANBY (241347),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,1341.0,MN,2508945.0,950.0,640692.0,22.0,,,1923767.0,,2017-06-30,,8030.0,2016-07-01 00:00:00,-444928.0,703531.0,10029119.0,19779689.0,93.43,2.0,,,151.0,541128.0,,,0.765077,2345396.0,25853204.0,233644.0,22.0,,2016
SANFORD HOSPITAL LUVERNE (241371),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2411.0,MN,3695918.0,1678.0,1128841.0,25.0,,,3680180.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,9117280.0,1675857.0,10256726.0,19928149.0,146.12,1.0,,,431.0,896773.0,,,0.587977,3571564.0,33892754.0,615726.0,25.0,,2016
SANFORD HOSPITAL ROCK RAPIDS (161321),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,1166.0,IA,1253555.0,951.0,340504.0,14.0,,,895310.0,,2017-06-30,,5110.0,2016-07-01 00:00:00,620718.0,379592.0,4109342.0,8838602.0,51.85,2.0,,,211.0,266709.0,,,0.558033,1291630.0,15838850.0,196706.0,14.0,,2016
SANFORD HOSPITAL TRACY (241303),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,365.0,MN,1818926.0,257.0,444441.0,25.0,,,1380236.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,311334.0,489726.0,4022754.0,9563642.0,51.06,2.0,,,87.0,366732.0,,,0.730919,1602993.0,13084404.0,191566.0,25.0,,2016
SANFORD HOSPITAL WEBSTER (431311),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,834.0,SD,1313534.0,661.0,379542.0,20.0,,,599443.0,,2017-06-30,,7300.0,2016-07-01 00:00:00,156371.0,371077.0,3409976.0,7569782.0,42.35,2.0,,,114.0,253082.0,,,0.697051,1131543.0,10859717.0,212286.0,20.0,,2016
SANFORD MAYVILLE (351309),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,1006.0,ND,1737536.0,869.0,257908.0,25.0,,,324136.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,183853.0,233507.0,4339731.0,7470557.0,60.3,2.0,,,111.0,215863.0,,,0.823613,1581549.0,9070473.0,93138.0,25.0,,2016
SANFORD MEDICAL CENTER - FARGO (350011),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,119288.0,ND,99439028.0,48436.0,21423560.0,398.0,225169829.0,134341296.0,307861160.0,,2017-06-30,26.0,145088.0,2016-07-01 00:00:00,198425331.0,88894396.0,429775756.0,725926720.0,4680.52,2.0,-957550.0,54.66,24143.0,24831484.0,120161039.0,,0.328731,97351869.0,2208270312.0,13218466.0,320.0,,2016
SANFORD MEDICAL CENTER CANTON (431333),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,1310.0,SD,1722646.0,1114.0,478920.0,11.0,,,387052.0,,2017-06-30,,4015.0,2016-07-01 00:00:00,105155.0,202420.0,4537500.0,8112979.0,58.12,2.0,,,94.0,301074.0,,,0.751861,1649802.0,10790537.0,261087.0,11.0,,2016
SANFORD MEDICAL CENTER CLEAR LAKE (431307),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,1345.0,SD,1116247.0,1146.0,356112.0,10.0,,,138333.0,,2017-06-30,,3650.0,2016-07-01 00:00:00,436649.0,95009.0,3158158.0,6287585.0,40.92,2.0,,,98.0,254546.0,,,0.790602,1053983.0,7952907.0,163682.0,10.0,,2016
SANFORD MEDICAL CENTER JACKSON (241315),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,840.0,MN,1319602.0,690.0,584718.0,14.0,,,2596397.0,,2017-06-30,,5110.0,2016-07-01 00:00:00,420859.0,809423.0,4020831.0,9544302.0,42.26,2.0,,,124.0,735949.0,,,0.473731,1252989.0,20147100.0,238891.0,14.0,,2016
SANFORD MEDICAL CENTER SHELDON (161381),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,3878.0,IA,1826027.0,2718.0,1647576.0,25.0,,,5689395.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,328625.0,1806724.0,13285861.0,28080262.0,124.32,2.0,,,591.0,734192.0,,,0.534417,1775883.0,52543701.0,1270094.0,25.0,,2016
SANFORD MEDICAL CENTER VERMILLION (431336),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2069.0,SD,1563740.0,1163.0,1591089.0,25.0,,,3014718.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,941339.0,847021.0,10256383.0,11155768.0,182.01,2.0,,,292.0,1465288.0,,,0.455082,1360117.0,24513755.0,928416.0,25.0,,2016
SANFORD MEDICAL CENTER WESTBROOK (241302),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,399.0,MN,1344153.0,283.0,234130.0,8.0,,,915279.0,,2017-06-30,,2920.0,2016-07-01 00:00:00,960403.0,375751.0,2673195.0,6622945.0,34.47,2.0,,,82.0,216634.0,,,0.697478,1233271.0,9495560.0,85114.0,8.0,,2016
SANFORD MEDICAL CENTER WHEATON (241304),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,546.0,MN,1497325.0,494.0,152479.0,15.0,,,799945.0,,2017-06-30,,5475.0,2016-07-01 00:00:00,735520.0,560468.0,3224925.0,7447308.0,36.21,2.0,,,85.0,113163.0,,,0.824985,1522179.0,9027205.0,64407.0,15.0,,2016
SANFORD REGIONAL HOSPITAL WORTHINGTO (240022),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3382.0,MN,4361473.0,1067.0,1581690.0,48.0,14216379.0,3157666.0,14114128.0,,2017-06-30,,17520.0,2016-07-01 00:00:00,648261.0,4523943.0,22422970.0,39683745.0,267.29,2.0,16915.0,,1066.0,2284605.0,3319626.0,,0.51019,4207746.0,77782219.0,421536.0,48.0,,2016
SANFORD THIEF RIVER FALLS (241381),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,3753.0,MN,7885300.0,1498.0,1087241.0,25.0,,,12217168.0,,2017-06-30,,9150.0,2016-07-01 00:00:00,5871241.0,5179661.0,32239081.0,47689536.0,447.62,2.0,,,1169.0,1345913.0,,,0.524062,8152936.0,90999768.0,394879.0,25.0,,2016
SANFORD USD MEDICAL CENTER (430027),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,108094.0,SD,82878330.0,36531.0,30328898.0,452.0,207709700.0,120577681.0,373998038.0,,2017-06-30,27.0,164980.0,2016-07-01 00:00:00,304585807.0,77994953.0,368301215.0,615211821.0,4724.04,1.0,178014.0,63.71,24085.0,37781420.0,109079713.0,,0.224381,81159555.0,2741818742.0,21686584.0,355.0,288483.0,2016
SANPETE VALLEY HOSPITAL (461303),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,1888.0,UT,1462338.0,1036.0,1915411.0,18.0,,,4582819.0,,2016-12-31,,6588.0,2016-01-01 00:00:00,520632.0,2799013.0,6352214.0,14169130.0,90.47,2.0,,,385.0,1433298.0,,,0.491965,1114965.0,28801066.0,1201872.0,18.0,,2016
SANTA BARBARA COTTAGE HOSPITAL (050396),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,78162.0,CA,28889998.0,28765.0,9285565.0,325.0,202790649.0,99650356.0,320662339.0,,2016-12-31,20.0,118950.0,2016-01-01 00:00:00,618732611.0,53567364.0,232792217.0,524420098.0,2392.61,1.0,419908.0,56.67,16530.0,15509858.0,91676530.0,,0.345213,28513044.0,1519121345.0,3927990.0,255.0,,2016
SANTA BARBARA COUNTY MENTAL HEALTH (054125),Psychiatric,Governmental-County,5519.0,CA,,115.0,,16.0,,,,,2017-06-30,,5840.0,2016-07-01 00:00:00,6359373.0,,4082578.0,9274257.0,44.5,1.0,,,410.0,,,,,,8803040.0,,16.0,,2016
SANTA CLARA VALLEY MEDICAL CENTER (050038),General Short Term (Acute Care Hospitals),Governmental-County,108404.0,CA,24005882.0,15096.0,38569312.0,453.0,475019182.0,70193858.0,1525960720.0,,2017-06-30,8.0,165345.0,2016-07-01 00:00:00,1736393466.0,142053622.0,715258509.0,1076158523.0,4814.19,1.0,-108913.0,167.68,20031.0,9603520.0,65400955.0,,0.329793,24475477.0,3263130287.0,35389398.0,361.0,,2016
SANTA FE INDIAN HOSPITAL (320057),General Short Term (Acute Care Hospitals),Governmental- Federal,43.0,NM,2510706.0,3.0,,4.0,5783384.0,35164.0,,,2016-09-30,,1464.0,2015-10-01 00:00:00,,,10872660.0,11765495.0,212.0,1.0,,,12.0,,11020.0,,,2232969.0,152143.0,,4.0,,2016
SANTA MONICA UCLA MEDICAL CENTER (050112),General Short Term (Acute Care Hospitals),Governmental-State,82113.0,CA,18312857.0,26524.0,10332622.0,265.0,191787576.0,88543151.0,140904989.0,,2017-06-30,22.0,96725.0,2016-07-01 00:00:00,573530000.0,56835049.0,195408614.0,511298344.0,1977.0,1.0,356572.0,100.77,16056.0,9635388.0,81515513.0,,0.417127,18045097.0,1225762833.0,6341987.0,227.0,199309.0,2016
