Original Label,Curated Label
SALEM MEMORIAL DISTRICT HOSPITAL (261318),SALEM MEMORIAL DISTRICT HOSPITAL (261318)
SALEM REGIONAL MEDICAL CENTER (360185),SALEM REGIONAL MEDICAL CENTER (360185)
SALEM TOWNSHIP HOSPITAL (141345),SALEM TOWNSHIP HOSPITAL (141345)
SALINA REGIONAL HEALTH CENTER (170012),SALINA REGIONAL HEALTH CENTER (170012)
SALINA SURGICAL HOSPITAL (170187),SALINA SURGICAL HOSPITAL (170187)
SALINAS VALLEY MEMORIAL HOSPITAL (050334),SALINAS VALLEY MEMORIAL HOSPITAL (050334)
SALINE MEMORIAL HOSPITAL (040084),SALINE MEMORIAL HOSPITAL (040084)
SALT LAKE CITY BEHAVIORAL HEALTH (464013),SALT LAKE CITY BEHAVIORAL HEALTH (464013)
SALT LAKE REGIONAL MEDICAL CENTER (460003),SALT LAKE REGIONAL MEDICAL CENTER (460003)
SAMARITAN ALBANY GENERAL HOSPITAL (380022),SAMARITAN ALBANY GENERAL HOSPITAL (380022)
SAMARITAN BEHAVIORAL CENTER (234040),SAMARITAN BEHAVIORAL CENTER (234040)
SAMARITAN HOSPITAL (330180),SAMARITAN HOSPITAL (330180)
SAMARITAN HOSPITAL (500033),SAMARITAN HOSPITAL (500033)
SAMARITAN LEBANON COMM HOSPITAL (381323),SAMARITAN LEBANON COMM HOSPITAL (381323)
SAMARTIAN MEDICAL CENTER (330157),SAMARITAN MEDICAL CENTER (330157)
SAMARITAN MEDICAL CENTER (330157),SAMARITAN MEDICAL CENTER (330157)
SAMARITAN MEMORIAL HOSPITAL (261313),SAMARITAN MEMORIAL HOSPITAL (261313)
SAMARITAN PACIFIC COMM HOSPIAL (381314),SAMARITAN PACIFIC COMM HOSPITAL (381314)
SAMARITAN PACIFIC COMM HOSPITAL (381314),SAMARITAN PACIFIC COMM HOSPITAL (381314)
SAMARITAN REGIONAL HEALTH SYSTEM (360002),SAMARITAN REGIONAL HEALTH SYSTEM (360002)
SAME DAY SURGERY CENTER (430093),SAME DAY SURGERY CENTER (430093)
SAMPSON REGIONAL MEDICAL CENTER (340024),SAMPSON REGIONAL MEDICAL CENTER (340024)
SAMUEL MAHELONA MEMORIAL HOSPITAL (121306),SAMUEL MAHELONA MEMORIAL HOSPITAL (121306)
SAMUEL SIMMONDS MEMORIAL HOSPITAL (021312),SAMUEL SIMMONDS MEMORIAL HOSPITAL (021312)
SAN ANGELO COMMUNITY MEDICAL CENTER (450340),SAN ANGELO COMMUNITY MEDICAL CENTER (450340)
SAN ANTONIO BEHAVIORAL HEALTHCARE (454132),SAN ANTONIO BEHAVIORAL HEALTHCARE (454132)
SAN ANTONIO COMMUNITY HOSPITAL (050099),SAN ANTONIO COMMUNITY HOSPITAL (050099)
SAN ANTONIO REGIONAL HOSPITAL (050099),SAN ANTONIO REGIONAL HOSPITAL (050099)
SAN ANTONIO STATE HOSPITAL (454011),SAN ANTONIO STATE HOSPITAL (454011)
SAN ANTONIO STATE HOSP (454011),SAN ANTONIO STATE HOSPITAL (454011)
SAN ANTONIO-AMG SPECIALTY HOSPITAL (452040),SAN ANTONIO-AMG SPECIALTY HOSPITAL (452040)
SAN BERNARDINO - BALLARD REHAB HOSPI (053037),SAN BERNARDINO - BALLARD REHAB HOSPI (053037)
SAN CARLOS APACHE HEALTHCARE CORP (030077),SAN CARLOS APACHE HEALTHCARE CORP (030077)
SAN DIEGO COUNTY PSYCHIATRIC HOSPITA (054114),SAN DIEGO COUNTY PSYCHIATRIC HOSP. (054114)
SAN DIEGO COUNTY PSYCH HOSPITAL (054114),SAN DIEGO COUNTY PSYCHIATRIC HOSP. (054114)
SAN DIEGO COUNTY PSYCHIATRIC HOSP. (054114),SAN DIEGO COUNTY PSYCHIATRIC HOSP. (054114)
SAN DIEGO PSYCHIATRIC HOSPITAL (054114),SAN DIEGO COUNTY PSYCHIATRIC HOSP. (054114)
SAN DIEGO COUNTY PSYCHIATRIC HOSP (054114),SAN DIEGO COUNTY PSYCHIATRIC HOSP. (054114)
SAN DIEGO HOSPICE ACUTE CARE CTR (050698),SAN DIEGO HOSPICE ACUTE CARE CTR (050698)
SAN DIEGO REHAB HOSPITAL (052044),SAN DIEGO REHAB HOSPITAL (052044)
SAN DIMAS COMMUNITY HOSPITAL (050588),SAN DIMAS COMMUNITY HOSPITAL (050588)
SAN FRANCISCO GENERAL HOSPITAL (050228),SAN FRANCISCO GENERAL HOSPITAL (050228)
SAN GABRIEL VALLEY MEDICAL CENTER (050132),SAN GABRIEL VALLEY MEDICAL CENTER (050132)
SAN GORGONIO MEMORIAL (050054),SAN GORGONIO MEMORIAL HOSPITAL (050054)
SAN GORGONIO MEMORIAL HOSPITAL (050054),SAN GORGONIO MEMORIAL HOSPITAL (050054)
SAN JACINTO METHODIST HOSPITAL (450424),SAN JACINTO METHODIST HOSPITAL (450424)
SAN JOAQUIN COMMUNITY HOSPITAL (050455),SAN JOAQUIN COMMUNITY HOSPITAL (050455)
SAN JOAQUIN GENERAL HOSPITAL (050167),SAN JOAQUIN GENERAL HOSPITAL (050167)
SAN JOAQUIN VALLEY REHAB HOSPITAL (053032),SAN JOAQUIN VALLEY REHAB HOSPITAL (053032)
SAN JORGE CHILDRRENS HOSPITAL (400134),SAN JORGE CHILDRENS HOSPITAL (400134)
SAN JORGE CHILDRENS HOSPITAL INC. (400134),SAN JORGE CHILDRENS HOSPITAL (400134)
SAN JORGE CHILDRENS HOSPITAL INC (400134),SAN JORGE CHILDRENS HOSPITAL (400134)
SAN JORGE CHILDRENS HOSPITAL (400134),SAN JORGE CHILDRENS HOSPITAL (400134)
SAN JOSE BEHAVIORAL HEALTH (054154),SAN JOSE BEHAVIORAL HEALTH (054154)
SAN JUAN BAUTISTA MEDICAL CENTER (400104),SAN JUAN BAUTISTA MEDICAL CENTER (400104)
SAN JUAN HEALTH SERVICES DISTRICT (461308),SAN JUAN HEALTH SERVICES DISTRICT (461308)
SAN JUAN MUNICIPAL HOSPITAL (400015),SAN JUAN MUNICIPAL HOSPITAL (400015)
SAN JAN MUNICIPAL HOSPITAL (400015),SAN JUAN MUNICIPAL HOSPITAL (400015)
SAN JUAN REGIONAL MEDICAL CENTER (320005),SAN JUAN REGIONAL MEDICAL CENTER (320005)
SAN JUAN REGIONAL REHAB HOSPITAL (323029),SAN JUAN REGIONAL REHAB HOSPITAL (323029)
SAN LEANDRO HOSPITAL (050773),SAN LEANDRO HOSPITAL (050773)
SAN LUCAS PONCE (400044),SAN LUCAS PONCE (400044)
SAN LUIS VALLEY REG MED CENTER (060008),SAN LUIS VALLEY REG MED CENTER (060008)
SAN MATEO MEDICAL CENTER (050113),SAN MATEO MEDICAL CENTER (050113)
SAN RAMON REG. MEDICAL CENTER (050689),SAN RAMON REG. MEDICAL CENTER (050689)
SANA BEHAVIORAL HEALTH LAS VEGAS (294014),SANA BEHAVIORAL HEALTH LAS VEGAS (294014)
SANDHILLS REGIONAL MEDICAL CENTER (340106),SANDHILLS REGIONAL MEDICAL CENTER (340106)
SANFORD ABERDEEN MEDICAL CENTER (430097),SANFORD ABERDEEN MEDICAL CENTER (430097)
1 (430097),SANFORD ABERDEEN MEDICAL CENTER (430097)
SANFORD BAGLEY MEDICAL CENTER (241328),SANFORD BAGLEY MEDICAL CENTER (241328)
SANFORD BEHAVIORAL HEALTH (244018),SANFORD BEHAVIORAL HEALTH (244018)
SANFORD BEMIDJI (240100),SANFORD BEMIDJI (240100)
SANFORD BISMARCK (350015),SANFORD BISMARCK (350015)
SANFORD CHAMBERLAIN MEDICAL CENTER (431329),SANFORD CHAMBERLAIN MEDICAL CENTER (431329)
SANFORD HEALTH BISMARCK (350015),SANFORD HEALTH BISMARCK (350015)
SANFORD HILLSBORO (351329),SANFORD HILLSBORO (351329)
SANFORD HOSPITAL CANBY (241347),SANFORD HOSPITAL CANBY (241347)
SANFORD HOSPITAL LUVERNE (241371),SANFORD HOSPITAL LUVERNE (241371)
SANFORD HOSPITAL ROCK RAPIDS (161321),SANFORD HOSPITAL ROCK RAPIDS (161321)
SANFORD HOSPITAL TRACY (241303),SANFORD HOSPITAL TRACY (241303)
SANFORD HOSPITAL WEBSTER (431311),SANFORD HOSPITAL WEBSTER (431311)
SANFORD MAYVILLE (351309),SANFORD MAYVILLE (351309)
SANFORD MEDICAL CENTER - FARGO (350011),SANFORD MEDICAL CENTER - FARGO (350011)
SANFORD MEDICAL CENTER CANTON (431333),SANFORD MEDICAL CENTER CANTON (431333)
SANFORD MEDICAL CENTER CLEAR LAKE (431307),SANFORD MEDICAL CENTER CLEAR LAKE (431307)
SANFORD MEDICAL CENTER JACKSON (241315),SANFORD MEDICAL CENTER JACKSON (241315)
SANFORD MEDICAL CENTER SHELDON (161381),SANFORD MEDICAL CENTER SHELDON (161381)
SANFORD MEDICAL CENTER VERMILLION (431336),SANFORD MEDICAL CENTER VERMILLION (431336)
SANFORD MEDICAL CENTER WESTBROOK (241302),SANFORD MEDICAL CENTER WESTBROOK (241302)
SANFORD MEDICAL CENTER WHEATON (241304),SANFORD MEDICAL CENTER WHEATON (241304)
SANFORD MID DAKOTA HOSPITAL (431329),SANFORD MID DAKOTA HOSPITAL (431329)
SANFORD REGIONAL HOSPITAL WORTHINGTO (240022),SANFORD REGIONAL HOSPITAL WORTHINGTO (240022)
SANFORD THIEF RIVER FALLS (241381),SANFORD THIEF RIVER FALLS (241381)
SANFORD USD MEDICAL CENTER (430027),SANFORD USD MEDICAL CENTER (430027)
SANPETE VALLEY HOSPITAL (461303),SANPETE VALLEY HOSPITAL (461303)
SANTA BARBARA COTTAGE HOSPITAL (050396),SANTA BARBARA COTTAGE HOSPITAL (050396)
SANTA BARBARA COUNTY MENTAL HEALTH (054125),SANTA BARBARA COUNTY MENTAL HEALTH (054125)
SANTA CLARA VALLEY MEDICAL CENTER (050038),SANTA CLARA VALLEY MEDICAL CENTER (050038)
SANTA CRUZ VALLEY REGIONAL HOSPITAL (030137),SANTA CRUZ VALLEY REGIONAL HOSPITAL (030137)
SANTA FE INDIAN HOSPITAL (320057),SANTA FE INDIAN HOSPITAL (320057)
SANTA FE MEDICAL CENTER (320090),SANTA FE MEDICAL CENTER (320090)
SANTA MONICA UCLA MEDICAL CENTER (050112),SANTA MONICA UCLA MEDICAL CENTER (050112)
SANTA MONICA UCLA MEDICAL CENTER AND (050112),SANTA MONICA UCLA MEDICAL CENTER (050112)
SANTA ROSA HEALTHCARE (450237),SANTA ROSA HEALTHCARE (450237)
SANTA ROSA MEDICAL CENTER (100124),SANTA ROSA MEDICAL CENTER (100124)
SANTA ROSA MEMORIAL HOSPITAL (050174),SANTA ROSA MEMORIAL HOSPITAL (050174)
SANTA YNEZ VALLEY COTTAGE HOSPITAL (051331),SANTA YNEZ VALLEY COTTAGE HOSPITAL (051331)
SANTIAM MEMORIAL HOSPITAL (380056),SANTIAM MEMORIAL HOSPITAL (380056)
SARAH BUSH LINCOLN HEALTH CENTER (140189),SARAH BUSH LINCOLN HEALTH CENTER (140189)
SARAH D CULBERTSON (141333),SARAH D CULBERTSON (141333)
SARASOTA MEMORIAL HOSPITAL (100087),SARASOTA MEMORIAL HOSPITAL (100087)
SARATOGA HOSPITAL (330222),SARATOGA HOSPITAL (330222)
SARTORI MEMORIAL HOSPITAL (160040),SARTORI MEMORIAL HOSPITAL (160040)
SATANTA DISTRICT HOSPITAL (171324),SATANTA DISTRICT HOSPITAL (171324)
SATILLA HOSPITAL (110003),SATILLA HOSPITAL (110003)
SAUK PRAIRIE MEMORIAL HOSPITAL (520095),SAUK PRAIRIE MEMORIAL HOSPITAL (520095)
SAUNDERS COUNTY HEALTH SERVICES (281307),SAUNDERS COUNTY HEALTH SERVICES (281307)
REHABILITATION HOSPITAL OF SAVANNAH (113033),SAVANNAH REHABILITATION HOSPITAL (113033)
SAVANNAH REHABILITATION HOSPITAL (113033),SAVANNAH REHABILITATION HOSPITAL (113033)
SAVOY MEDICAL MANAGEMENT GROUP  INC. (190025),SAVOY MEDICAL MANAGEMENT GROUP  INC. (190025)
SAWTOOTH BEHAVIORAL HEALTH (134015),SAWTOOTH BEHAVIORAL HEALTH (134015)
SAYRE COMMUNITY HOSPITAL (370239),SAYRE COMMUNITY HOSPITAL (370239)
SAYRE  MEMORIAL HOSPITAL (370103),SAYRE MEMORIAL HOSPITAL (370103)
SAYRE MEMORIAL HOSPITAL (370103),SAYRE MEMORIAL HOSPITAL (370103)
SBH HEALTH SYSTEM (330399),SBH HEALTH SYSTEM (330399)
SBH WILMINGTON LLC (344030),SBH WILMINGTON LLC (344030)
SCENIC MT REGIONAL (450653),SCENIC MOUNTAIN MEDICAL CENTER (450653)
SCENIC MOUNTAIN MEDICAL CENTER (450653),SCENIC MOUNTAIN MEDICAL CENTER (450653)
SCHEURER HOSPITAL (231310),SCHEURER HOSPITAL (231310)
SCHLEICHER COUNTY MEDICAL CENTER (451304),SCHLEICHER COUNTY MEDICAL CENTER (451304)
SCHNECK MEDICAL CENTER (150065),SCHNECK MEDICAL CENTER (150065)
SCHOOLCRAFT MEMORIAL HOSPITAL (231303),SCHOOLCRAFT MEMORIAL HOSPITAL (231303)
SCHUMPERT MEDICAL CENTER (190041),SCHUMPERT MEDICAL CENTER (190041)
SCHUYLER HOSPITAL (331313),SCHUYLER HOSPITAL (331313)
SCHUYLER HOSPITAL INC (331313),SCHUYLER HOSPITAL (331313)
SCHUYLKILL MEDICAL CENTER - EAST (390031),SCHUYLKILL MEDICAL CENTER - EAST (390031)
SCHUYLKILL MEDICAL CENTER - SOUTH (390030),SCHUYLKILL MEDICAL CENTER - SOUTH (390030)
SCHWAB REHAB HOSP & CARE NETWORK (143025),SCHWAB REHAB HOSP & CARE NETWORK (143025)
SCL HEALTH COMMUNITY HOSPITAL - WEST (060127),SCL HEALTH COMMUNITY HOSPITAL - WEST (060127)
SCOTLAND COUNTY MEMORIAL HOSPITAL (261310),SCOTLAND COUNTY MEMORIAL HOSPITAL (261310)
SCOTLAND MEMORIAL HOSPITAL (340008),SCOTLAND MEMORIAL HOSPITAL (340008)
SCOTT & WHITE CEDAR PARK (670087),SCOTT & WHITE CEDAR PARK (670087)
SCOTT & WHITE HOSPITAL BRENHAM (450187),SCOTT & WHITE HOSPITAL BRENHAM (450187)
SCOTT & WHITE BRENHAM (450187),SCOTT & WHITE HOSPITAL BRENHAM (450187)
SCOTT & WHITE LONG TERM ACUTE CARE (452105),SCOTT & WHITE LONG TERM ACUTE CARE (452105)
SCOTT AND WHITE HOSPITAL TAYLOR (451374),SCOTT AND WHITE HOSPITAL TAYLOR (451374)
SCOTT AND WHITE MEMORIAL HOSPITAL (450054),SCOTT AND WHITE MEMORIAL HOSPITAL (450054)
SCOTT COUNTY HOSPITAL  INC. (171372),SCOTT COUNTY HOSPITAL  INC. (171372)
SCOTT MEMORIAL HOSPITAL (151334),SCOTT MEMORIAL HOSPITAL (151334)
SCOTT REGIONAL HOSPITAL (251323),SCOTT REGIONAL HOSPITAL (251323)
SCOTTISH RITE CHILDREN S MEDICAL CTR (113301),SCOTTISH RITE CHILDRENS MEDICAL CTR (113301)
SCOTTISH RITE CHILDRENS MEDICAL CTR (113301),SCOTTISH RITE CHILDRENS MEDICAL CTR (113301)
SCOTTSDALE HEALTHCARE THOMPSON PEAK (030123),SCOTTSDALE HEALTHCARE THOMPSON PEAK (030123)
SCOTTSDALE HRH (033038),SCOTTSDALE HRH (033038)
SCOTTSDALE OSBORN MEDICAL CENTER (030038),SCOTTSDALE OSBORN MEDICAL CENTER (030038)
SCOTTSDALE HEALTHCARE - OSBORN (030038),SCOTTSDALE OSBORN MEDICAL CENTER (030038)
SCOTTSDALE HEALTHCARE-OSBORN (030038),SCOTTSDALE OSBORN MEDICAL CENTER (030038)
SCOTTSDALE HEALTHCARE - SHEA (030087),SCOTTSDALE SHEA MEDICAL CENTER (030087)
SCOTTSDALE SHEA MEDICAL CENTER (030087),SCOTTSDALE SHEA MEDICAL CENTER (030087)
SCOTTSALE THOMPSON PEAK MED CTR (030123),SCOTTSDALE THOMPSON PEAK MED CTR (030123)
SCOTTSDALE THOMPSON PEAK MED CTR (030123),SCOTTSDALE THOMPSON PEAK MED CTR (030123)
SCREVEN COUNTY HOSPITAL (111312),SCREVEN COUNTY HOSPITAL (111312)
SCRIPPS GREEN HOSPITAL (050424),SCRIPPS GREEN HOSPITAL (050424)
SCRIPPS MEMORIAL HOSPITAL - LA JOLLA (050324),SCRIPPS MEMORIAL HOSPITAL - LA JOLLA (050324)
SCRIPPS MEM HOSPITAL - LA JOLLA (050324),SCRIPPS MEMORIAL HOSPITAL - LA JOLLA (050324)
SCRIPPS MEMORIAL HOSPITAL-LA JOLLA (050324),SCRIPPS MEMORIAL HOSPITAL - LA JOLLA (050324)
SCRIPPS MEMORIAL HOSPITAL-ENCINITAS (050503),SCRIPPS MEMORIAL HOSPITAL-ENCINITAS (050503)
SCRIPPS MERCY HOSPITAL (050077),SCRIPPS MERCY HOSPITAL (050077)
SE LACKEY CAH AND NURSING HOME (251300),SE LACKEY CAH AND NURSING HOME (251300)
S.E.LACKEY CAH AND NURSING HOME (251300),SE LACKEY CAH AND NURSING HOME (251300)
SE TEXAS ER & HOSPITAL (452112),SE TEXAS ER & HOSPITAL (452112)
SE TEXAS ER & HOSPITAL (670310),SE TEXAS ER & HOSPITAL (670310)
SEA PINES REHABILITATION HOSPITAL  A (103034),SEA PINES REHABILITATION HOSPITAL  A (103034)
SEARCY HOSPITAL (014008),SEARCY HOSPITAL (014008)
SEASIDE BEHAVIORAL CENTER LLC (194100),SEASIDE BEHAVIORAL CENTER LLC (194100)
SEASIDE HEALTH SYSTEMS (194103),SEASIDE HEALTH SYSTEM (194103)
SEASIDE HEALTH SYSTEM (194103),SEASIDE HEALTH SYSTEM (194103)
SEASIDE HEALTH SYSTEMS (192045),SEASIDE HEALTH SYSTEMS (192045)
FRED HUTCHINSON CANCER CENTER (500138),FRED HUTCHINSON CANCER CENTER (500138)
SEATTLE CANCER CARE ALLIANCE (500138),SEATTLE CANCER CARE ALLIANCE (500138)
SEATTLE CHILDRENS HOSPITAL (503300),SEATTLE CHILDRENS HOSPITAL (503300)
SEBASTIAN RIVER MEDICAL CENTER (100217),SEBASTIAN RIVER MEDICAL CENTER (100217)
SEBASTICOOK VALLEY HOSPITAL (201313),SEBASTICOOK VALLEY HOSPITAL (201313)
SEDAN CITY HOSPITAL (171318),SEDAN CITY HOSPITAL (171318)
SEDGWICK COUNTY HEALTH CENTER (061310),SEDGWICK COUNTY HEALTH CENTER (061310)
SEILING MUNICIPAL HOSPITAL (371332),SEILING MUNICIPAL HOSPITAL (371332)
CAH ACQ No.9 (SEILING) (371332),SEILING MUNICIPAL HOSPITAL (371332)
CAH ACQ No. 9 (SEILING) (371332),SEILING MUNICIPAL HOSPITAL (371332)
SELBY GENERAL HOSPITAL (361319),SELBY GENERAL HOSPITAL (361319)
SELECT SPECIALTY HOSPITAL - SAN DIEG (052044),SELECT SPECIALTY HOSPITAL - SAN DIEG (052044)
SELF REGIONAL HEALTHCARE (420071),SELF REGIONAL HEALTHCARE (420071)
SELLS PUBLIC HEALTH INDIAN HOSPITAL (030074),SELLS PUBLIC HEALTH INDIAN HOSPITAL (030074)
SELLS HOSPITAL (030074),SELLS PUBLIC HEALTH INDIAN HOSPITAL (030074)
SENECA DISTRICT HOSPITAL (051327),SENECA DISTRICT HOSPITAL (051327)
SENTARA  ALBEMARLE MEDICAL CENTER (340109),SENTARA  ALBEMARLE MEDICAL CENTER (340109)
SENTARA ALBEMARLE REGL MED CTR LLC (340109),SENTARA  ALBEMARLE MEDICAL CENTER (340109)
SENTARA ALBEMARLE REGIONAL MEDICAL C (340109),SENTARA ALBEMARLE MEDICAL CENTER (340109)
SENTARA ALBEMARLE MEDICAL CENTER (340109),SENTARA ALBEMARLE MEDICAL CENTER (340109)
SENTARA CAREPLEX HOSPITAL (490093),SENTARA CAREPLEX HOSPITAL (490093)
SENTARA LEIGH HOSPITAL (490046),SENTARA LEIGH HOSPITAL (490046)
SENTARA MARTHA JEFFERSON HOSPITAL (490077),SENTARA MARTHA JEFFERSON HOSPITAL (490077)
SENTARA NORFOLK GENERAL HOSPITAL (490007),SENTARA NORFOLK GENERAL HOSPITAL (490007)
SENTARA NORTHERN VIRGINIA MED CTR (490113),SENTARA NORTHERN VIRGINIA MED CTR (490113)
SENTARA OBICI HOSPITAL (490044),SENTARA OBICI HOSPITAL (490044)
SENTARA POTOMAC HOSPITAL (490113),SENTARA POTOMAC HOSPITAL (490113)
SENTARA PRINCESS ANNE HOSPITAL (490119),SENTARA PRINCESS ANNE HOSPITAL (490119)
SENTARA PRINCESSS ANNE HOSPITAL (490119),SENTARA PRINCESS ANNE HOSPITAL (490119)
SENTARA RMH MEDICAL CENTER (490004),SENTARA RMH MEDICAL CENTER (490004)
SENTARA VA. BEACH GENERAL HOSPITAL (490057),SENTARA VA. BEACH GENERAL HOSPITAL (490057)
SENTARA WILLIAMSBURG REGIONAL MEDICA (490066),SENTARA WILLIAMSBURG REGIONAL MEDICA (490066)
SEQUOIA HOSPITAL (050197),SEQUOIA HOSPITAL (050197)
SEQUOYAH MEMORIAL HOSPITAL (370112),SEQUOYAH MEMORIAL HOSPITAL (370112)
SETON EDGAR B. DAVIS HOSPITAL (451371),SETON EDGAR B. DAVIS HOSPITAL (451371)
SETON HEALTH (330232),SETON HEALTH (330232)
SETON HIGHLAND LAKES HOSPITAL (451365),SETON HIGHLAND LAKES HOSPITAL (451365)
SETON MEDICAL CENTER (050289),SETON MEDICAL CENTER (050289)
SETON MEDICAL CENTER HARKER HEIGHTS (670080),SETON MEDICAL CENTER HARKER HEIGHTS (670080)
SETON MEDICAL CENTER HAYS (670056),SETON MEDICAL CENTER HAYS (670056)
SETON MEDICAL CENTER WILLIAMSON (670041),SETON MEDICAL CENTER WILLIAMSON (670041)
SETON SHOAL CREEK (454029),SETON SHOAL CREEK (454029)
SETON SMITHVILLE REGIONAL HOSPITAL (450143),SETON SMITHVILLE REGIONAL HOSPITAL (450143)
SEVEN HILLS BEHAVIORAL INSTITUTE (294012),SEVEN HILLS BEHAVIORAL HEALTH HOSPITAL (294012)
SEVEN HILLS HOSPTIAL  INC. (294012),SEVEN HILLS BEHAVIORAL HEALTH HOSPITAL (294012)
SEVEN RIVERS REGIONAL MEDICAL CENTER (100249),SEVEN RIVERS REGIONAL MEDICAL CENTER (100249)
SEVIER VALLEY HOSPITAL (460026),SEVIER VALLEY HOSPITAL (460026)
SEVIER VALLEY REGIONAL MEDICAL CENTR (460026),SEVIER VALLEY REGIONAL MEDICAL CENTER (460026)
SEWICKLEY VALLEY HOSPITAL (390037),SEWICKLEY VALLEY HOSPITAL (390037)
SGHS - BRUNSWICK CAMPUS (110025),SGHS - BRUNSWICK CAMPUS (110025)
SGHS - CAMDEN CAMPUS (110146),SGHS - CAMDEN CAMPUS (110146)
SGMC  LANIER CAMPUS (111326),SGMC  LANIER CAMPUS (111326)
SGMC BERRIEN CAMPUS (110234),SGMC BERRIEN CAMPUS (110234)
SHADOW MOUNTAIN BEHAVIORAL HEALTH SY (374024),SHADOW MOUNTAIN BEHAVIORAL HEALTH SY (374024)
SHADY GROVE ADVENTIST HOSPITAL (210057),SHADY GROVE ADVENTIST HOSPITAL (210057)
SHAMOKIN AREA COMMUNITY HOSPITAL (390189),SHAMOKIN AREA COMMUNITY HOSPITAL (390189)
SHAMROCK GENERAL HOSPITAL (451340),SHAMROCK GENERAL HOSPITAL (451340)
SHANDS JACKSONVILLE MEDICAL CENTER (100001),SHANDS JACKSONVILLE MEDICAL CENTER (100001)
SHANDS JACKSONVILLE (100001),SHANDS JACKSONVILLE MEDICAL CENTER (100001)
SHANDS LAKE SHORE (100102),SHANDS LAKE SHORE (100102)
SHANDS LIVE OAK (101301),SHANDS LIVE OAK (101301)
SHANDS STARKE (101310),SHANDS STARKE (101310)
SHANNON MEDICAL CENTER (450571),SHANNON MEDICAL CENTER (450571)
SHARE MEDICAL CENTER (370080),SHARE MEDICAL CENTER (370080)
SHARE MEDICAL CENTER (371341),SHARE MEDICAL CENTER (371341)
SHARKEY-ISSAQUENA COMM HOSPITAL (250079),SHARKEY-ISSAQUENA COMM HOSPITAL (250079)
SHARKEY-ISSAQUENA COMM HOSPITAL (251338),SHARKEY-ISSAQUENA COMM HOSPITAL (251338)
SHARON HOSPITAL (070004),SHARON HOSPITAL (070004)
SHARON REGIONAL HEALTH SYSTEM (390211),SHARON REGIONAL HEALTH SYSTEM (390211)
SHARP CHULA VISTA MEDICAL CENTER (050222),SHARP CHULA VISTA MEDICAL CENTER (050222)
SHARP CHULA VISTA MEDICAL CTR (050222),SHARP CHULA VISTA MEDICAL CENTER (050222)
SHARP CORONADO HOSPITAL (050234),SHARP CORONADO HOSPITAL (050234)
SHARP MEMORIAL HOSPITAL (050100),SHARP MEMORIAL HOSPITAL (050100)
SHARP MESA VISTA HOSPITAL (054145),SHARP MESA VISTA HOSPITAL (054145)
SHASTA REGIONAL MEDICAL CENTER (050764),SHASTA REGIONAL MEDICAL CENTER (050764)
SHAUGHNESSY-KAPLAN REHABILITATION HO (222026),SHAUGHNESSY-KAPLAN REHABILITATION HO (222026)
SHAWANO MEDICAL CENTER (521346),SHAWANO MEDICAL CENTER (521346)
SHAWNEE MISSION MEDICAL CENTER (170104),SHAWNEE MISSION MEDICAL CENTER (170104)
AURORA MEDICAL CTR SHEBOYGAN COUNTY (520035),AURORA MEDICAL CTR SHEBOYGAN COUNTY (520035)
SHEBOYGAN MEMORIAL HOSPITAL (520035),SHEBOYGAN MEMORIAL HOSPITAL (520035)
SHELBY BAPTIST MEDICAL CENTER (010016),SHELBY BAPTIST MEDICAL CENTER (010016)
SHELBY MEMORIAL HOSPITAL (140019),SHELBY MEMORIAL HOSPITAL (140019)
SHELBY MEMORIAL HOSPITAL (361324),SHELBY MEMORIAL HOSPITAL (361324)
SHELBY REGIONAL MEDICAL CENTER (450839),SHELBY REGIONAL MEDICAL CENTER (450839)
SHELTERING ARMS HOSPITAL (493025),SHELTERING ARMS HOSPITAL (493025)
SHELTERING ARMS HOSPITAL SOUTH (493030),SHELTERING ARMS HOSPITAL SOUTH (493030)
SHELTERING ARMS INSTITUTE (493036),SHELTERING ARMS INSTITUTE (493036)
SHENANDOAH MEDICAL CENTER (161366),SHENANDOAH MEDICAL CENTER (161366)
SHENANDOAH MEMORIAL HOSPITAL (491305),SHENANDOAH MEMORIAL HOSPITAL (491305)
SHEPHERD CENTER (112003),SHEPHERD CENTER (112003)
SHEPPARD & ENOCH PRATT HOSPITAL (214000),SHEPPARD & ENOCH PRATT HOSPITAL (214000)
SHERIDAN COMMUNITY HOSPITAL (231312),SHERIDAN COMMUNITY HOSPITAL (231312)
SHERIDAN COUNTY HEALTH COMPLEX (171347),SHERIDAN COUNTY HEALTH COMPLEX (171347)
SHERIDAN MEMORIAL HOSPITAL (271322),SHERIDAN MEMORIAL HOSPITAL (271322)
SHERMAN HOSPITAL (140030),SHERMAN HOSPITAL (140030)
SHERMAN OAKS HOSPITAL - HLTH (050755),SHERMAN OAKS HOSPITAL - HLTH (050755)
SHERMAN OAKS HOSPITAL-HLTH (050755),SHERMAN OAKS HOSPITAL - HLTH (050755)
SHERMAN OAKS HOSPITAL-HEALTH (050755),SHERMAN OAKS HOSPITAL - HLTH (050755)
SHERMAN OAKS HOSPITAL AND HEALTH CTR (050755),SHERMAN OAKS HOSPITAL - HLTH (050755)
SHIRLEY RYAN ABILITYLAB (143026),SHIRLEY RYAN ABILITYLAB (143026)
SHMC-RIVERBEND (380102),SHMC-RIVERBEND (380102)
SHOALS HOSPITAL (010157),SHOALS HOSPITAL (010157)
