original label,curated label,CMS ID,CO/RN,SP
ASHFORD PRESBYTERIAN HOSPITAL (400001),ASHFORD PRESBYTERIAN HOSPITAL (400001),400001,,1
ASHFORD PRESBYTERIAN COMMUNITY CORP. (400001),ASHFORD PRESBYTERIAN HOSPITAL (400001),400001,,1
ASHFORD PRESBYTERIAN COMMUNITY CORP (400001),ASHFORD PRESBYTERIAN HOSPITAL (400001),400001,,1
HOSPITAL DR. PILA (400003),HOSPITAL DR. PILA (400003),400003,,
ASOCIACION HOSPITAL DEL MAESTRO  INC (400004),ASOCIACION HOSPITAL DEL MAESTRO  INC (400004),400004,,1
ASOCIACION HOSPITAL DEL MAESTRO INC (400004),ASOCIACION HOSPITAL DEL MAESTRO  INC (400004),400004,,1
ASOCIACION HOSPITAL DEL MAESTRA INC (400004),ASOCIACION HOSPITAL DEL MAESTRO  INC (400004),400004,,1
HOSPITAL SAN PABLO HUMACAO (400005),HOSPITAL SAN PABLO HUMACAO (400005),400005,,
DOCTORS CENTER HOSPITAL SAN JUAN I (400006),DOCTORS CENTER HOSPITAL SAN JUAN I (400006),400006,,1
DOCTORS CENTER HOSPITAL SAN JUAN  I (400006),DOCTORS CENTER HOSPITAL SAN JUAN I (400006),400006,,1
RYDER (400007),RYDER MEMORIAL HOSPITAL (400007),400007,,1
RYDER MEMORIAL HOSPITAL (400007),RYDER MEMORIAL HOSPITAL (400007),400007,,1
HOSPITAL SANTA ROSA (400009),HOSPITAL SANTA ROSA (400009),400009,,1
HOSPIATAL SANTA ROSA (400009),HOSPITAL SANTA ROSA (400009),400009,,1
HOSPITAL GENERAL CASTANER (400010),CASTANER HOSPITAL (400010),400010,,1
CASTANER HOSPITAL (400010),CASTANER HOSPITAL (400010),400010,,1
HOSPITAL ORIENTE (400011),HOSPITAL ORIENTE (400011),400011,1,
HOSPITAL MENONITA HUMACAO (400011),HOSPITAL MENONITA HUMACAO (400011),400011,1,
HOSPITAL I. GONZALEZ MARTINEZ (400012),HOSPITAL I GONZALEZ MARTINEZ (400012),400012,,1
HOSPITAL I GONZALEZ MARTINEZ (400012),HOSPITAL I GONZALEZ MARTINEZ (400012),400012,,1
HOSPITAL MENONITA DE CAYEY (400013),HOSPITAL MENONITA DE CAYEY (400013),400013,,1
HOSPITAL MENONITA CAYEY (400013),HOSPITAL MENONITA DE CAYEY (400013),400013,,1
HOSPITAL BELLA VISTA (400014),HOSPITAL BELLA VISTA (400014),400014,,
SAN JAN MUNICIPAL HOSPITAL (400015),SAN JUAN MUNICIPAL HOSPITAL (400015),400015,,1
SAN JUAN MUNICIPAL HOSPITAL (400015),SAN JUAN MUNICIPAL HOSPITAL (400015),400015,,1
AUXILIO MUTUO HOSPITAL (400016),AUXILIO MUTUO HOSPITAL (400016),400016,,
HOSPITAL MENONITA AIBONITO (400018),HOSPITAL MENONITA AIBONITO (400018),400018,,
HOSPITAL PAVIA SANTURCE (400019),HOSPITAL PAVIA SANTURCE (400019),400019,,
HOSPITAL DE LA CONCEPCION (400021),HOSPITAL DE LA CONCEPCION (400021),400021,,
HOSPITAL DAMAS (400022),HOSPITAL DAMAS (400022),400022,,
CLINICA ESPA (400024),CLINICA ESPANOLA  INC. (400024),400024,,1
CLINICA ESPANOLA  INC. (400024),CLINICA ESPANOLA  INC. (400024),400024,,1
HOSPITAL LAFAYETTE (400026),HOSPITAL LAFAYETTE (400026),400026,,
HOSPITAL HERMANOS MELENDEZ (400032),HOSPITAL HERMANOS MELENDEZ (400032),400032,1,
BAYAMON MEDICAL CENTER (400032),BAYAMON MEDICAL CENTER (400032),400032,1,
SAN LUCAS PONCE (400044),SAN LUCAS PONCE (400044),400044,,
HOSPITAL SAN LUCAS GUAYAMA (400048),HOSPITAL SAN LUCAS GUAYAMA (400048),400048,1,
HOSPITAL MENONITA  GUAYAMA (400048),HOSPITAL MENONITA  GUAYAMA (400048),400048,1,
HOSPITAL EPISCOPAL CRISTO REDENTOR (400048),HOSPITAL EPISCOPAL CRISTO REDENTOR (400048),400048,1,
UNIVERSITY DISTRIC HOSPITAL (400061),UNIVERSITY DISTRICT HOSPITAL (400061),400061,,1
UNIVERSITY DISCTRICT HOSPITAL (400061),UNIVERSITY DISTRICT HOSPITAL (400061),400061,,1
UNIVERSITY DISTRICT HOSPITAL (400061),UNIVERSITY DISTRICT HOSPITAL (400061),400061,,1
HOSPITAL BUEN SAMARITANO (400079),HOSPITAL BUEN SAMARITANO (400079),400079,,
HOSPITAL CAYETANO COLL & TOSTE (400087),HOSPITAL CAYETANO COLL Y TOSTE (400087),400087,,1
HOSPITAL CAYETANO COLL Y TOSTE (400087),HOSPITAL CAYETANO COLL Y TOSTE (400087),400087,,1
HOSPITAL SAN FRANCISCO (400098),HOSPITAL SAN FRANCISCO (400098),400098,,
DOCTORS CENTER HOSPT BAYAMON INC (400102),DOCTORS CENTER HOSPITAL BAYAMON (400102),400102,,1
DOCTORS CENTER HOSP BAYAMON  INC (400102),DOCTORS CENTER HOSPITAL BAYAMON (400102),400102,,1
DOCTORS CENTER HOSPITAL BAYAMON (400102),DOCTORS CENTER HOSPITAL BAYAMON (400102),400102,,1
DOCTORS CENTER HOSP BAYAMON (400102),DOCTORS CENTER HOSPITAL BAYAMON (400102),400102,,1
HOSPITAL MATILDES BRENES  INC. (400102),DOCTORS CENTER HOSPITAL BAYAMON (400102),400102,,1
MAYAGUEZ MEDICAL CENTER (400103),MAYAGUEZ MEDICAL CENTER (400103),400103,,
SAN JUAN BAUTISTA MEDICAL CENTER (400104),SAN JUAN BAUTISTA MEDICAL CENTER (400104),400104,1,1
HOSPITAL MENONITA CAGUAS INC. (400104),HOSPITAL MENONITA CAGUAS INC. (400104),400104,1,1
MENONITA CAGUAS (400104),HOSPITAL MENONITA CAGUAS INC. (400104),400104,1,1
HOSPITAL MENONITA CAGUAS INC (400104),HOSPITAL MENONITA CAGUAS INC. (400104),400104,1,1
BAYAMON REGIONAL HOSPITAL (400105),BAYAMON REGIONAL HOSPITAL (400105),400105,,1
BAYAMON REGIONAL HOSPITA (400105),BAYAMON REGIONAL HOSPITAL (400105),400105,,1
HOSPITAL METROPOLITANO (400106),HOSPITAL METROPOLITANO (400106),400106,,
HOSPITAL HIMA SAN PABLO BAYAMON (400109),HOSPITAL HIMA SAN PABLO BAYAMON (400109),400109,,
HOSPITAL METROPOLITANO TITO MATTEI (400110),HOSPITAL METROPOLITANO TITO MATTEI (400110),400110,,
HOSPITAL SAN CARLOS BORROMEO (400111),HOSPITAL SAN CARLOS BORROMEO (400111),400111,,
HOSPITAL UPR (400112),HOSPITAL UPR (400112),400112,,
HOSPITAL MENONITA PONCE (400113),HOSPITAL MENONITA PONCE (400113),400113,1,
HOSPITAL SAN CRISTOBAL (400113),HOSPITAL SAN CRISTOBAL (400113),400113,1,
HOSPITAL ALEJANDRO OTERO (400114),HOSPITAL DR. ALEJANDRO OTERO (400114),400114,,1
HOSPITAL DR. ALEJANDRO OTERO (400114),HOSPITAL DR. ALEJANDRO OTERO (400114),400114,,1
HOSPITAL WILMA N VAZQUEZ (400115),HOSPITAL WILMA N VAZQUEZ (400115),400115,,
HOSPITAL DR. SUSONI (400117),HOSPITAL DR. SUSONI (400117),400117,,
DOCTOR CENTER HOSPITAL MANATI  INC (400118),DOCTOR CENTER HOSPITAL MANATI  INC. (400118),400118,,1
DOCTORS CENTER HOSPITAL (400118),DOCTOR CENTER HOSPITAL MANATI  INC. (400118),400118,,1
DOCTOR CENTER HOSPITAL MANATI  INC. (400118),DOCTOR CENTER HOSPITAL MANATI  INC. (400118),400118,,1
HOSPITAL HIMA SAN PABLO CAGUAS (400120),HOSPITAL HIMA SAN PABLO CAGUAS (400120),400120,,
HOSPITAL SAN GERARDO (400121),HOSPITAL SAN GERARDO (400121),400121,,1
HOSPITAL  SAN  GERARDO (400121),HOSPITAL SAN GERARDO (400121),400121,,1
PROFFESIONAL HOSPITAL (400122),PROFESSIONAL HOSPITAL GUAYNABO  INC (400122),400122,,1
PROFESSIONAL HOSPITAL GUAYNABO  INC (400122),PROFESSIONAL HOSPITAL GUAYNABO  INC (400122),400122,,1
PROFESSIONAL HOSPITAL (400122),PROFESSIONAL HOSPITAL GUAYNABO  INC (400122),400122,,1
METRO MAYAGUEZ  INC. (400123),METRO MAYAGUEZ (400123),400123,,1
METRO MAYAGUEZ (400123),METRO MAYAGUEZ (400123),400123,,1
CENTRO CARDIOBASCULAR DEL CARIBE (400124),CENTRO CARDIOVASCULAR DEL CARIBE (400124),400124,,1
CENTRO CARDIOVASCULAR DEL CARIBE (400124),CENTRO CARDIOVASCULAR DEL CARIBE (400124),400124,,1
CORPORACION DEL CENTRO CARDIOVASCULA (400124),CORPORACION DEL CENTRO CARDIOVASCULA (400124),400124,,1
HOSPITAL (400124),CORPORACION DEL CENTRO CARDIOVASCULA (400124),400124,,1
HOSPITAL HIMA SAN PABLO FAJARDO (400125),HOSPITAL HIMA SAN PABLO FAJARDO (400125),400125,,
HOSPITAL METROPOLITANO DE SAN GERMAN (400126),HOSPITAL METROPOLITANO DE SAN GERMAN (400126),400126,,
HOSP. METROPOLITANO DE SAN GERMAN (400126),HOSP. METROPOLITANO DE SAN GERMAN (400126),400126,,
ADMIN DE SERVICIO MEDICOS DE PR (400127),ADMIN DE SERVICIOS MEDICOS DE PR (400127),400127,,1
ADMIN DE SERVICIOS MEDICOS DE PR (400127),ADMIN DE SERVICIOS MEDICOS DE PR (400127),400127,,1
HOSPITAL METRO HATO REY  INC. (400128),HOSPITAL METRO HATO REY  INC. (400128),400128,,
HOSPITAL METROPOLITAN DE LA MONTANA (400130),HOSPITAL METROPOLITANO DE LA MONTANA (400130),400130,,1
HOSPITAL METROPOLITANA DE LA MONTANA (400130),HOSPITAL METROPOLITANO DE LA MONTANA (400130),400130,,1
HOSPITAL METROPOLITANO DE LA MONTANA (400130),HOSPITAL METROPOLITANO DE LA MONTANA (400130),400130,,1
CARIBBEAN MEDICAL CENTER (400131),CARIBBEAN MEDICAL CENTER (400131),400131,,1
CARRIBEAN MEDICAL CENTER (400131),CARIBBEAN MEDICAL CENTER (400131),400131,,1
DOCTORS CENTER HOSPITAL CAROLINA (400132),DOCTORS CENTER HOSPITAL CAROLINA (400132),400132,,
HIMA SAN PABLO CUPEY (400133),HIMA SAN PABLO CUPEY (400133),400133,,
SAN JORGE CHILDRRENS HOSPITAL (400134),SAN JORGE CHILDRENS HOSPITAL (400134),400134,,1
SAN JORGE CHILDRENS HOSPITAL INC (400134),SAN JORGE CHILDRENS HOSPITAL (400134),400134,,1
SAN JORGE CHILDRENS HOSPITAL INC. (400134),SAN JORGE CHILDRENS HOSPITAL (400134),400134,,1
SAN JORGE CHILDRENS HOSPITAL (400134),SAN JORGE CHILDRENS HOSPITAL (400134),400134,,1
CENTRO COMPRENSIVO DE CANCER (400135),CENTRO COMPRENSIVO DE CANCER (400135),400135,,
HOSPITAL SAN ANTONIO INC (400136),HOSPITAL SAN ANTONIO INC (400136),400136,,
HEALTHSOUTH REHAB HOSPITAL PUERTO RI (403025),HEALTHSOUTH REHABILITATION HOSPITAL (403025),403025,1,1
ENCOMPASS HEALTH REHABILITATION HOSP (403025),ENCOMPASS HEALTH REHABILITATION HOSP (403025),403025,1,1
HEALTHSOUTH REHABILITATION HOSPITAL (403025),HEALTHSOUTH REHABILITATION HOSPITAL (403025),403025,1,1
ENCOMPASS HEALTH REHABILITATION HOSP (403026),ENCOMPASS HEALTH REHABILITATION HOSP (403026),403026,1,
HEALTHSOUTH REHABILITATION HOSPITAL (403026),HEALTHSOUTH REHABILITATION HOSPITAL (403026),403026,1,1
HEALTHSOUTH OF MANATI (403026),HEALTHSOUTH OF MANATI (403026),403026,1,1
HEALTHSOUTH RAHABILITATION HOSPITAL (403026),HEALTHSOUTH REHABILITATION HOSPITAL (403026),403026,1,1
MULTY MEDICAL FACILITIES (403027),MULTY MEDICAL FACILITIES (403027),403027,,
UNIVERSITY PEDIATRIC HOSPITAL (403301),UNIVERSITY PEDIATRIC HOSPITAL (403301),403301,,1
PEDIATRIC HOSPITAL (403301),UNIVERSITY PEDIATRIC HOSPITAL (403301),403301,,1
FIRST HOSPITAL PANAMERICANO (404004),FIRST HOSPITAL PANAMERICANO (404004),404004,,
SAN JUAN CP HOSPITAL (404005),HOSPITAL SAN JUAN CAPESTRANO (404005),404005,,1
HOSPITAL SAN JUAN CAPESTRANO (404005),HOSPITAL SAN JUAN CAPESTRANO (404005),404005,,1
HOSPITAL DR. RAMON FERNANDEZ MARINA (404006),HOSPITAL DR. RAMON FERNANDEZ MARINA (404006),404006,,1
THE PSCHIATRIC HOSPITAL (404006),HOSPITAL DR. RAMON FERNANDEZ MARINA (404006),404006,,1
HOSPITAL PSIQUIATRICO CABO ROJO (404007),HOSPITAL PSIQUIATRICO CABO ROJO (404007),404007,1,1
HOSP. PSIQUIATRICO METRO CABO ROJO (404007),HOSPITAL PSIQUIATRICO CABO ROJO (404007),404007,1,1
HOSPITAL PSIQUIATRICO METROPOLITANO (404007),HOSPITAL PSIQUIATRICO METROPOLITANO (404007),404007,1,1
INSPIRA BEHAVIORAL CARE (404008),INSPIRA BEHAVIORAL CARE (404008),404008,,1
INSPIRA (404008),INSPIRA BEHAVIORAL CARE (404008),404008,,1
INSPIRAL BEHAVIORAL CARE CORP (404008),INSPIRA BEHAVIORAL CARE (404008),404008,,1
CENTRO SALUD CONDUCTUAL MENONITA (404009),CENTRO SALUD CONDUCTUAL MENONITA (404009),404009,,1
CENTRO DE SALUD CONDUCTUAL MENONITA (404009),CENTRO SALUD CONDUCTUAL MENONITA (404009),404009,,1
MEMORIAL HOSPITAL OF RHODE ISLAND (410001),MEMORIAL HOSPITAL OF RHODE ISLAND (410001),410001,,
ROGER WILLIAMS HOSPITAL (410004),ROGER WILLIAMS HOSPITAL (410004),410004,1,
ROGER WILLIAMS MEDICAL CENTER (410004),ROGER WILLIAMS MEDICAL CENTER (410004),410004,1,
OUR LADY OF FATIMA HOSPITAL (410005),OUR LADY OF FATIMA HOSPITAL (410005),410005,1,
ST. JOSEPH HLTH SERV OF RHODE ISLAN (410005),ST. JOSEPH HLTH SERV OF RHODE ISLAN (410005),410005,1,
NEWPORT HOSPITAL (410006),NEWPORT HOSPITAL (410006),410006,,
RHODE ISLAND HOSPITAL (410007),RHODE ISLAND HOSPITAL (410007),410007,,
SOUTH COUNTY HOSPITAL (410008),SOUTH COUNTY HOSPITAL (410008),410008,,
KENT COUNTY MEMORIAL HOSPITAL (410009),KENT COUNTY MEMORIAL HOSPITAL (410009),410009,,
WOMEN & INFANTS HOSPITAL (410010),WOMEN & INFANTS HOSPITAL (410010),410010,,
LANDMARK MEDICAL CENTER (410011),LANDMARK MEDICAL CENTER (410011),410011,,
THE MIRIAM HOSPITAL (410012),THE MIRIAM HOSPITAL (410012),410012,,
THE WESTERLY HOSPITAL (410013),THE WESTERLY HOSPITAL (410013),410013,,
ELEANOR SLATER HOSPITAL (412001),ELEANOR SLATER HOSPITAL (412001),412001,,
REHABILATION HOSPITAL OF RI (413025),REHAB HOSPITAL OF RHODE ISLAND (413025),413025,,1
REHABILITATION HOSPITAL OF RI (413025),REHAB HOSPITAL OF RHODE ISLAND (413025),413025,,1
REHAB HOSP OF RI (413025),REHAB HOSPITAL OF RHODE ISLAND (413025),413025,,1
REHAB HOSPITAL OF RHODE ISLAND (413025),REHAB HOSPITAL OF RHODE ISLAND (413025),413025,,1
REHABILITATION HOSPITAL OF RHODE ISL (413025),REHAB HOSPITAL OF RHODE ISLAND (413025),413025,,1
REHAB HOSP OF  RI (413025),REHAB HOSPITAL OF RHODE ISLAND (413025),413025,,1
BUTLER HOSPITAL (414000),BUTLER HOSPITAL (414000),414000,,
EMMA P. BRADLEY HOSPITAL (414003),EMMA P BRADLEY HOSPITAL (414003),414003,,1
EMMA P BRADLEY HOSPITAL (414003),EMMA P BRADLEY HOSPITAL (414003),414003,,1
EMMNA P GRADLEY HOSPITAL (414003),EMMA P BRADLEY HOSPITAL (414003),414003,,1
PIEDMONT MEDICAL CENTER (420002),PIEDMONT MEDICAL CENTER (420002),420002,,
MEDICAL UNIVERSITY OF SOUTH CAROLIN (420004),MEDICAL UNIVERSITY OF SOUTH CAROLINA (420004),420004,,1
MEDICAL UNIVERSITY OF SOUTH CAROLINA (420004),MEDICAL UNIVERSITY OF SOUTH CAROLINA (420004),420004,,1
MCLEOD MEDICAL CENTER - DILLON (420005),MCLEOD MEDICAL CENTER - DILLON (420005),420005,,
SPARTANBURG REGIONAL MEDICAL CENTER (420007),SPARTANBURG REGIONAL MEDICAL CENTER (420007),420007,,
OCONEE MEMORIAL HOSPITAL (420009),OCONEE MEMORIAL HOSPITAL (420009),420009,,
CAROLINA PINES REGIONAL MEDICAL CENT (420010),CAROLINA PINES REGIONAL MEDICAL CENT (420010),420010,,1
CAROLINA PINES REGIONAL MED. CTR. (420010),CAROLINA PINES REGIONAL MEDICAL CENT (420010),420010,,1
CANNON MEMORIAL HOSPITAL (420011),CANNON MEMORIAL HOSPITAL (420011),420011,,
PH BAPTIST EASLEY HOSPITAL (420015),PH BAPTIST EASLEY HOSPITAL (420015),420015,1,
BAPTIST EASLEY HOSPITAL (420015),BAPTIST EASLEY HOSPITAL (420015),420015,1,
BARNWELL COUNTY HOSPITAL (420016),BARNWELL COUNTY HOSPITAL (420016),420016,1,
SOUTHERN PALMETTO HOSPITAL (420016),SOUTHERN PALMETTO HOSPITAL (420016),420016,1,
PALMETTO RICHLAND (420018),PALMETTO RICHLAND (420018),420018,1,
PRISMA HEALTH RICHLAND HOSPITAL (420018),PRISMA HEALTH RICHLAND HOSPITAL (420018),420018,1,
CHESTER REGIONAL MEDICAL CENTER (420019),CHESTER REGIONAL MEDICAL CENTER (420019),420019,1,
MUSC HEALTH CHESTER MEDICAL CENTER (420019),MUSC HEALTH CHESTER MEDICAL CENTER (420019),420019,1,
GEORGETOWN MEMORIAL HOSPITAL (420020),GEORGETOWN MEMORIAL HOSPITAL (420020),420020,,
ST. FRANCIS HOSPITAL INC (420023),ST FRANCIS HOSPITAL INC (420023),420023,,1
ST FRANCIS HOSPITAL INC (420023),ST FRANCIS HOSPITAL INC (420023),420023,,1
PROVIDENCE HOSPITAL (420026),PROVIDENCE HOSPITAL (420026),420026,1,
MUSC HEALTH COLUMBIA MEDICAL CENTER (420026),MUSC HEALTH COLUMBIA MEDICAL CENTER (420026),420026,1,
ANMED HEALTH (420027),ANMED HEALTH (420027),420027,,
COLLETON MEDICAL CENTER (420030),COLLETON MEDICAL CENTER (420030),420030,,
GREER MEMORIAL HOSPITAL (420033),GREER MEMORIAL HOSPITAL (420033),420033,1,
PH GREER MEMORIAL HOSPITAL (420033),PH GREER MEMORIAL HOSPITAL (420033),420033,1,
GHS GREER MEMORIAL HOSPITAL (420033),GHS GREER MEMORIAL HOSPITAL (420033),420033,1,
SPRINGS MEMORIAL HOSPITAL (420036),SPRINGS MEMORIAL HOSPITAL (420036),420036,1,
MUSC HEALTH LANCASTER MEDICAL CENTER (420036),MUSC HEALTH LANCASTER MEDICAL CENTER (420036),420036,1,
PH HILLCREST HOSPITAL (420037),PH HILLCREST HOSPITAL (420037),420037,1,
GHS HILLCREST MEMORIAL HOSPITAL (420037),GHS HILLCREST MEMORIAL HOSPITAL (420037),420037,1,
HILLCREST HOSPITAL (420037),HILLCREST HOSPITAL (420037),420037,1,
GHS LAURENS COUNTY MEMORIAL HOSPITAL (420038),GHS LAURENS COUNTY MEMORIAL HOSPITAL (420038),420038,1,
LAURENS COUNTY HOSPITAL (420038),LAURENS COUNTY HOSPITAL (420038),420038,1,
PH LAURENS COUNTY HOSPITAL (420038),PH LAURENS COUNTY HOSPITAL (420038),420038,1,
WALLACE THOMSON HOSPITAL (420039),WALLACE THOMSON HOSPITAL (420039),420039,,
UPSTATE CAROLINA MEDICAL CENTER (420043),UPSTATE CAROLINA MEDICAL CENTER (420043),420043,1,
MARY BLACK HEALTH SYSTEM GAFFNEY (420043),MARY BLACK HEALTH SYSTEM GAFFNEY (420043),420043,1,
CHEROKEE MEDICAL CENTER (420043),CHEROKEE MEDICAL CENTER (420043),420043,1,
MUSC HEALTH KERSHAW MEDICAL CENTER (420048),MUSC HEALTH KERSHAW MEDICAL CENTER (420048),420048,1,1
KERSHAW HEALTH (420048),KERSHAW HEALTH (420048),420048,1,1
KERSHAWHEALTH (420048),KERSHAW HEALTH (420048),420048,1,1
CONWAY HOSPITAL (420049),CONWAY HOSPITAL (420049),420049,,
MCLEOD REGIONAL MEDICAL CENTER (420051),MCLEOD REGIONAL MEDICAL CENTER (420051),420051,,
NEWBERRY COUNTY MEMORIAL HOSPITAL (420053),NEWBERRY COUNTY MEMORIAL HOSPITAL (420053),420053,,
MARLBORO PARK HOSPITAL (420054),MARLBORO PARK HOSPITAL (420054),420054,,
MUSC HEALTH MARION  MEDICAL CENTER (420055),MUSC HEALTH MARION  MEDICAL CENTER (420055),420055,1,
MARION COUNTY MEDICAL CENTER (420055),MARION COUNTY MEDICAL CENTER (420055),420055,1,
BAMBERG COUNTY MEMORIAL HOSPITAL (420056),BAMBERG COUNTY MEMORIAL HOSPITAL (420056),420056,,
MCLEOD MED CTR - DARLINGTON (420057),MCLEOD MED CTR - DARLINGTON (420057),420057,,
CHESTERFIELD GENERAL (420062),CHESTERFIELD GENERAL (420062),420062,,
LORIS COMMUNITY HOSPITAL (420064),LORIS COMMUNITY HOSPITAL (420064),420064,,
ST. FRANCIS XAVIER BON SECOURS (420065),ST. FRANCIS XAVIER BON SECOURS (420065),420065,,
BON SECOURS ST. FRANCIS XAVIER HOSPI (420065),BON SECOURS ST. FRANCIS XAVIER HOSPI (420065),420065,,
LAKE CITY COMMUNITY HOSPITAL (420066),LAKE CITY COMMUNITY HOSPITAL (420066),420066,,
BEAUFORT MEMORIAL HOSPITAL (420067),BEAUFORT MEMORIAL HOSPITAL (420067),420067,,
THE REGIONAL MEDICAL CENTER (420068),THE REGIONAL MEDICAL CENTER (420068),420068,,
CLARENDON MEMORIAL HOSPITAL (420069),CLARENDON MEMORIAL HOSPITAL (420069),420069,,
TUOMEY REGIONAL MEDICAL CENTER (420070),TUOMEY REGIONAL MEDICAL CENTER (420070),420070,1,
PALMETTO HEALTH TUOMEY (420070),PALMETTO HEALTH TUOMEY (420070),420070,1,
PRISMA HEALTH TUOMEY HOSPITAL (420070),PRISMA HEALTH TUOMEY HOSPITAL (420070),420070,1,
SELF REGIONAL HEALTHCARE (420071),SELF REGIONAL HEALTHCARE (420071),420071,,
HAMPTON REGIONAL MEDICAL CENTER (420072),HAMPTON REGIONAL MEDICAL CENTER (420072),420072,,
LEXINGTON  MEDICAL CENTER (420073),LEXINGTON MEDICAL CENTER (420073),420073,,1
LEXINGTON MEDICAL CENTER (420073),LEXINGTON MEDICAL CENTER (420073),420073,,1
GHS GREENVILLE MEMORIAL HOSPITAL (420078),GHS GREENVILLE MEMORIAL HOSPITAL (420078),420078,1,
GREENVILLE HOSPITAL CENTER (420078),GREENVILLE HOSPITAL CENTER (420078),420078,1,
TRIDENT REGIONAL MEDICAL CENTER (420079),TRIDENT REGIONAL MEDICAL CENTER (420079),420079,,
HILTON HEAD HOSPITAL (420080),HILTON HEAD HOSPITAL (420080),420080,,
AIKEN REGIONAL MEDICAL CENTER (420082),AIKEN REGIONAL MEDICAL CENTER (420082),420082,,
MARY BLACK MEMORIAL HOSPITAL (420083),MARY BLACK MEMORIAL HOSPITAL (420083),420083,,
GRAND STRAND REG MEDICAL CENTER (420085),GRAND STRAND REGIONAL MEDICAL CENTER (420085),420085,,1
GRAND STRAND REGIONAL MEDICAL CENTER (420085),GRAND STRAND REGIONAL MEDICAL CENTER (420085),420085,,1
PRISMA HEALTH BAPTIST HOSPITAL (420086),PRISMA HEALTH BAPTIST HOSPITAL (420086),420086,1,
PALMETTO BAPTIST (420086),PALMETTO BAPTIST (420086),420086,1,
ROPER HOSPITAL (420087),ROPER HOSPITAL (420087),420087,,1
ROPER HOSPITAL  INC. (420087),ROPER HOSPITAL (420087),420087,,1
EAST COOPER REGIONAL MEDICAL CENTER (420089),EAST COOPER REGIONAL MEDICAL CENTER (420089),420089,,
MUSC HEALTH FLORENCE MEDICAL CENTER (420091),MUSC HEALTH FLORENCE MEDICAL CENTER (420091),420091,1,
CAROLINAS HOSPITAL SYSTEM (420091),CAROLINAS HOSPITAL SYSTEM (420091),420091,1,
WACCAMAW COMMUNITY HOSPITAL (420098),WACCAMAW COMMUNITY HOSPITAL (420098),420098,,
COASTAL CAROLINA MEDICAL CENTER (420101),COASTAL CAROLINA MEDICAL CENTER (420101),420101,,
GHS PATEWOOD MEMORIAL HOSPITAL (420102),GHS PATEWOOD MEMORIAL HOSPITAL (420102),420102,1,
PATEWOOD MEMORIAL HOSPITAL (420102),PATEWOOD MEMORIAL HOSPITAL (420102),420102,1,
PH PATEWOOD HOSPITAL (420102),PH PATEWOOD HOSPITAL (420102),420102,1,
VILLAGE HOSPITAL (420103),VILLAGE HOSPITAL (420103),420103,1,
PELHAM MEDICAL CENTER (420103),PELHAM MEDICAL CENTER (420103),420103,1,
ROPER ST. FRANCIS MT PLEASANT HOSPIT (420104),ROPER ST. FRANCIS MT PLEASANT HOSPIT (420104),420104,,
MCLEOD LORIS SEACOAST HOSPITAL (420105),MCLEOD LORIS SEACOAST HOSPITAL (420105),420105,1,
MCLEOD LORIS/SEACOAST HOSPITAL (420105),MCLEOD LORIS SEACOAST HOSPITAL (420105),420105,1,
PALMETTO HEALTH BAPTIST PARKRIDGE (420106),PALMETTO HEALTH BAPTIST PARKRIDGE (420106),420106,1,
PH BAPTIST PARKRIDGE HOSPITAL (420106),PH BAPTIST PARKRIDGE HOSPITAL (420106),420106,1,
MCLEOD HEALTH CHERAW (420107),MCLEOD HEALTH CHERAW (420107),420107,,
UNION MEDICAL CENTER (420108),UNION MEDICAL CENTER (420108),420108,,
MCLEOD HEALTH CLARENDON (420109),MCLEOD HEALTH CLARENDON (420109),420109,,
ROPER ST. FRANCIS HOSPITAL-BERKELEY (420110),ROPER ST. FRANCIS HOSPITAL-BERKELEY (420110),420110,,
ALLENDALE COUNTY HOSPITAL (421300),ALLENDALE COUNTY HOSPITAL (421300),421300,,
ABBEVILLE AREA MEDICAL CENTER (421301),ABBEVILLE AREA MEDICAL CENTER (421301),421301,,
FAIRFIELD MEMORIAL HOSPITAL (421302),FAIRFIELD MEMORIAL HOSPITAL (421302),421302,,
WILLIAMSBURG REGIONAL HOSPITAL (421303),WILLIAMSBURG REGIONAL HOSPITAL (421303),421303,,
EDGEFIELD COUNTY HEALTHCARE (421304),EDGEFIELD COUNTY HEALTHCARE (421304),421304,,
EDGEFIELD COUNTY HOSPITAL (421304),EDGEFIELD COUNTY HOSPITAL (421304),421304,1,1
SPARTANBURG HOSPITAL FOR RESTORATIVC (422004),SPARTANBURG HOSPITAL FOR RESTORATIVE (422004),422004,1,1
SPARTANBURG HOSPITAL FOR RESTORATIVE (422004),SPARTANBURG HOSPITAL FOR RESTORATIVE (422004),422004,1,1
VIBRA HOSPITAL OF CHARLESTON  LLC (422005),VIBRA HOSPITAL OF CHARLESTON  LLC (422005),422005,1,
KINDRED HOSPITAL CHARLESTON (422005),KINDRED HOSPITAL CHARLESTON (422005),422005,1,
INTERMEDICAL HOSPITAL OF SC  INC. (422006),INTERMEDICAL HOSPITAL OF SC  INC. (422006),422006,1,
CONTINUECARE HOSP AT PALMETTO HEALTH (422006),CONTINUECARE HOSP AT PALMETTO HEALTH (422006),422006,1,
REGENCY HOSPITAL OF FLORENCE (422007),REGENCY HOSPITAL OF FLORENCE (422007),422007,,
